Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
D.Henry,TEN,17.03333333333333,21.5,110.33333333333333,73.68888888888888,76.10388888888889,18,1986.0,18.0,306.6
A.Jones,GB,13.011111111111113,14.944444444444445,66.77777777777777,58.77611111111111,60.758333333333326,19,1202.0,19.0,234.2
C.McCaffrey,CAR,14.306250000000004,18.0,86.6875,74.26250000000002,76.30562499999999,15,1389.0,15.0,228.9
D.Cook,MIN,13.41875,17.9375,77.9375,62.52375,62.22125,15,1247.0,15.0,214.7
E.Elliott,DAL,12.98125,18.8125,84.8125,68.99437499999999,68.8275,12,1357.0,12.0,207.70000000000002
N.Chubb,CLE,12.712499999999999,18.625,93.375,76.71124999999999,78.185,8,1494.0,9.0,203.4
R.Mostert,SF,10.488888888888889,10.555555555555555,61.55555555555556,34.55444444444444,38.32944444444445,13,1108.0,13.0,188.8
L.Jackson,BAL,11.112500000000002,12.375,84.3125,34.782500000000006,43.045,7,1358.0,7.0,177.8
C.Carson,SEA,11.400000000000002,18.533333333333335,82.0,61.52466666666667,60.22866666666667,7,1230.0,8.0,171.0
M.Ingram,BAL,10.275,13.125,65.0,36.246875,32.277499999999996,10,1044.0,10.0,164.4
T.Gurley,LA,10.526666666666666,14.933333333333334,57.13333333333333,59.51933333333333,65.36133333333333,12,859.0,12.0,157.9
M.Mack,IND,11.23571428571429,17.714285714285715,77.92857142857143,60.78071428571429,59.72928571428572,8,1093.0,8.0,157.3
J.Jacobs,LV,12.076923076923077,18.615384615384617,88.46153846153847,66.00923076923077,72.6423076923077,7,1150.0,7.0,157.0
C.Hyde,HOU,8.455555555555556,15.222222222222221,64.55555555555556,55.065555555555555,49.62777777777777,6,1162.0,6.0,152.2
J.Mixon,CIN,8.981250000000001,17.375,71.0625,70.644375,69.56875,5,1137.0,5.0,143.7
P.Lindsay,DEN,8.94375,14.0625,63.1875,55.191874999999996,61.08062499999998,7,1011.0,7.0,143.10000000000002
S.Michel,NE,8.194117647058823,15.352941176470589,57.23529411764706,54.32823529411764,53.289411764705875,7,973.0,7.0,139.3
S.Barkley,NYG,10.484615384615385,16.692307692307693,77.15384615384616,74.81076923076922,64.32153846153845,6,1003.0,6.0,136.3
L.Fournette,JAX,8.88,17.733333333333334,76.8,74.26466666666668,70.01866666666666,3,1152.0,3.0,133.2
K.Drake,MIA,9.264285714285716,12.142857142857142,58.357142857142854,52.21999999999999,54.00714285714286,8,817.0,8.0,129.7
Dam.Williams,KC,9.242857142857142,11.214285714285714,49.57142857142857,48.297142857142866,45.36785714285714,9,694.0,10.0,129.4
D.Montgomery,CHI,7.80625,15.125,55.5625,59.25812500000001,58.183125000000004,6,889.0,6.0,124.9
A.Peterson,WAS,7.986666666666666,14.066666666666666,59.86666666666667,61.496,58.884,5,898.0,5.0,119.80000000000001
A.Kamara,NO,7.853333333333334,11.866666666666667,54.53333333333333,50.41200000000001,53.59466666666666,6,818.0,6.0,117.80000000000001
T.Coleman,SF,6.929411764705883,10.0,41.05882352941177,31.707647058823536,29.408235294117645,8,698.0,8.0,117.8
J.Allen,BUF,7.15,7.4375,37.625,25.8375,28.23375,9,604.0,9.0,114.4
M.Gordon,LAC,9.1,13.5,51.0,61.05833333333333,66.03750000000001,8,612.0,8.0,109.2
R.Jones,TB,6.775,10.75,45.25,42.731249999999996,45.19999999999999,6,724.0,6.0,108.4
M.Sanders,PHI,6.288235294117648,11.411764705882353,52.1764705882353,42.165882352941175,43.784705882352945,3,889.0,3.0,106.9
D.Watson,HOU,6.158823529411766,6.0588235294117645,29.705882352941178,21.968235294117648,24.84470588235294,9,507.0,9.0,104.7
L.Bell,NYJ,6.459999999999999,16.333333333333332,52.6,70.72066666666666,69.878,3,789.0,3.0,96.9
L.Murray,NO,5.635294117647059,8.882352941176471,38.705882352941174,34.26823529411764,32.531176470588235,5,658.0,5.0,95.8
D.Singletary,BUF,7.330769230769231,12.615384615384615,64.07692307692308,41.29230769230769,49.00230769230769,2,833.0,2.0,95.30000000000001
J.Howard,PHI,9.833333333333336,13.222222222222221,58.333333333333336,43.276666666666664,45.99111111111112,6,525.0,6.0,88.5
G.Edwards,BAL,5.005882352941177,8.0,43.0,20.674705882352942,19.94235294117647,2,731.0,2.0,85.10000000000001
P.Barber,TB,5.546666666666667,10.333333333333334,31.333333333333332,37.98266666666666,34.56733333333332,6,472.0,6.0,83.2
K.Murray,ARI,4.9,5.8125,34.0,23.0725,27.041250000000005,4,544.0,4.0,78.4
D.Freeman,ATL,5.542857142857143,13.142857142857142,46.857142857142854,59.26428571428571,52.754999999999995,2,656.0,2.0,77.60000000000001
F.Gore,BUF,4.63125,10.875,38.8125,37.69,29.091250000000002,2,621.0,2.0,74.1
A.Ekeler,LAC,4.606250000000001,8.25,34.8125,35.4,36.84749999999999,3,557.0,3.0,73.7
L.McCoy,KC,5.875,8.416666666666666,38.75,37.36666666666667,45.556666666666665,4,465.0,4.0,70.5
J.Conner,PIT,7.040000000000001,11.6,46.4,55.458000000000006,56.294999999999995,4,464.0,4.0,70.4
M.Breida,SF,5.014285714285715,9.428571428571429,45.857142857142854,27.173571428571428,29.012142857142855,1,642.0,1.0,70.2
R.Freeman,DEN,4.2250000000000005,8.25,31.0,31.907499999999995,29.410000000000004,3,496.0,3.0,67.6
K.Johnson,DET,8.0375,14.125,50.375,52.525000000000006,44.846250000000005,3,403.0,4.0,64.30000000000001
R.Wilson,SEA,3.5055555555555564,5.055555555555555,25.055555555555557,17.221111111111114,21.626666666666665,3,451.0,3.0,63.1
P.Mahomes,KC,3.70625,4.1875,22.0625,17.218125,20.560625,4,353.0,4.0,59.300000000000004
D.Johnson,HOU,3.216666666666667,4.833333333333333,25.5,18.45722222222222,21.27722222222222,2,459.0,2.0,57.900000000000006
T.Pollard,DAL,4.121428571428572,6.214285714285714,32.5,19.942857142857143,17.339285714285715,2,457.0,2.0,57.7
B.Scott,PHI,6.333333333333333,7.444444444444445,30.0,26.162222222222223,25.849999999999998,5,270.0,5.0,57.0
D.Washington,LV,3.5437499999999997,6.75,24.1875,26.003124999999997,23.177500000000002,3,387.0,3.0,56.7
M.Brown,LA,4.269230769230768,5.3076923076923075,19.615384615384617,21.60615384615384,18.81153846153846,5,255.0,5.0,55.5
R.Penny,SEA,6.874999999999999,8.125,46.25,25.659999999999997,28.872500000000002,3,370.0,3.0,55.0
B.Snell,PIT,4.963636363636365,9.818181818181818,38.72727272727273,33.07909090909091,33.50818181818182,2,426.0,2.0,54.6
A.Mattison,MIN,3.6333333333333337,7.066666666666666,32.333333333333336,22.21733333333333,23.694,1,485.0,1.0,54.5
C.Edmonds,ARI,5.430000000000001,6.0,30.3,23.658000000000005,22.996,4,303.0,4.0,54.3
J.Williams,GB,3.5266666666666664,7.4,31.266666666666666,28.809333333333328,27.039333333333335,1,469.0,1.0,52.900000000000006
J.Brissett,IND,3.5200000000000005,3.7333333333333334,15.2,12.713333333333333,12.764666666666667,4,228.0,5.0,52.8
R.Tannehill,TEN,3.4799999999999995,3.8,14.666666666666666,13.032666666666666,9.467333333333332,5,222.0,5.0,52.2
