Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
A.Peterson,MIN,16.07777777777778,20.333333333333332,87.44444444444444,68.64055555555555,71.91722222222222,21,1574.0,22.0,289.4
C.Johnson,TEN,17.8,22.4375,125.375,72.053125,76.98625000000001,14,2008.0,14.0,284.8
T.Jones,NYJ,12.731578947368419,19.842105263157894,79.94736842105263,53.30842105263158,48.904736842105265,15,1519.0,15.0,241.9
M.Jones-Drew,JAX,14.31875,19.5625,86.9375,69.39812500000001,69.34,15,1391.0,15.0,229.1
R.Rice,BAL,11.694444444444446,16.055555555555557,86.94444444444444,56.124444444444435,66.9238888888889,9,1565.0,9.0,210.5
R.Grant,GB,11.635294117647058,17.235294117647058,77.52941176470588,64.25588235294119,65.94941176470589,11,1318.0,11.0,197.8
C.Benson,CIN,13.142857142857142,23.0,101.42857142857143,76.21642857142857,78.63357142857141,7,1420.0,7.0,184.0
R.Williams,MIA,11.143749999999999,15.125,70.0625,47.567499999999995,52.330625,11,1123.0,11.0,178.3
J.Stewart,CAR,10.831249999999999,13.8125,70.8125,40.239999999999995,43.348124999999996,10,1133.0,10.0,173.3
F.Gore,SF,12.285714285714286,16.357142857142858,80.0,71.04714285714286,77.95785714285715,10,1120.0,10.0,172.0
J.Addai,IND,9.266666666666667,14.38888888888889,56.0,62.33611111111111,68.54555555555555,11,1008.0,11.0,166.8
S.Jackson,LA,11.093333333333334,21.666666666666668,94.93333333333334,83.488,82.98066666666666,4,1424.0,4.0,166.4
J.Charles,KC,10.666666666666666,12.666666666666666,74.66666666666667,47.99933333333333,57.38733333333334,7,1120.0,8.0,160.0
D.Williams,CAR,12.3,16.692307692307693,85.92307692307692,54.41076923076923,57.82692307692309,7,1119.0,8.0,159.9
R.Mendenhall,PIT,10.18666666666667,16.133333333333333,73.86666666666666,59.55866666666666,63.05800000000001,7,1108.0,7.0,152.8
L.Tomlinson,LAC,9.826666666666666,15.666666666666666,50.266666666666666,62.18333333333332,59.498666666666665,12,754.0,12.0,147.4
M.Turner,ATL,13.37272727272727,16.181818181818183,79.18181818181819,59.718181818181826,64.7609090909091,10,871.0,10.0,147.10000000000002
W.McGahee,BAL,8.194117647058823,7.764705882352941,36.05882352941177,24.212352941176473,20.3,13,613.0,13.0,139.3
C.Wells,ARI,7.616666666666666,10.833333333333334,49.5,47.57111111111111,50.03222222222222,8,891.0,8.0,137.10000000000002
M.Barber,DAL,8.058823529411764,13.235294117647058,55.88235294117647,48.83176470588236,46.58529411764706,7,950.0,7.0,137.0
K.Moreno,DEN,8.54375,15.5,59.1875,56.82749999999999,51.00375000000001,7,947.0,7.0,136.7
P.Thomas,NO,8.475000000000001,11.4375,58.5,41.748749999999994,48.50875,7,936.0,7.0,135.60000000000002
T.Hightower,ARI,7.244444444444446,8.666666666666666,39.111111111111114,39.69388888888889,42.72888888888888,10,704.0,10.0,130.4
L.Maroney,NE,8.118749999999999,12.1875,47.4375,41.60249999999999,38.82124999999999,9,759.0,9.0,129.9
F.Jackson,BUF,7.7625,14.875,66.375,56.67562500000001,56.8475,2,1062.0,3.0,124.2
J.Harrison,CLE,9.4,14.923076923076923,66.3076923076923,41.50384615384615,39.386153846153846,5,862.0,6.0,122.2
A.Bradshaw,NYG,7.986666666666666,10.866666666666667,51.86666666666667,40.54866666666667,44.998,7,778.0,7.0,119.80000000000001
B.Jacobs,NYG,7.966666666666668,14.933333333333334,55.666666666666664,51.53733333333333,45.78200000000001,5,835.0,6.0,119.5
M.Forte,CHI,7.30625,16.125,58.0625,67.84750000000001,64.205625,4,929.0,4.0,116.9
S.Greene,NYJ,7.15625,10.1875,52.8125,25.735625,30.154374999999998,4,845.0,5.0,114.5
F.Jones,DAL,7.1375,9.125,56.375,31.912499999999998,38.290625,4,902.0,4.0,114.2
R.Brown,MIA,12.533333333333335,16.333333333333332,72.0,48.682222222222215,45.7,8,648.0,8.0,112.8
C.Williams,TB,6.6,13.0625,51.0,50.683749999999996,47.734375,4,816.0,4.0,105.60000000000001
M.Bell,NO,6.86,12.0,44.6,41.01866666666667,34.855999999999995,5,669.0,6.0,102.9
Kv.Smith,DET,7.592307692307691,16.692307692307693,57.46153846153846,68.14153846153846,61.70615384615385,4,747.0,4.0,98.7
L.McCoy,PHI,5.300000000000001,9.411764705882353,38.88235294117647,38.51529411764706,35.993529411764705,4,661.0,4.0,90.10000000000001
R.Bush,NO,5.1,5.117647058823529,29.823529411764707,17.718235294117648,23.6735294117647,6,507.0,6.0,86.7
J.Forsett,SEA,5.7266666666666675,7.6,41.266666666666666,31.129333333333328,49.486,4,619.0,4.0,85.9
J.Snelling,ATL,6.561538461538462,10.923076923076923,47.15384615384615,37.39692307692307,40.16076923076923,4,613.0,4.0,85.30000000000001
J.Jones,SEA,5.5928571428571425,12.642857142857142,47.357142857142854,51.28785714285714,49.186428571428564,2,663.0,2.0,78.3
M.Bush,LV,5.126666666666667,8.2,39.266666666666666,32.092666666666666,34.21733333333334,3,589.0,3.0,76.9
C.Buckhalter,DEN,5.014285714285715,8.571428571428571,45.857142857142854,32.215714285714284,40.50714285714286,1,642.0,1.0,70.2
A.Rodgers,GB,3.9823529411764698,3.6470588235294117,18.647058823529413,14.402941176470588,18.252352941176472,6,317.0,6.0,67.7
J.Fargas,LV,5.591666666666666,10.75,40.916666666666664,40.76583333333333,40.35,3,491.0,3.0,67.1
T.Choice,DAL,3.9625,5.0,24.5,18.068125,17.641875000000002,4,394.0,4.0,63.400000000000006
R.Moats,HOU,7.875000000000001,12.625,48.75,42.48375000000001,48.84,4,390.0,4.0,63.0
S.Slaton,HOU,5.609090909090909,11.909090909090908,39.72727272727273,47.285454545454556,48.81636363636364,3,437.0,3.0,61.7
M.Lynch,BUF,4.384615384615385,9.23076923076923,34.61538461538461,34.9823076923077,32.40923076923077,2,450.0,2.0,57.0
F.Taylor,NE,8.142857142857142,9.285714285714286,38.57142857142857,33.54571428571429,35.07142857142858,4,270.0,5.0,57.0
L.Johnson,KC,4.014285714285714,12.714285714285714,40.142857142857146,43.01642857142857,37.27642857142858,0,562.0,0.0,56.2
D.Sproles,LAC,3.4750000000000005,6.0,23.5,21.7475,27.551875,3,376.0,3.0,55.6
C.Portis,WAS,6.924999999999999,15.5,61.75,66.4075,65.10625,1,494.0,1.0,55.400000000000006
D.Brown,IND,3.621428571428571,6.785714285714286,23.357142857142858,29.52642857142857,26.334285714285716,3,327.0,3.0,50.7
K.Faulk,NE,3.1687500000000006,4.75,24.1875,17.800625000000004,21.838749999999997,2,387.0,2.0,50.7
D.Garrard,JAX,3.15625,4.875,20.1875,17.107499999999998,15.744999999999997,3,325.0,3.0,50.5
M.Morris,DET,3.876923076923077,7.153846153846154,29.53846153846154,25.784615384615385,24.281538461538464,2,384.0,2.0,50.400000000000006
J.Lewis,CLE,5.577777777777779,16.0,55.55555555555556,59.14,59.332222222222235,0,502.0,0.0,50.2
D.Ward,TB,3.3857142857142857,8.214285714285714,29.571428571428573,32.86785714285715,28.322142857142858,1,414.0,1.0,47.400000000000006
L.Weaver,PHI,3.3000000000000003,5.357142857142857,24.428571428571427,22.302142857142854,22.94142857142857,2,342.0,2.0,46.2
S.Morris,NE,4.072727272727272,6.7272727272727275,29.818181818181817,23.83,24.69,2,328.0,2.0,44.800000000000004
C.Brown,HOU,3.4384615384615387,6.076923076923077,20.53846153846154,25.745384615384612,25.39769230769231,3,267.0,3.0,44.7
C.Taylor,MIN,2.461111111111111,5.722222222222222,21.27777777777778,19.29055555555556,17.808888888888887,1,383.0,1.0,44.300000000000004
J.Cribbs,CLE,2.9399999999999995,3.6666666666666665,25.4,12.082666666666666,19.356666666666666,1,381.0,1.0,44.1
A.Foster,HOU,10.924999999999999,13.5,64.25,47.0525,53.269999999999996,3,257.0,3.0,43.7
D.McFadden,LV,3.466666666666667,8.666666666666666,29.666666666666668,33.87416666666666,26.700000000000003,1,356.0,1.0,41.6
V.Young,TEN,3.341666666666667,4.583333333333333,23.416666666666668,13.053333333333333,13.115833333333335,2,281.0,2.0,40.1
W.Parker,PIT,2.9923076923076923,7.538461538461538,29.923076923076923,28.486153846153847,29.98538461538462,0,389.0,0.0,38.900000000000006
Q.Ganther,WAS,4.7375,7.875,24.875,35.1125,30.912499999999998,3,199.0,3.0,37.900000000000006
L.McClain,BAL,2.3187499999999996,3.25,11.9375,10.280000000000001,7.961875,3,191.0,3.0,37.1
L.White,TEN,2.85,5.333333333333333,18.5,17.744999999999997,13.615833333333335,2,222.0,2.0,34.2
B.Westbrook,PHI,4.175,7.625,34.25,39.168749999999996,47.215,1,274.0,1.0,33.400000000000006
L.Betts,WAS,3.6666666666666665,6.222222222222222,23.333333333333332,19.650000000000002,16.134444444444444,2,210.0,2.0,33.0
L.Washington,NYJ,4.714285714285714,10.142857142857142,47.142857142857146,29.581428571428567,30.62285714285714,0,330.0,0.0,33.0
L.Hamilton,NO,4.671428571428572,5.857142857142857,21.0,19.18285714285714,15.290000000000001,3,147.0,3.0,32.7
B.Scott,CIN,3.566666666666667,8.222222222222221,35.666666666666664,23.65,24.982222222222227,0,321.0,0.0,32.1
J.Campbell,WAS,1.9733333333333334,3.1333333333333333,15.733333333333333,12.459333333333337,17.02866666666667,1,236.0,1.0,29.6
G.Coffee,SF,2.8600000000000003,8.3,22.6,32.854,23.990000000000002,1,226.0,1.0,28.6
M.Sanchez,NYJ,1.6705882352941173,2.4705882352941178,6.117647058823529,6.866470588235295,4.4535294117647055,3,104.0,3.0,28.4
C.Jennings,CLE,3.1111111111111116,7.0,24.444444444444443,19.805555555555557,16.666666666666664,1,220.0,1.0,28.0
C.Palmer,CIN,1.8466666666666667,2.7333333333333334,6.333333333333333,8.71,4.367333333333334,3,97.0,3.0,27.700000000000003
D.McNabb,PHI,1.9571428571428575,2.7142857142857144,11.0,11.782857142857143,12.212857142857144,2,154.0,2.0,27.4
B.Smith,NYJ,2.71,2.0,21.1,5.006,10.943000000000001,1,211.0,1.0,27.1
R.Jennings,JAX,1.7466666666666668,2.6,13.466666666666667,10.005333333333333,11.02,1,202.0,1.0,26.200000000000003
J.Norwood,ATL,2.52,7.6,25.2,26.504,24.423999999999996,0,252.0,0.0,25.200000000000003
B.Jackson,GB,2.154545454545455,3.5454545454545454,10.636363636363637,11.643636363636364,8.203636363636365,2,117.0,2.0,23.700000000000003
J.Cutler,CHI,1.4500000000000002,2.5625,10.75,12.516250000000001,12.031250000000002,1,172.0,1.0,23.2
M.Stafford,DET,2.533333333333333,2.3333333333333335,12.0,10.343333333333334,12.71111111111111,2,108.0,2.0,22.8
R.Cartwright,WAS,2.2800000000000002,6.4,22.8,25.712,25.613,0,228.0,0.0,22.8
A.Green,GB,2.8125,5.5,20.625,18.74125,16.39875,1,165.0,1.0,22.5
C.Simpson,IND,3.6999999999999997,2.5,17.0,11.895000000000001,16.265,2,102.0,2.0,22.200000000000003
K.Bell,CHI,3.6666666666666665,6.666666666666667,36.666666666666664,24.343333333333334,30.438333333333333,0,220.0,0.0,22.0
M.Vick,PHI,1.7916666666666667,2.0833333333333335,7.916666666666667,8.795,6.953333333333333,2,95.0,2.0,21.5
M.Tolbert,LAC,4.16,5.0,29.6,13.156,19.633999999999997,1,148.0,1.0,20.8
R.Fitzpatrick,BUF,2.871428571428571,4.428571428571429,20.142857142857142,15.005714285714285,16.925714285714285,1,141.0,1.0,20.1
B.Roethlisberger,PIT,1.3266666666666664,2.7333333333333334,5.266666666666667,10.490666666666668,5.144,2,79.0,2.0,19.9
D.Jackson,PHI,2.4625,1.375,17.125,6.11625,14.7375,1,137.0,1.0,19.700000000000003
M.Cassel,KC,1.3066666666666669,3.4,13.066666666666666,12.232,11.842666666666666,0,196.0,0.0,19.6
G.Wolfe,CHI,3.0,3.6666666666666665,20.0,16.15666666666667,18.445000000000004,1,120.0,1.0,18.0
P.Rivers,LAC,1.16,1.9333333333333333,3.6,8.176666666666666,6.576,2,54.0,2.0,17.4
P.Harvin,MIN,1.330769230769231,1.6923076923076923,13.307692307692308,5.6230769230769235,10.79,0,173.0,0.0,17.3
T.Romo,DAL,1.0562499999999997,2.375,6.8125,8.809375000000001,5.609374999999998,1,109.0,1.0,16.9
J.Freeman,TB,1.64,3.2,16.2,12.131000000000002,17.2,0,164.0,0.0,16.400000000000002
B.Quinn,CLE,1.7555555555555555,2.3333333333333335,10.88888888888889,8.952222222222224,9.375555555555556,1,98.0,1.0,15.8
K.Darby,LA,1.52,2.7,15.2,11.386,15.644,0,152.0,0.0,15.200000000000001
L.Hilliard,MIA,2.1285714285714286,3.2857142857142856,12.714285714285714,11.765714285714285,11.45142857142857,1,89.0,1.0,14.9
D.Brees,NO,1.1461538461538465,2.076923076923077,2.230769230769231,7.588461538461539,1.94,2,29.0,2.0,14.9
J.Johnson,TB,2.96,4.4,29.6,18.381999999999998,35.314,0,148.0,0.0,14.8
M.Hart,IND,2.1142857142857143,5.0,12.571428571428571,23.027142857142856,27.57857142857143,1,88.0,1.0,14.8
J.Kuhn,GB,1.9857142857142855,1.2857142857142858,2.7142857142857144,5.554285714285713,2.754285714285714,2,19.0,2.0,13.9
K.Boller,LA,2.7199999999999998,2.6,15.2,8.764,12.968,0,76.0,1.0,13.600000000000001
D.Ware,NYG,3.3249999999999997,3.25,18.25,20.314999999999998,33.76,1,73.0,1.0,13.3
A.Brown,DET,1.0916666666666668,2.25,10.916666666666666,8.4025,11.698333333333332,0,131.0,0.0,13.100000000000001
D.Anderson,CLE,1.8285714285714285,1.4285714285714286,1.1428571428571428,4.782857142857142,1.1114285714285714,2,8.0,2.0,12.8
M.Mason,WAS,1.411111111111111,3.5555555555555554,14.11111111111111,15.211111111111112,17.95,0,127.0,0.0,12.700000000000001
E.James,SEA,1.7857142857142858,6.571428571428571,17.857142857142858,24.41857142857143,20.231428571428573,0,125.0,0.0,12.5
L.Polite,MIA,0.8200000000000001,2.466666666666667,8.2,7.979333333333333,6.014666666666667,0,123.0,0.0,12.3
M.Hasselbeck,SEA,0.9153846153846156,2.0,9.153846153846153,8.466923076923077,16.49230769230769,0,119.0,0.0,11.9
M.Moore,PIT,0.9076923076923076,2.6923076923076925,9.076923076923077,10.253846153846153,9.141538461538461,0,118.0,0.0,11.8
T.Owens,BUF,1.9000000000000001,1.0,9.0,3.6649999999999996,6.371666666666666,1,54.0,1.0,11.4
B.Green-Ellis,NE,1.8999999999999997,4.333333333333333,19.0,15.829999999999998,14.521666666666667,0,114.0,0.0,11.4
P.Hillis,DEN,1.8999999999999997,2.1666666666666665,9.0,6.081666666666667,4.251666666666666,1,54.0,1.0,11.4
B.Hoover,CAR,1.8666666666666665,3.3333333333333335,8.666666666666666,8.425,3.956666666666667,1,52.0,1.0,11.2
M.Ryan,ATL,0.9083333333333335,2.5,4.083333333333333,9.06,3.2550000000000003,1,49.0,1.0,10.9
B.Gradkowski,LV,1.7999999999999998,3.0,18.0,12.428333333333333,16.97,0,108.0,0.0,10.8
T.Edwards,BUF,2.12,2.8,21.2,11.01,17.095999999999997,0,106.0,0.0,10.600000000000001
E.Buckley,PHI,1.7333333333333334,2.5,7.333333333333333,10.12,6.746666666666666,1,44.0,1.0,10.4
