PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Antonio Brown (TB),WR,193,12.06,70.47,3,0.19,16,382.2,23.9
Julio Jones (TEN),WR,203,12.69,67.0,0,0.0,16,375.1,23.4
Brandon Marshall (FA),WR,173,10.81,63.01,0,0.0,16,339.2,21.2
DeAndre Hopkins (ARI),WR,192,12.0,57.81,0,0.0,16,331.1,20.7
Odell Beckham Jr. (LAR),WR,158,10.53,60.76,1,0.07,15,319.3,21.3
Allen Robinson II (CHI),WR,151,9.44,52.98,0,0.0,16,304.0,19.0
Larry Fitzgerald (FA),WR,145,9.06,75.17,0,0.0,16,280.5,17.5
A.J. Green (ARI),WR,132,8.25,65.15,0,0.0,16,273.7,17.1
Jarvis Landry (CLE),WR,166,10.38,66.27,18,1.12,16,270.4,16.9
Doug Baldwin (FA),WR,103,6.44,75.73,0,0.0,16,268.9,16.8
Demaryius Thomas (FA),WR,177,11.06,59.32,0,0.0,16,267.4,16.7
Calvin Johnson (FA),WR,149,9.31,59.06,0,0.0,16,261.4,16.3
Brandin Cooks (HOU),WR,129,8.06,65.12,8,0.5,16,253.6,15.9
Eric Decker (FA),WR,132,8.8,60.61,0,0.0,15,252.7,16.8
Jeremy Maclin (FA),WR,124,8.27,70.16,3,0.2,15,242.9,16.2
Michael Crabtree (FA),WR,146,9.12,58.22,0,0.0,16,231.2,14.5
Jordan Matthews (SF),WR,128,8.0,66.41,0,0.0,16,230.7,14.4
Allen Hurns (MIA),WR,105,7.0,60.95,0,0.0,15,225.0,15.0
Emmanuel Sanders (BUF),WR,137,9.13,55.47,3,0.2,15,224.4,15.0
Sammy Watkins (BAL),WR,96,7.38,62.5,1,0.08,13,218.8,16.8
Amari Cooper (DAL),WR,130,8.12,55.38,3,0.19,16,212.7,13.3
T.Y. Hilton (IND),WR,134,8.38,51.49,0,0.0,16,211.4,13.2
Mike Evans (TB),WR,148,9.87,50.0,0,0.0,15,210.8,14.1
Golden Tate (FA),WR,128,8.0,70.31,6,0.38,16,209.4,13.1
Randall Cobb (GB),WR,129,8.06,61.24,13,0.81,16,208.9,13.1
John Brown (JAC),WR,101,6.73,64.36,3,0.2,15,207.5,13.8
Kamar Aiken (FA),WR,127,7.94,59.06,0,0.0,16,197.4,12.3
Tavon Austin (JAC),WR,87,5.44,59.77,52,3.25,16,192.7,12.0
Travis Benjamin (SF),WR,125,7.81,54.4,4,0.25,16,191.8,12.0
James Jones (FA),WR,99,6.19,50.51,0,0.0,16,191.0,11.9
Pierre Garcon (FA),WR,111,6.94,64.86,0,0.0,16,185.7,11.6
Rueben Randle (FA),WR,90,5.62,63.33,0,0.0,16,184.7,11.5
Ted Ginn Jr. (FA),WR,96,6.4,45.83,4,0.27,15,183.9,12.3
Willie Snead IV (CAR),WR,101,6.73,68.32,0,0.0,15,183.0,12.2
