RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
31,Devin Singletary (BUF),156,687,4.4,51,0,2,38,50,269,7.1,0,1,16,143.6,9.0,89.1%,RB,206,12.875
32,Jeff Wilson Jr. (SF),126,600,4.8,34,0,7,13,28,133,10.2,3,2,12,142.3,11.9,56.1%,RB,154,12.833333333333334
33,Wayne Gallman Jr. (MIN),147,682,4.6,60,0,6,21,27,114,5.4,0,0,15,136.6,9.1,1.0%,RB,174,11.6
34,Latavius Murray (BAL),146,656,4.5,36,0,4,23,26,176,7.7,1,0,15,136.2,9.1,22.2%,RB,172,11.466666666666667
35,Leonard Fournette (TB),97,367,3.8,46,0,6,36,47,233,6.5,0,0,13,132.0,10.2,74.8%,RB,144,11.076923076923077
36,Darrell Henderson Jr. (LAR),138,624,4.5,40,0,5,16,24,159,9.9,1,0,15,130.3,8.7,76.0%,RB,162,10.8
37,Gus Edwards (BAL),144,723,5.0,36,0,6,9,13,129,14.3,0,1,16,128.2,8.0,9.6%,RB,157,9.8125
38,Jamaal Williams (DET),119,505,4.2,25,0,2,31,35,236,7.6,1,0,14,127.1,9.1,58.2%,RB,154,11.0
39,Jerick McKinnon (KC),81,319,3.9,55,0,5,33,46,253,7.7,1,0,16,126.2,7.9,0.8%,RB,127,7.9375
40,Adrian Peterson (SEA),156,604,3.9,38,0,7,12,18,101,8.4,0,0,16,124.5,7.8,4.9%,RB,174,10.875
41,Tony Pollard (DAL),101,435,4.3,42,0,4,28,40,193,6.9,1,0,16,120.8,7.6,75.3%,RB,141,8.8125
42,James White (NE),35,121,3.5,10,0,2,49,62,375,7.7,1,0,14,116.6,8.3,7.9%,RB,97,6.928571428571429
43,Malcolm Brown (MIA),101,419,4.1,19,0,5,23,33,162,7.0,0,1,16,109.1,6.8,3.6%,RB,134,8.375
44,Rex Burkhead (HOU),67,274,4.1,18,0,3,25,33,192,7.7,3,0,10,107.6,10.8,31.5%,RB,100,10.0
45,Cam Akers (LAR),145,625,4.3,61,0,2,11,14,123,11.2,1,1,12,101.8,8.5,13.8%,RB,159,13.25
46,Zack Moss (BUF),112,481,4.3,31,0,4,14,18,95,6.8,1,0,13,101.6,7.8,36.8%,RB,130,10.0
47,Frank Gore (FA),187,653,3.5,17,0,2,16,19,89,5.6,0,1,15,100.2,6.7,12.2%,RB,206,13.733333333333333
48,Raheem Mostert (SF),104,521,5.0,80,0,2,16,19,156,9.8,1,1,8,99.7,12.5,13.0%,RB,123,15.375
49,Joe Mixon (CIN),119,428,3.6,34,0,3,21,26,138,6.6,1,1,6,99.6,16.6,98.1%,RB,145,24.166666666666668
50,Boston Scott (PHI),80,374,4.7,56,0,1,25,36,212,8.5,1,0,16,95.6,6.0,27.7%,RB,116,7.25
51,Brian Hill (SF),100,465,4.7,62,0,1,25,30,199,8.0,0,1,16,95.4,6.0,0.1%,RB,130,8.125
52,Kalen Ballage (PIT),91,303,3.3,17,0,3,29,37,166,5.7,0,0,11,93.9,8.5,0.1%,RB,128,11.636363636363637
53,Damien Harris (NE),137,691,5.0,41,0,2,5,7,52,10.4,0,0,10,91.3,9.1,89.8%,RB,144,14.4
54,Christian McCaffrey (CAR),59,225,3.8,15,0,5,17,19,149,8.8,1,0,3,90.3,30.1,47.2%,RB,78,26.0
55,Alexander Mattison (MIN),96,434,4.5,25,0,2,13,15,125,9.6,1,0,13,86.9,6.7,75.0%,RB,111,8.538461538461538
56,Devontae Booker (NYG),93,423,4.5,43,0,3,17,21,84,4.9,0,0,16,85.7,5.4,23.3%,RB,114,7.125
57,Carlos Hyde (JAC),81,356,4.4,50,0,4,16,20,93,5.8,0,0,10,84.9,8.5,6.9%,RB,101,10.1
58,Duke Johnson Jr. (MIA),77,235,3.1,23,0,1,28,35,249,8.9,1,2,11,84.4,7.7,7.4%,RB,112,10.181818181818182
59,Kyle Juszczyk (SF),17,64,3.8,10,0,2,19,29,202,10.6,4,0,16,81.6,5.1,1.0%,RB,46,2.875
60,Joshua Kelley (LAC),111,354,3.2,33,0,2,23,23,148,6.4,0,2,14,81.2,5.8,1.1%,RB,134,9.571428571428571
61,Sony Michel (LAR),79,449,5.7,48,0,1,7,9,114,16.3,1,0,9,75.3,8.4,89.4%,RB,88,9.777777777777779
62,Benny Snell Jr. (PIT),111,368,3.3,30,0,4,10,14,61,6.1,0,1,16,74.9,4.7,0.9%,RB,125,7.8125
63,Le'Veon Bell (FA),82,328,4.0,16,0,2,16,20,138,8.6,0,0,11,74.6,6.8,5.4%,RB,102,9.272727272727273
64,Kerryon Johnson (FA),52,181,3.5,14,0,2,19,26,187,9.8,1,1,16,71.8,4.5,0.1%,RB,78,4.875
65,Salvon Ahmed (MIA),75,319,4.3,31,0,3,11,14,61,5.5,0,0,6,69.0,11.5,1.6%,RB,89,14.833333333333334
66,Phillip Lindsay (MIA),118,502,4.3,55,0,1,7,14,28,4.0,0,0,11,66.0,6.0,9.0%,RB,132,12.0
67,Samaje Perine (CIN),63,301,4.8,46,0,3,11,12,66,6.0,0,0,16,65.7,4.1,15.2%,RB,75,4.6875
68,Justin Jackson (LAC),59,270,4.6,36,0,0,19,24,173,9.1,0,0,9,65.3,7.3,42.5%,RB,83,9.222222222222221
69,Ty Johnson (NYJ),54,254,4.7,34,0,1,16,21,99,6.2,1,0,13,63.3,4.9,15.8%,RB,75,5.769230769230769
70,Jordan Wilkins (FA),84,308,3.7,22,0,1,12,16,105,8.8,0,0,15,61.3,4.1,0.0%,RB,100,6.666666666666667
71,Ito Smith (DAL),63,268,4.3,24,0,1,17,26,75,4.4,0,0,14,57.3,4.1,0.0%,RB,89,6.357142857142857
72,Dion Lewis (FA),29,115,4.0,19,0,2,19,30,127,6.7,1,2,16,57.2,3.6,2.0%,RB,59,3.6875
73,DeeJay Dallas (SEA),34,108,3.2,13,0,2,17,20,111,6.5,1,0,12,56.9,4.7,2.3%,RB,54,4.5
74,Peyton Barber (LV),94,258,2.7,15,0,4,4,7,12,3.0,0,0,16,55.0,3.4,1.2%,RB,101,6.3125
75,Darrel Williams (KC),39,169,4.3,13,0,1,18,26,116,6.4,0,0,16,54.5,3.4,79.6%,RB,65,4.0625
76,Mark Ingram II (NO),72,299,4.2,30,0,2,6,8,50,8.3,0,0,11,52.9,4.8,39.1%,RB,80,7.2727272727272725
77,La'Mical Perine (NYJ),64,232,3.6,20,0,2,11,15,63,5.7,0,0,10,52.5,5.3,0.2%,RB,79,7.9
78,Jalen Richard (LV),22,123,5.6,20,0,1,19,23,138,7.3,0,0,13,51.1,3.9,0.7%,RB,45,3.4615384615384617
79,Jeremy McNichols (FA),47,204,4.3,20,0,1,12,17,55,4.6,0,0,16,43.9,2.7,7.6%,RB,64,4.0
80,Chris Thompson (FA),7,20,2.9,5,0,0,20,23,146,7.3,1,0,8,42.6,5.3,0.0%,RB,30,3.75
81,Matt Breida (BUF),59,254,4.3,24,0,0,9,10,96,10.7,0,1,12,42.0,3.5,8.2%,RB,69,5.75
82,Alfred Morris (NYG),55,238,4.3,20,0,1,3,4,19,6.3,1,0,9,40.7,4.5,0.0%,RB,59,6.555555555555555
83,AJ Dillon (GB),46,242,5.3,30,0,2,2,2,21,10.5,0,0,11,40.3,3.7,87.4%,RB,48,4.363636363636363
84,Royce Freeman (HOU),35,170,4.9,23,0,0,12,13,81,6.8,0,0,16,37.1,2.3,5.2%,RB,48,3.0
85,Josh Adams (NO),29,157,5.4,25,0,2,6,8,29,4.8,0,0,8,36.6,4.6,0.0%,RB,37,4.625
86,Rodney Smith (FA),41,156,3.8,13,0,1,9,11,59,6.6,0,0,7,36.5,5.2,0.1%,RB,52,7.428571428571429
87,Devonta Freeman (BAL),54,172,3.2,14,0,1,7,10,58,8.3,0,0,5,36.0,7.2,74.2%,RB,64,12.8
88,Darwin Thompson (KC),27,97,3.6,14,0,1,7,11,65,9.3,1,1,13,33.2,2.6,0.0%,RB,38,2.923076923076923
89,Travis Homer (SEA),25,88,3.5,12,0,0,9,10,90,10.0,1,0,9,32.8,3.6,0.3%,RB,35,3.888888888888889
90,JaMycal Hasty (SF),39,148,3.8,20,0,1,7,8,33,4.7,0,0,8,31.1,3.9,4.2%,RB,47,5.875
91,Jordan Howard (PHI),35,60,1.7,11,0,4,1,1,-3,-3.0,0,0,7,30.7,4.4,18.7%,RB,36,5.142857142857143
92,Ameer Abdullah (CAR),8,42,5.3,13,0,0,8,9,58,7.3,2,0,16,30.0,1.9,10.4%,RB,17,1.0625
93,Dare Ogunbowale (JAC),32,145,4.5,25,0,0,10,20,54,5.4,0,0,14,29.9,2.1,31.1%,RB,52,3.7142857142857144
94,Alec Ingold (LV),3,4,1.3,3,0,0,12,17,110,9.2,1,0,16,29.4,1.8,0.1%,RB,20,1.25
95,LeSean McCoy (FA),10,31,3.1,14,0,0,15,19,101,6.7,0,0,10,28.2,2.8,2.0%,RB,29,2.9
96,Tyler Ervin (FA),13,67,5.2,21,0,0,11,15,84,7.6,0,0,8,26.1,3.3,0.0%,RB,28,3.5
97,C.J. Ham (MIN),5,18,3.6,10,0,0,8,14,97,12.1,1,0,15,25.5,1.7,0.1%,RB,19,1.2666666666666666
98,Ke'Shawn Vaughn (TB),26,109,4.2,19,0,0,5,10,34,6.8,1,1,10,23.3,2.3,7.8%,RB,36,3.6
99,Anthony McFarland Jr. (PIT),33,113,3.4,20,0,0,6,10,54,9.0,0,0,11,22.7,2.1,0.2%,RB,43,3.909090909090909
100,Patrick Laird (MIA),13,72,5.5,17,0,0,10,12,68,6.8,0,1,16,22.0,1.4,0.0%,RB,25,1.5625
101,Trayveon Williams (CIN),26,157,6.0,55,0,0,5,5,30,6.0,0,1,10,21.7,2.2,0.1%,RB,31,3.1
102,Antonio Williams (NYG),12,63,5.3,18,0,2,1,1,20,20.0,0,0,1,21.3,21.3,0.0%,RB,13,13.0
103,Alex Collins (SEA),18,77,4.3,13,0,2,1,2,4,4.0,0,0,3,21.1,7.0,18.8%,RB,20,6.666666666666667
104,D'Ernest Johnson (CLE),33,166,5.0,28,0,0,3,4,14,4.7,0,0,16,21.0,1.3,18.7%,RB,37,2.3125
105,Corey Clement (DAL),21,75,3.6,7,0,1,5,6,25,5.0,0,0,15,21.0,1.4,0.8%,RB,27,1.8
106,Ryan Nall (CHI),3,0,0.0,0,0,0,8,9,67,8.4,1,0,15,20.7,1.4,0.0%,RB,12,0.8
107,Troymaine Pope (FA),15,76,5.1,26,0,0,8,10,42,5.3,0,0,6,19.8,3.3,0.0%,RB,25,4.166666666666667
108,Keith Smith (ATL),4,7,1.8,3,0,0,11,15,59,5.4,0,0,16,17.6,1.1,0.0%,RB,19,1.1875
109,Tarik Cohen (CHI),14,74,5.3,17,0,0,6,9,41,6.8,0,0,3,17.5,5.8,3.0%,RB,23,7.666666666666667
110,Jakob Johnson (NE),0,0,0.0,0,0,0,8,9,35,4.4,1,0,16,17.5,1.1,0.0%,RB,9,0.5625
111,DeAndre Washington (FA),31,91,2.9,16,0,0,5,10,30,6.0,0,0,4,17.1,4.3,11.0%,RB,41,10.25
112,Patrick Ricard (BAL),1,-1,-1.0,0,0,0,9,12,45,5.0,1,1,15,17.0,1.1,0.1%,RB,13,0.8666666666666667
113,D'Onta Foreman (TEN),22,95,4.3,15,0,0,1,1,5,5.0,1,0,6,17.0,2.8,66.5%,RB,23,3.8333333333333335
114,Reggie Bonnafon (WAS),12,69,5.8,22,0,0,2,2,18,9.0,1,0,2,16.7,8.4,0.0%,RB,14,7.0
115,Jaylen Samuels (ARI),9,28,3.1,6,0,0,9,14,46,5.1,0,0,14,16.4,1.2,0.1%,RB,23,1.6428571428571428
116,T.J. Yeldon (FA),10,70,7.0,34,0,0,1,4,22,22.0,1,0,3,16.2,5.4,0.0%,RB,14,4.666666666666667
117,Darrynton Evans (TEN),14,54,3.9,9,0,0,2,4,27,13.5,1,0,5,16.1,3.2,0.9%,RB,18,3.6
118,Ty Montgomery (NO),19,101,5.3,36,0,0,3,6,27,9.0,0,0,6,15.8,2.6,0.6%,RB,25,4.166666666666667
119,Saquon Barkley (NYG),19,34,1.8,18,0,0,6,9,60,10.0,0,0,2,15.4,7.7,97.6%,RB,28,14.0
120,Mike Boone (DEN),11,59,5.4,19,0,1,2,2,10,5.0,0,0,16,14.9,0.9,1.5%,RB,13,0.8125
121,Devine Ozigbo (NE),1,1,1.0,1,0,0,9,9,42,4.7,0,0,8,13.3,1.7,0.0%,RB,10,1.25
122,Justice Hill (BAL),12,60,5.0,19,0,0,5,5,20,4.0,0,0,12,13.0,1.1,0.1%,RB,17,1.4166666666666667
123,C.J. Prosise (FA),10,19,1.9,7,0,0,5,5,18,3.6,1,1,10,12.7,1.3,0.0%,RB,15,1.5
124,Tevin Coleman (NYJ),28,53,1.9,12,0,0,4,5,34,8.5,0,0,8,12.7,1.6,18.5%,RB,33,4.125
125,J.J. Taylor (NE),23,110,4.8,28,0,0,1,2,4,4.0,0,0,6,12.4,2.1,0.7%,RB,25,4.166666666666667
126,Theo Riddick (FA),6,14,2.3,11,0,0,5,6,43,8.6,0,0,5,10.7,2.1,0.0%,RB,12,2.4
127,Reggie Gilliam (BUF),0,0,0.0,0,0,0,2,2,16,8.0,1,0,14,9.6,0.7,0.0%,RB,2,0.14285714285714285
128,Artavis Pierce (FA),6,34,5.7,23,0,1,0,0,0,0.0,0,0,5,9.4,1.9,0.0%,RB,6,1.2
129,Michael Burton (KC),7,18,2.6,7,0,0,4,4,28,7.0,0,0,15,8.6,0.6,0.1%,RB,11,0.7333333333333333
130,Marlon Mack (IND),4,26,6.5,18,0,0,3,3,30,10.0,0,0,1,8.6,8.6,1.6%,RB,7,7.0
131,Anthony Sherman (FA),3,8,2.7,6,0,0,1,2,5,5.0,1,0,12,8.3,0.7,0.0%,RB,5,0.4166666666666667
132,Jonathan Ward (ARI),0,0,0.0,0,0,0,1,1,11,11.0,1,0,14,8.1,0.6,0.1%,RB,1,0.07142857142857142
133,Trenton Cannon (SF),10,33,3.3,13,0,0,3,3,16,5.3,0,0,14,7.9,0.6,0.1%,RB,13,0.9285714285714286
134,Khari Blasingame (TEN),0,0,0.0,0,0,0,4,5,39,9.8,0,0,15,7.9,0.5,0.0%,RB,5,0.3333333333333333
135,Alex Armah Jr. (WAS),6,9,1.5,3,0,0,5,9,18,3.6,0,0,16,7.7,0.5,0.0%,RB,15,0.9375
136,Buddy Howell (LAR),16,64,4.0,9,0,0,1,2,3,3.0,0,0,14,7.7,0.6,0.0%,RB,18,1.2857142857142858
137,Dontrell Hilliard (TEN),9,48,5.3,19,0,0,1,1,2,2.0,0,0,7,6.0,0.9,27.5%,RB,10,1.4285714285714286
138,Elijhaa Penny (NYG),6,15,2.5,5,0,0,2,3,20,10.0,0,0,14,5.5,0.4,0.1%,RB,9,0.6428571428571429
139,Jonathan Williams (WAS),1,5,5.0,5,0,0,4,4,21,5.3,0,1,5,4.6,0.9,0.6%,RB,5,1.0
140,Austin Walter (NYJ),1,3,3.0,3,0,0,1,1,27,27.0,0,0,4,4.0,1.0,1.4%,RB,2,0.5
141,Andy Janovich (CLE),2,4,2.0,2,0,0,2,5,13,6.5,0,0,14,3.7,0.3,0.1%,RB,7,0.5
142,Rashaad Penny (SEA),11,34,3.1,7,0,0,0,0,0,0.0,0,0,3,3.4,1.1,78.9%,RB,11,3.6666666666666665
143,Bo Scarbrough (LV),6,31,5.2,12,0,0,0,0,0,0.0,0,0,1,3.1,3.1,0.0%,RB,6,6.0
144,Jason Huntley (PHI),5,19,3.8,10,0,0,1,2,0,0.0,0,0,5,2.9,0.6,0.2%,RB,7,1.4
145,Chandler Cox (FA),0,0,0.0,0,0,0,2,2,9,4.5,0,0,8,2.9,0.4,0.0%,RB,2,0.25
146,Scottie Phillips (HOU),2,9,4.5,5,0,0,1,1,7,7.0,0,0,8,2.6,0.3,0.0%,RB,3,0.375
147,Lamar Miller (FA),0,0,0.0,0,0,0,2,2,6,3.0,0,0,1,2.6,2.6,0.0%,RB,2,2.0
148,LeVante Bellamy (FA),4,11,2.8,8,0,0,1,1,5,5.0,0,0,5,2.6,0.5,0.0%,RB,5,1.0
149,Rico Dowdle (DAL),7,24,3.4,7,0,0,0,0,0,0.0,0,0,15,2.4,0.2,0.0%,RB,7,0.4666666666666667
150,D.J. Foster (FA),2,2,1.0,2,0,0,1,1,7,7.0,0,0,10,1.9,0.2,0.0%,RB,3,0.3
151,Gabe Nabers (LAC),2,7,3.5,4,0,0,5,7,25,5.0,2,0,16,1.8,0.1,0.0%,RB,9,0.5625
152,Craig Reynolds (DET),1,4,4.0,4,0,0,1,1,3,3.0,0,0,2,1.7,0.9,12.7%,RB,2,1.0
153,Cullen Gillaspia (NYG),0,0,0.0,0,0,0,1,1,6,6.0,0,0,7,1.6,0.2,0.0%,RB,1,0.14285714285714285
154,Dwayne Washington (NO),8,15,1.9,5,0,0,0,0,0,0.0,0,0,11,1.5,0.1,0.1%,RB,8,0.7272727272727273
155,Tony Jones Jr. (NO),3,13,4.3,6,0,0,0,0,0,0.0,0,0,1,1.3,1.3,2.9%,RB,3,3.0
156,Senorise Perry (FA),2,9,4.5,6,0,0,0,0,0,0.0,0,0,7,0.9,0.1,0.0%,RB,2,0.2857142857142857
157,Dexter Williams (CLE),2,8,4.0,5,0,0,0,0,0,0.0,0,0,3,0.8,0.3,0.0%,RB,2,0.6666666666666666
158,Tony Brooks-James (FA),3,4,1.3,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,RB,3,3.0
159,Qadree Ollison (ATL),1,3,3.0,3,0,0,0,0,0,0.0,0,0,3,0.3,0.1,0.3%,RB,1,0.3333333333333333
160,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
161,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
162,Jermar Jefferson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.7%,RB,0,
163,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
164,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
165,Demetric Felton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,RB,0,
166,Mekhi Sargent (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.5%,RB,0,
167,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%,RB,0,0.0
168,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,RB,0,0.0
169,Malcolm Perry (FA),3,5,1.7,6,0,0,9,13,92,10.2,1,0,9,0.0,0.0,0.0%,RB,16,1.7777777777777777
170,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
171,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
172,Chuba Hubbard (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,58.1%,RB,0,
173,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,23.7%,RB,0,
174,Jason Cabinda (DET),1,0,0.0,0,0,0,2,3,8,4.0,0,0,16,0.0,0.0,0.0%,RB,4,0.25
175,Godwin Igwebuike (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.4%,RB,0,
176,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
177,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
178,Nick Bawden (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
179,Jeremy Cox (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%,RB,0,0.0
180,Derrick Gore (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.0%,RB,0,
181,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
182,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.8%,RB,0,
183,Najee Harris (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%,RB,0,
184,Kylin Hill (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,RB,0,
185,Mike Weber (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
186,Damarea Crockett (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
187,Sutton Smith (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
188,Jordan Scarlett (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
189,Trevon Wesco (NYJ),1,0,0.0,0,0,0,1,2,5,5.0,0,0,12,0.0,0.0,0.0%,RB,3,0.25
190,Ryquell Armstead (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
191,John Lovett (FA),3,6,2.0,4,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%,RB,3,0.375
192,Aca'Cedric Ware (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
193,Andrew Beck (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%,RB,0,0.0
194,Larry Rountree III (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,RB,0,
195,Patrick Taylor Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,RB,0,
196,Adrian Killins Jr. (DEN),1,-12,-12.0,0,0,0,1,1,2,2.0,0,0,1,0.0,0.0,0.0%,RB,2,2.0
197,Raymond Calais (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%,RB,0,0.0
198,Ty'Son Williams (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.2%,RB,0,
199,Xavier Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,13,0.0,0.0,0.3%,RB,0,0.0
200,Dalyn Dawkins (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
201,Eno Benjamin (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,RB,0,
202,Caleb Huntley (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
203,Michael Warren II (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
