Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
E.Elliott,DAL,16.6,21.5,109.75,69.64125,72.08562500000001,15,1756.0,15.0,265.6
L.Blount,NE,12.68421052631579,17.57894736842105,66.84210526315789,59.57736842105263,59.84315789473683,19,1270.0,19.0,241.0
D.Johnson,ARI,13.743750000000002,18.3125,77.4375,75.255,74.135,16,1239.0,16.0,219.9
L.Bell,PIT,14.433333333333335,21.733333333333334,108.33333333333333,81.036,89.46799999999999,9,1625.0,9.0,216.5
L.McCoy,BUF,13.66,15.666666666666666,84.46666666666667,51.81600000000001,50.51133333333333,13,1269.0,13.0,204.9
D.Freeman,ATL,10.636842105263158,14.0,65.3157894736842,54.6457894736842,55.38157894736843,13,1241.0,13.0,202.10000000000002
D.Murray,TEN,11.418750000000003,18.3125,80.4375,62.438750000000006,60.04,9,1287.0,9.0,182.70000000000002
J.Ajayi,MIA,11.15625,17.25,81.5625,66.49375,68.14375,8,1305.0,8.0,178.5
J.Howard,CHI,11.153333333333334,16.8,87.53333333333333,68.71599999999998,75.47266666666665,6,1313.0,6.0,167.3
L.Murray,LV,10.713333333333333,13.8,55.13333333333333,49.45066666666666,49.626,13,827.0,13.0,160.7
M.Gordon,LAC,12.284615384615385,19.53846153846154,76.6923076923077,77.44615384615386,80.01692307692308,10,997.0,10.0,159.7
L.Miller,HOU,9.875000000000002,19.875,76.25,66.73875000000001,62.660624999999996,6,1220.0,6.0,158.0
M.Ingram,NO,9.168750000000001,13.0,65.1875,53.925,59.75125,6,1047.0,7.0,146.7
C.Hyde,SF,10.846153846153848,16.76923076923077,76.0,56.853846153846156,56.354615384615386,6,990.0,7.0,141.0
J.Hill,CIN,9.193333333333333,14.8,55.93333333333333,53.28866666666667,49.52066666666667,9,839.0,9.0,137.9
I.Crowell,CLE,8.575000000000001,12.375,59.5,57.198750000000004,53.12625,7,952.0,7.0,137.2
J.Stewart,CAR,10.492307692307692,16.76923076923077,63.38461538461539,57.02538461538462,56.40923076923077,9,824.0,9.0,136.4
F.Gore,IND,7.90625,16.4375,64.0625,64.71249999999999,63.190625000000004,4,1025.0,4.0,126.5
T.Gurley,LA,7.78125,17.375,55.3125,74.35125000000001,74.22875,6,885.0,6.0,124.5
M.Forte,NYJ,8.807142857142857,15.571428571428571,58.07142857142857,61.48071428571429,54.60142857142857,7,813.0,7.0,123.30000000000001
