Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
A.Peterson,MIN,17.16470588235294,21.823529411764707,129.1764705882353,72.23352941176472,77.61235294117648,12,2198.0,12.0,291.8
A.Foster,HOU,14.855555555555554,22.5,91.88888888888889,71.55111111111111,70.0922222222222,17,1654.0,17.0,267.4
M.Lynch,SEA,14.155555555555559,19.5,98.22222222222223,59.114999999999995,62.08722222222221,13,1768.0,13.0,254.8
A.Morris,WAS,14.547058823529412,20.647058823529413,99.58823529411765,65.01470588235294,61.94294117647058,13,1693.0,13.0,247.3
F.Gore,SF,11.857894736842107,16.894736842105264,80.6842105263158,54.04210526315791,50.80368421052631,12,1533.0,12.0,225.3
S.Ridley,NE,12.194444444444446,17.944444444444443,78.61111111111111,56.586666666666666,58.586666666666666,13,1415.0,13.0,219.5
D.Martin,TB,13.212499999999999,19.9375,90.875,76.1675,76.68624999999999,11,1454.0,11.0,211.4
R.Rice,BAL,10.545,17.05,72.45,61.072500000000005,63.10599999999998,11,1449.0,11.0,210.9
J.Charles,KC,11.30625,17.8125,94.3125,57.18062499999999,61.744375000000005,5,1509.0,5.0,180.9
T.Richardson,CLE,10.733333333333333,17.8,63.333333333333336,73.03999999999999,66.17133333333334,11,950.0,11.0,161.0
C.Spiller,BUF,10.025000000000002,12.9375,77.75,47.903749999999995,55.716874999999995,6,1244.0,6.0,160.4
C.Johnson,TEN,10.01875,17.25,77.6875,74.0925,64.97687499999999,6,1243.0,6.0,160.3
S.Greene,NYJ,9.643750000000002,17.25,66.4375,56.080000000000005,55.774375,8,1063.0,8.0,154.3
M.Turner,ATL,8.488888888888889,13.555555555555555,51.55555555555556,57.592222222222226,54.80555555555556,10,928.0,10.0,152.8
B.Green-Ellis,CIN,9.481250000000001,18.0625,72.3125,68.96187499999999,68.02875,6,1157.0,6.0,151.7
M.Forte,CHI,9.293333333333333,16.533333333333335,72.93333333333334,58.69066666666667,59.86533333333333,5,1094.0,5.0,139.4
R.Griffin,WAS,8.6,7.8125,52.25,24.358125,29.035000000000004,7,836.0,9.0,137.60000000000002
A.Bradshaw,NYG,9.821428571428573,15.785714285714286,72.5,61.714285714285715,61.885000000000005,6,1015.0,6.0,137.5
R.Bush,MIA,8.4125,14.1875,61.625,52.41875000000001,55.880625,6,986.0,6.0,134.60000000000002
M.Leshoure,DET,9.557142857142859,15.357142857142858,57.0,62.91142857142857,56.73571428571428,9,798.0,9.0,133.8
C.Newton,CAR,8.168750000000001,7.9375,46.3125,28.57625,36.869375,8,767.0,9.0,130.7
S.Jackson,LA,8.03125,16.125,65.3125,62.306875000000005,62.596875,4,1045.0,4.0,128.5
C.Kaepernick,SF,7.9937499999999995,5.5,42.4375,17.13375,22.77,8,679.0,10.0,127.9
V.Ballard,IND,6.029411764705883,13.705882352941176,53.23529411764706,49.56058823529412,50.509411764705874,2,905.0,2.0,102.5
D.Williams,CAR,6.39375,10.8125,45.1875,37.1775,28.670624999999998,5,723.0,5.0,102.3
W.McGahee,DEN,9.709999999999999,16.8,73.1,63.279999999999994,74.43900000000001,4,731.0,4.0,97.10000000000001
L.McCoy,PHI,8.000000000000002,16.666666666666668,70.0,61.7175,58.45333333333334,2,840.0,2.0,96.0
R.Wilson,SEA,5.08888888888889,6.055555555555555,34.22222222222222,18.197777777777777,21.43388888888889,5,616.0,5.0,91.6
D.Murray,DAL,9.03,16.1,66.3,74.322,82.566,4,663.0,4.0,90.3
M.Ingram,NO,5.6375,9.75,37.625,40.97250000000001,36.4075,5,602.0,5.0,90.2
A.Brown,NYG,10.837500000000002,9.25,48.125,36.86625,45.097500000000004,8,387.0,8.0,86.7
B.Brown,PHI,5.4,7.1875,35.25,30.81,27.2275,4,564.0,5.0,86.4
D.McFadden,LV,6.891666666666668,18.0,58.916666666666664,75.4275,72.26250000000002,2,707.0,2.0,82.7
K.Moreno,DEN,8.855555555555556,16.444444444444443,61.888888888888886,48.66777777777778,50.40444444444445,4,557.0,4.0,79.7
B.Pierce,BAL,4.178947368421053,7.7368421052631575,38.63157894736842,24.52894736842105,28.85315789473684,1,734.0,1.0,79.4
R.Mathews,LAC,6.391666666666668,15.333333333333334,58.916666666666664,63.18416666666667,63.34833333333333,1,707.0,1.0,76.7
J.Dwyer,PIT,5.715384615384616,12.0,47.92307692307692,47.308461538461536,47.203076923076914,2,623.0,2.0,74.30000000000001
M.Bush,CHI,5.46923076923077,8.76923076923077,31.615384615384617,28.49923076923077,27.40692307692308,5,411.0,5.0,71.1
B.Powell,NYJ,4.8357142857142845,7.857142857142857,31.214285714285715,24.484285714285715,25.86642857142857,4,437.0,4.0,67.7
F.Jackson,BUF,6.17,11.5,43.7,42.715999999999994,30.428999999999995,3,437.0,3.0,61.7
M.Tolbert,CAR,4.02,3.6,12.2,12.110666666666665,10.238000000000001,7,183.0,7.0,60.3
D.Wilson,NYG,4.6000000000000005,5.461538461538462,27.53846153846154,20.39846153846154,20.478461538461538,4,358.0,4.0,59.800000000000004
L.Stephens-Howling,ARI,4.257142857142858,7.857142857142857,25.428571428571427,37.04857142857143,33.68071428571429,4,356.0,4.0,59.6
C.Wells,ARI,7.425000000000001,11.0,29.25,45.59875,38.2225,5,234.0,6.0,59.400000000000006
J.Bell,DET,3.7125,5.125,25.875,19.543125,22.319999999999997,3,414.0,3.0,59.400000000000006
A.Luck,IND,3.4705882352941173,3.8823529411764706,17.058823529411764,13.645294117647058,15.412352941176474,5,290.0,5.0,59.0
F.Jones,DAL,4.1571428571428575,7.928571428571429,28.714285714285715,34.47785714285714,38.06285714285715,3,402.0,3.0,58.2
D.Thomas,MIA,4.708333333333333,7.583333333333333,27.083333333333332,27.18249999999999,27.37333333333333,4,325.0,4.0,56.5
