PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Antonio Brown (TB),WR,163,11.64,61.96,0,0.0,14,310.3,22.2
DeAndre Hopkins (ARI),WR,174,11.6,55.17,0,0.0,15,309.8,20.7
Keenan Allen (LAC),WR,159,9.94,64.15,2,0.12,16,284.2,17.8
Larry Fitzgerald (FA),WR,161,10.06,67.7,0,0.0,16,261.4,16.3
Jarvis Landry (CLE),WR,161,10.06,69.57,1,0.06,16,260.0,16.3
Michael Thomas (NO),WR,149,9.31,69.8,0,0.0,16,258.5,16.2
Julio Jones (TEN),WR,148,9.25,59.46,1,0.06,16,251.9,15.7
Adam Thielen (MIN),WR,142,8.88,64.08,1,0.06,16,239.8,15.0
Tyreek Hill (KC),WR,105,7.0,71.43,17,1.13,15,239.2,15.9
A.J. Green (ARI),WR,143,8.94,52.45,0,0.0,16,226.8,14.2
Doug Baldwin (FA),WR,116,7.25,64.66,2,0.12,16,225.3,14.1
Marvin Jones Jr. (JAC),WR,107,6.69,57.01,0,0.0,16,225.1,14.1
Golden Tate (FA),WR,120,7.5,76.67,5,0.31,16,224.5,14.0
Davante Adams (GB),WR,117,8.36,63.25,0,0.0,14,222.5,15.9
Brandin Cooks (HOU),WR,114,7.12,57.02,9,0.56,16,221.2,13.8
Demaryius Thomas (FA),WR,140,8.75,59.29,0,0.0,16,205.9,12.9
Mike Evans (TB),WR,136,9.07,52.21,0,0.0,15,203.1,13.5
Robby Anderson (CAR),WR,114,7.12,55.26,3,0.19,16,200.0,12.5
Stefon Diggs (BUF),WR,95,6.79,67.37,8,0.57,14,198.2,14.2
Alshon Jeffery (FA),WR,120,7.5,47.5,0,0.0,16,195.9,12.2
Devin Funchess (FA),WR,111,6.94,56.76,0,0.0,16,195.0,12.2
Nelson Agholor (NE),WR,95,5.94,65.26,1,0.06,16,193.5,12.1
JuJu Smith-Schuster (PIT),WR,79,5.64,73.42,0,0.0,14,191.7,13.7
Dez Bryant (FA),WR,132,8.25,52.27,1,0.06,16,186.5,11.7
Cooper Kupp (LAR),WR,94,6.27,65.96,0,0.0,15,176.9,11.8
Jermaine Kearse (FA),WR,102,6.38,63.73,0,0.0,16,176.0,11.0
T.Y. Hilton (IND),WR,109,6.81,52.29,0,0.0,16,175.6,11.0
Kenny Stills (NO),WR,105,6.56,55.24,0,0.0,16,174.7,10.9
Mohamed Sanu Sr. (SF),WR,96,6.4,69.79,4,0.27,15,174.3,11.6
Michael Crabtree (FA),WR,101,7.21,57.43,0,0.0,14,171.8,12.3
Marquise Goodwin (CHI),WR,105,6.56,53.33,4,0.25,16,168.6,10.5
Robert Woods (LAR),WR,85,7.08,65.88,2,0.17,12,163.3,13.6
Jamison Crowder (NYJ),WR,103,6.87,64.08,7,0.47,15,160.3,10.7
Ted Ginn Jr. (FA),WR,70,4.67,75.71,10,0.67,15,159.6,10.6
Randall Cobb (GB),WR,92,6.13,71.74,9,0.6,15,159.4,10.6
Amari Cooper (DAL),WR,96,6.86,50.0,1,0.07,14,158.4,11.3
Rishard Matthews (FA),WR,87,6.21,60.92,1,0.07,14,156.2,11.2
Mike Wallace (FA),WR,92,6.13,56.52,1,0.07,15,151.2,10.1
Paul Richardson Jr. (FA),WR,80,5.0,55.0,0,0.0,16,150.3,9.4
Marqise Lee (FA),WR,96,6.86,58.33,1,0.07,14,147.9,10.6
Sammy Watkins (BAL),WR,70,4.67,55.71,0,0.0,15,146.3,9.8
Sterling Shepard (NYG),WR,84,7.64,70.24,4,0.36,11,144.5,13.1
Danny Amendola (HOU),WR,86,5.73,70.93,0,0.0,15,138.9,9.3
DeSean Jackson (LV),WR,90,6.43,55.56,3,0.21,14,138.6,9.9
Tyrell Williams (FA),WR,69,4.31,62.32,0,0.0,16,137.8,8.6
Jordy Nelson (FA),WR,88,5.87,60.23,0,0.0,15,137.2,9.1
Kelvin Benjamin (FA),WR,78,5.57,61.54,0,0.0,14,135.2,9.7
Keelan Cole Sr. (NYJ),WR,83,5.19,50.6,0,0.0,16,132.8,8.3
Martavis Bryant (FA),WR,84,5.6,59.52,6,0.4,15,132.5,8.8
DeVante Parker (MIA),WR,96,7.38,59.38,0,0.0,13,130.0,10.0
Adam Humphries (WAS),WR,83,5.19,73.49,1,0.06,16,128.7,8.0
Kendall Wright (FA),WR,91,5.69,64.84,0,0.0,16,126.4,7.9
Ryan Grant (FA),WR,65,4.06,69.23,0,0.0,16,126.3,7.9
Brandon LaFell (FA),WR,89,5.56,58.43,0,0.0,16,124.8,7.8
Travis Benjamin (SF),WR,65,4.06,52.31,13,0.81,16,124.3,7.8
Josh Doctson (FA),WR,78,4.88,44.87,1,0.06,16,119.8,7.5
Tyler Lockett (SEA),WR,71,4.44,63.38,10,0.62,16,118.3,7.4
Eric Decker (FA),WR,83,5.19,65.06,0,0.0,16,116.3,7.3
Albert Wilson (MIA),WR,62,4.77,67.74,3,0.23,13,116.0,8.9
Emmanuel Sanders (BUF),WR,92,7.67,51.09,0,0.0,12,114.5,9.5
Will Fuller V (MIA),WR,50,5.0,56.0,2,0.2,10,113.2,11.3
Terrance Williams (FA),WR,78,4.88,67.95,2,0.12,16,111.3,7.0
Chris Hogan (FA),WR,59,6.56,57.63,3,0.33,9,109.6,12.2
Deonte Thompson (FA),WR,69,4.31,55.07,2,0.12,16,105.0,6.6
Jaron Brown (ARI),WR,69,4.31,44.93,0,0.0,16,102.7,6.4
Jeremy Maclin (FA),WR,72,6.0,55.56,0,0.0,12,102.0,8.5
Allen Hurns (MIA),WR,56,5.6,69.64,0,0.0,10,99.4,9.9
Trent Taylor (CIN),WR,60,4.0,71.67,0,0.0,15,96.0,6.4
Kenny Golladay (NYG),WR,48,4.36,58.33,1,0.09,11,94.6,8.6
J.J. Nelson (IND),WR,61,3.81,47.54,3,0.19,16,93.1,5.8
Chris Godwin (TB),WR,55,3.44,61.82,0,0.0,16,92.5,5.8
Cole Beasley (BUF),WR,63,4.2,57.14,0,0.0,15,91.4,6.1
