Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
A.Peterson,MIN,12.882352941176473,20.58823529411765,90.0,69.62352941176471,66.9335294117647,11,1530.0,11.0,219.0
J.Stewart,CAR,11.668750000000001,18.25,75.4375,52.871874999999996,53.284375000000004,9,1207.0,11.0,186.7
D.Freeman,ATL,11.84,17.666666666666668,70.4,67.78,69.61333333333332,11,1056.0,12.0,177.60000000000002
D.Martin,TB,11.012500000000001,18.0,87.625,63.1575,63.85937500000001,6,1402.0,6.0,176.20000000000002
T.Gurley,LA,13.123076923076924,17.692307692307693,85.07692307692308,62.892307692307696,61.46923076923077,10,1106.0,10.0,170.60000000000002
De.Williams,PIT,9.79375,12.5,56.6875,52.839999999999996,56.57999999999999,11,907.0,11.0,156.7
J.Hill,CIN,9.21176470588235,13.941176470588236,49.64705882352941,48.15352941176471,43.93705882352941,12,846.0,12.0,156.60000000000002
C.Ivory,NYJ,9.933333333333334,16.466666666666665,71.33333333333333,56.205999999999996,57.58666666666666,7,1070.0,7.0,149.0
C.Newton,CAR,7.636842105263158,8.368421052631579,38.473684210526315,25.340526315789468,27.019473684210528,12,731.0,12.0,145.10000000000002
L.Murray,LV,8.912500000000001,16.625,66.625,71.465625,72.43375000000002,6,1066.0,6.0,142.60000000000002
C.Anderson,DEN,7.633333333333334,11.444444444444445,53.0,43.263888888888886,50.15277777777777,7,954.0,7.0,137.4
L.Miller,MIA,8.450000000000001,12.125,54.5,56.93374999999999,53.93062499999999,8,872.0,8.0,135.2
R.Hillman,DEN,7.036842105263159,12.578947368421053,48.26315789473684,47.28210526315789,43.10105263157896,7,917.0,7.0,133.7
F.Gore,IND,8.29375,16.25,60.4375,65.70625,69.309375,6,967.0,6.0,132.7
D.McFadden,DAL,7.931250000000001,14.9375,68.0625,58.201250000000016,54.921875,3,1089.0,3.0,126.9
D.Johnson,ARI,7.6000000000000005,9.6875,42.25,38.401250000000005,42.67,9,676.0,9.0,121.60000000000001
E.Lacy,GB,6.764705882352941,12.411764705882353,53.529411764705884,43.37117647058824,40.63882352941177,4,910.0,4.0,115.0
M.Forte,CHI,8.753846153846155,16.76923076923077,69.07692307692308,58.1623076923077,60.98615384615385,4,898.0,4.0,113.80000000000001
M.Ingram,NO,9.425,13.916666666666666,64.08333333333333,60.54,69.56833333333333,6,771.0,6.0,113.10000000000001
L.McCoy,BUF,8.975000000000001,17.0,74.58333333333333,55.1,51.1275,3,897.0,3.0,107.7
T.Rawls,SEA,8.916666666666668,12.333333333333334,69.16666666666667,37.619166666666665,42.099999999999994,4,830.0,4.0,107.0
L.Blount,NE,8.858333333333334,13.75,58.583333333333336,55.25333333333334,56.14166666666667,6,703.0,6.0,106.3
D.Murray,PHI,7.080000000000001,12.866666666666667,46.8,47.14666666666667,41.26733333333333,6,702.0,6.0,106.2
