PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Davante Adams (GB),WR,149,10.64,77.18,0,0.0,14,358.4,25.6
Tyreek Hill (KC),WR,135,9.0,64.44,13,0.87,15,328.9,21.9
Stefon Diggs (BUF),WR,166,10.38,76.51,1,0.06,16,328.6,20.5
DeAndre Hopkins (ARI),WR,160,10.0,71.88,1,0.06,16,287.8,18.0
Calvin Ridley (ATL),WR,143,9.53,62.94,5,0.33,15,281.5,18.8
Justin Jefferson (MIN),WR,125,7.81,70.4,1,0.06,16,274.2,17.1
D.K. Metcalf (SEA),WR,129,8.06,64.34,0,0.0,16,271.3,17.0
Tyler Lockett (SEA),WR,132,8.25,75.76,0,0.0,16,265.4,16.6
Allen Robinson II (CHI),WR,151,9.44,67.55,1,0.06,16,262.9,16.4
Adam Thielen (MIN),WR,108,7.2,68.52,3,0.2,15,254.0,16.9
Mike Evans (TB),WR,109,6.81,64.22,0,0.0,16,248.6,15.5
A.J. Brown (TEN),WR,106,7.57,66.04,0,0.0,14,247.5,17.7
Keenan Allen (LAC),WR,147,10.5,68.03,1,0.07,14,245.1,17.5
Robert Woods (LAR),WR,129,8.06,69.77,24,1.5,16,245.1,15.3
Amari Cooper (DAL),WR,130,8.12,70.77,6,0.38,16,236.8,14.8
JuJu Smith-Schuster (PIT),WR,128,8.0,75.78,0,0.0,16,234.1,14.6
Brandin Cooks (HOU),WR,119,7.93,68.07,0,0.0,15,232.0,15.5
Marvin Jones Jr. (JAC),WR,115,7.19,66.09,0,0.0,16,227.8,14.2
Robby Anderson (CAR),WR,136,8.5,69.85,4,0.25,16,224.2,14.0
Terry McLaurin (WAS),WR,134,8.93,64.93,2,0.13,15,223.8,14.9
Diontae Johnson (PIT),WR,144,9.6,61.11,3,0.2,15,221.8,14.8
CeeDee Lamb (DAL),WR,111,6.94,66.67,10,0.62,16,217.7,13.6
Chase Claypool (PIT),WR,109,6.81,56.88,10,0.62,16,214.9,13.4
Curtis Samuel (WAS),WR,97,6.47,79.38,41,2.73,15,212.1,14.1
DJ Moore (CAR),WR,118,7.87,55.93,2,0.13,15,211.5,14.1
Cooper Kupp (LAR),WR,124,8.27,74.19,4,0.27,15,208.7,13.9
Cole Beasley (BUF),WR,107,7.13,76.64,0,0.0,15,207.5,13.8
Tee Higgins (CIN),WR,108,6.75,62.04,5,0.31,16,194.6,12.2
Tyler Boyd (CIN),WR,110,7.33,71.82,5,0.33,15,192.6,12.8
Corey Davis (NYJ),WR,92,6.57,70.65,0,0.0,14,191.4,13.7
Chris Godwin (TB),WR,84,7.0,77.38,0,0.0,12,191.0,15.9
Will Fuller V (MIA),WR,75,6.82,70.67,1,0.09,11,188.9,17.2
Jarvis Landry (CLE),WR,101,6.73,71.29,4,0.27,15,188.0,12.5
Nelson Agholor (NE),WR,82,5.12,58.54,0,0.0,16,185.6,11.6
Brandon Aiyuk (SF),WR,96,8.0,62.5,6,0.5,12,184.5,15.4
Marquise Brown (BAL),WR,100,6.25,58.0,1,0.06,16,183.0,11.4
Russell Gage (ATL),WR,109,6.81,66.06,2,0.12,16,181.1,11.3
Michael Gallup (DAL),WR,105,6.56,56.19,0,0.0,16,173.3,10.8
Jamison Crowder (NYJ),WR,89,7.42,66.29,1,0.08,12,172.0,14.3
DeVante Parker (MIA),WR,103,7.36,61.17,0,0.0,14,166.3,11.9
Emmanuel Sanders (BUF),WR,82,5.86,74.39,1,0.07,14,164.8,11.8
T.Y. Hilton (IND),WR,93,6.2,60.22,0,0.0,15,164.2,10.9
Sterling Shepard (NYG),WR,90,7.5,73.33,6,0.5,12,162.5,13.5
Tim Patrick (DEN),WR,79,5.27,64.56,0,0.0,15,161.2,10.7
Jerry Jeudy (DEN),WR,113,7.06,46.02,0,0.0,16,157.6,9.9
Laviska Shenault Jr. (JAC),WR,79,5.64,73.42,18,1.29,14,157.1,11.2
Keelan Cole Sr. (NYJ),WR,88,5.5,62.5,1,0.06,16,155.4,9.7
Mike Williams (LAC),WR,85,5.67,56.47,1,0.07,15,153.7,10.2
D.J. Chark Jr. (JAC),WR,93,7.15,56.99,0,0.0,13,153.6,11.8
Darnell Mooney (CHI),WR,98,6.12,62.24,4,0.25,16,152.1,9.5
Christian Kirk (ARI),WR,79,5.64,60.76,2,0.14,14,146.4,10.5
Julio Jones (TEN),WR,68,7.56,75.0,0,0.0,9,146.1,16.2
Jakobi Meyers (NE),WR,81,5.79,72.84,2,0.14,14,142.6,10.2
Darius Slayton (NYG),WR,96,6.0,52.08,2,0.12,16,141.0,8.8
Marquez Valdes-Scantling (GB),WR,63,3.94,52.38,4,0.25,16,137.3,8.6
Gabriel Davis (BUF),WR,62,3.88,56.45,1,0.06,16,136.9,8.6
Zach Pascal (IND),WR,71,4.44,61.97,0,0.0,16,136.9,8.6
Greg Ward (PHI),WR,79,4.94,67.09,2,0.12,16,133.1,8.3
Hunter Renfrow (LV),WR,77,4.81,72.73,0,0.0,16,131.6,8.2
Kendrick Bourne (NE),WR,74,4.93,66.22,0,0.0,15,129.7,8.6
Mecole Hardman (KC),WR,62,3.88,66.13,4,0.25,16,128.1,8.0
Josh Reynolds (DET),WR,81,5.06,64.2,1,0.06,16,124.3,7.8
Rashard Higgins (CLE),WR,52,4.0,71.15,0,0.0,13,120.9,9.3
David Moore (FA),WR,47,2.94,74.47,8,0.5,16,118.8,7.4
Antonio Brown (FA),WR,62,7.75,72.58,2,0.25,8,117.1,14.6
Travis Fulgham (DEN),WR,67,5.15,56.72,0,0.0,13,115.9,8.9
Damiere Byrd (CHI),WR,77,4.81,61.04,2,0.12,16,114.9,7.2
A.J. Green (ARI),WR,104,6.5,45.19,0,0.0,16,111.3,7.0
Anthony Miller (PIT),WR,76,4.75,64.47,2,0.12,16,108.7,6.8
Demarcus Robinson (KC),WR,59,3.93,76.27,0,0.0,15,107.6,7.2
Danny Amendola (HOU),WR,69,4.93,66.67,1,0.07,14,106.4,7.6
Tre'Quan Smith (NO),WR,50,3.57,68.0,1,0.07,14,103.1,7.4
Scotty Miller (TB),WR,53,3.31,62.26,3,0.19,16,102.5,6.4
Larry Fitzgerald (FA),WR,72,5.54,75.0,0,0.0,13,100.9,7.8
Randall Cobb (GB),WR,48,4.8,79.17,0,0.0,10,100.1,10.0
Isaiah McKenzie (BUF),WR,34,2.12,88.24,10,0.62,16,99.6,6.2
James Washington (PIT),WR,56,3.5,53.57,0,0.0,16,99.2,6.2
Breshad Perriman (TB),WR,60,5.0,50.0,1,0.08,12,99.1,8.3
Michael Pittman Jr. (IND),WR,61,4.69,65.57,3,0.23,13,98.9,7.6
Allen Lazard (GB),WR,46,4.6,71.74,2,0.2,10,97.8,9.8
Braxton Berrios (NYJ),WR,55,3.44,67.27,3,0.19,16,97.3,6.1
Chris Conley (HOU),WR,63,4.2,63.49,0,0.0,15,97.1,6.5
Jalen Guyton (LAC),WR,55,3.44,50.91,2,0.12,16,97.1,6.1
John Brown (FA),WR,52,5.78,63.46,0,0.0,9,96.8,10.8
Willie Snead IV (FA),WR,48,3.69,68.75,0,0.0,13,94.2,7.2
KJ Hamler (DEN),WR,56,4.31,53.57,9,0.69,13,90.1,6.9
Sammy Watkins (BAL),WR,55,5.5,67.27,1,0.1,10,88.4,8.8
Jakeem Grant Sr. (CHI),WR,54,3.86,66.67,3,0.21,14,87.3,6.2
Jalen Reagor (PHI),WR,54,4.91,57.41,4,0.36,11,87.2,7.9
Keke Coutee (IND),WR,40,5.0,82.5,0,0.0,8,87.0,10.9
Odell Beckham Jr. (LAR),WR,43,6.14,53.49,3,0.43,7,86.8,12.4
Golden Tate (FA),WR,52,4.33,67.31,0,0.0,12,86.5,7.2
Cam Sims (WAS),WR,48,3.0,66.67,1,0.06,16,86.2,5.4
Henry Ruggs III (FA),WR,43,3.31,60.47,9,0.69,13,84.1,6.5
Michael Thomas (NO),WR,55,7.86,72.73,1,0.14,7,83.9,12.0
Deebo Samuel (SF),WR,44,6.29,75.0,8,1.14,7,80.7,11.5
Tyron Johnson (LV),WR,26,2.17,76.92,3,0.25,12,79.5,6.6
Preston Williams (MIA),WR,35,4.38,51.43,0,0.0,8,74.8,9.4
N'Keal Harry (NE),WR,57,4.07,57.89,2,0.14,14,73.9,5.3
Miles Boykin (BAL),WR,33,2.06,57.58,0,0.0,16,69.6,4.4
Cordarrelle Patterson (ATL),WR,25,1.56,84.0,64,4.0,16,69.4,4.3
Quintez Cephus (DET),WR,35,2.69,57.14,0,0.0,13,66.9,5.1
Kenny Golladay (NYG),WR,32,6.4,62.5,0,0.0,5,65.8,13.2
Richie James Jr. (SF),WR,35,3.18,65.71,0,0.0,11,64.4,5.9
DaeSean Hamilton (DEN),WR,44,2.75,52.27,0,0.0,16,62.3,3.9
Denzel Mims (NYJ),WR,44,4.89,52.27,0,0.0,9,60.7,6.7
Marvin Hall (FA),WR,32,2.67,56.25,1,0.08,12,60.3,5.0
Collin Johnson (NYG),WR,31,2.21,58.06,0,0.0,14,59.2,4.2
Donovan Peoples-Jones (CLE),WR,20,1.67,70.0,0,0.0,12,58.4,4.9
Adam Humphries (WAS),WR,35,5.0,65.71,1,0.14,7,57.8,8.3
Steven Sims Jr. (PIT),WR,37,3.08,72.97,1,0.08,12,57.3,4.8
Julian Edelman (FA),WR,39,6.5,53.85,2,0.33,6,56.2,9.4
Isaiah Ford (MIA),WR,44,4.4,63.64,0,0.0,10,55.6,5.6
Andy Isabella (ARI),WR,35,2.69,60.0,1,0.08,13,54.8,4.2
Olamide Zaccheaus (ATL),WR,32,2.91,62.5,1,0.09,11,53.4,4.9
Devin Duvernay (BAL),WR,26,1.62,76.92,4,0.25,16,53.1,3.3
Cedrick Wilson Jr. (DAL),WR,28,1.75,60.71,3,0.19,16,51.6,3.2
Chad Beebe (FA),WR,30,2.14,66.67,0,0.0,14,50.1,3.6
Deonte Harty (NO),WR,25,2.78,80.0,6,0.67,9,47.7,5.3
Van Jefferson (LAR),WR,31,1.94,61.29,1,0.06,16,46.9,2.9
Chad Hansen (ATL),WR,24,4.8,70.83,0,0.0,5,46.6,9.3
Isaiah Wright (FA),WR,35,2.5,77.14,3,0.21,14,46.3,3.3
Dontrelle Inman (FA),WR,28,2.8,64.29,0,0.0,10,46.3,4.6
DeSean Jackson (LV),WR,26,5.2,53.85,1,0.2,5,44.8,9.0
Mohamed Sanu Sr. (SF),WR,24,2.4,70.83,1,0.1,10,44.0,4.4
