Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
A.Brown,PIT,22.713333333333335,11.733333333333333,156.33333333333334,30.471999999999998,43.14533333333333,19,75.91,340.70000000000005
D.Hopkins,HOU,20.78666666666667,11.666666666666666,148.86666666666667,35.785333333333334,46.584666666666664,23,86.29,311.8
M.Thomas,NO,17.06111111111111,9.5,91.77777777777777,28.822777777777773,42.025555555555556,8,72.65,307.1
Ju.Jones,ATL,16.32777777777778,9.666666666666666,130.72222222222223,30.156111111111116,46.19555555555556,21,77.57,293.9
R.Gronkowski,NE,17.5875,8.3125,96.375,22.561875,28.915624999999995,18,54.08,281.4
K.Allen,LAC,17.33125,9.9375,89.625,27.640000000000004,31.930625,13,63.81,277.3
J.Landry,MIA,16.543750000000003,10.0625,59.75,27.791249999999998,20.506249999999998,9,56.04,264.7
A.Thielen,MIN,14.544444444444444,8.88888888888889,93.55555555555556,26.59166666666667,37.03333333333333,14,65.81,261.8
L.Fitzgerald,ARI,16.3,10.125,83.5,28.214375,24.145,10,59.22,260.8
T.Kelce,KC,15.712500000000002,7.875,77.125,23.664375000000003,27.173125,10,54.52,251.4
T.Hill,KC,15.687500000000002,7.25,81.0,22.573124999999997,35.002500000000005,6,58.36,251.0
Z.Ertz,PHI,14.564705882352941,7.823529411764706,59.294117647058826,22.786470588235293,18.895882352941175,10,47.41,247.60000000000002
A.Jeffery,PHI,12.757894736842108,7.473684210526316,100.57894736842105,21.50052631578947,31.746315789473687,23,54.47,242.4
B.Cooks,NE,12.678947368421053,7.052631578947368,109.6842105263158,18.76684210526316,32.21315789473684,11,50.7,240.9
S.Diggs,MIN,14.850000000000001,7.3125,78.125,21.816249999999997,30.8225,9,54.3,237.60000000000002
A.Green,CIN,14.474999999999998,8.9375,117.0625,29.02875,45.566875,15,75.44,231.60000000000002
M.Jones,DET,14.06875,6.75,101.5,18.974999999999994,35.902499999999996,15,53.59,225.10000000000002
D.Adams,GB,15.892857142857142,8.428571428571429,81.21428571428571,25.045714285714286,35.635,10,62.51,222.5
D.Baldwin,SEA,13.89375,7.3125,92.25,21.581875,28.911875000000002,10,52.61,222.3
G.Tate,DET,13.89375,7.5,44.75,21.235625,15.123125,2,42.44,222.3
N.Agholor,PHI,11.5,5.947368421052632,57.73684210526316,16.51,16.603684210526314,8,36.39,218.5
A.Kamara,NO,11.766666666666666,6.111111111111111,17.22222222222222,18.41944444444444,6.743888888888891,1,32.35,211.8
D.Amendola,NE,11.761111111111115,6.611111111111111,55.833333333333336,16.89388888888889,15.427222222222222,3,36.14,211.7
D. Thomas,DEN,12.99375,8.875,91.375,25.865625,32.29375,9,61.4,207.9
D.Funchess,CAR,12.170588235294117,7.0588235294117645,93.88235294117646,22.844705882352944,33.31117647058824,11,57.58,206.9
M.Evans,TB,13.440000000000001,9.2,124.53333333333333,24.455333333333332,33.10333333333333,20,59.86,201.60000000000002
J.Smith-Schuster,PIT,14.37142857142857,6.0,54.214285714285715,17.85571428571428,17.847857142857144,5,39.28,201.2
C.Kupp,LA,12.568750000000001,6.6875,57.25,20.131874999999997,21.415,8,45.19,201.10000000000002
R.Anderson,NYJ,12.43125,7.1875,91.25,23.086875,36.213125,15,59.98,198.9
C.McCaffrey,CAR,11.600000000000001,7.117647058823529,16.176470588235293,22.51941176470588,5.448823529411764,5,37.59,197.2
D.Walker,TEN,10.777777777777779,6.944444444444445,63.22222222222222,22.951666666666668,22.986666666666665,13,50.52,194.0
T.Ginn,NO,11.31764705882353,5.117647058823529,65.23529411764706,15.340588235294119,26.454705882352943,6,41.53,192.4
D.Bryant,DAL,11.800000000000002,8.25,95.875,26.431874999999998,38.128125,18,66.34,188.8
R.Woods,LA,14.407692307692308,7.615384615384615,79.76923076923077,23.700769230769232,30.423846153846153,6,56.85,187.3
M.Sanu,ATL,10.988235294117647,6.411764705882353,50.64705882352941,20.272352941176468,19.98470588235294,8,44.4,186.8
L.Bell,PIT,11.64375,7.4375,3.5625,19.092500000000005,1.211875,5,29.49,186.3
T.Gurley,LA,11.487500000000002,6.0625,5.625,18.216250000000002,1.67125,1,28.49,183.8
K.Stills,MIA,11.16875,6.5625,97.1875,17.731875000000002,29.307500000000005,10,47.11,178.7
T.Hilton,IND,11.1,6.8125,86.875,23.533125,38.607499999999995,7,62.32,177.60000000000002
J.Kearse,NYJ,11.0,6.4375,60.1875,21.141875,27.649375,7,51.07,176.0
K.Rudolph,MIN,9.75,5.166666666666667,38.333333333333336,15.15277777777778,15.63888888888889,11,33.68,175.5
J.Doyle,IND,11.533333333333333,7.266666666666667,35.53333333333333,24.13533333333333,17.028666666666666,4,48.12,173.0
E.Engram,NYG,11.479999999999999,7.666666666666667,65.4,20.845333333333336,25.744666666666664,9,49.29,172.2
J.Graham,SEA,10.575000000000001,6.125,45.5,18.025625,14.100625000000003,19,36.91,169.2
M.Crabtree,LV,12.969230769230771,7.923076923076923,81.46153846153847,22.037692307692307,30.47153846153846,18,54.39,168.6
R.Matthews,TEN,10.29375,6.125,72.875,19.783749999999998,25.256875,6,47.36,164.7
M.Goodwin,SF,10.262500000000001,6.5625,96.5,17.765625,32.260625000000005,10,49.23,164.2
J.Crowder,WAS,10.860000000000003,6.866666666666666,48.2,20.343999999999998,19.423333333333332,5,44.11,162.9
D.Johnson,CLE,10.08125,5.8125,12.4375,16.404374999999998,3.161875,0,26.82,161.3
M.Lee,JAX,9.89375,7.0,78.875,22.384999999999998,34.183749999999996,9,57.51,158.3
A.Cooper,LV,11.214285714285717,6.857142857142857,79.21428571428571,19.360714285714288,26.747857142857136,6,47.76,157.0
R.Cobb,GB,11.107142857142856,6.642857142857143,39.642857142857146,18.38642857142857,14.43857142857143,3,37.69,155.5
M.Wallace,BAL,10.053333333333335,6.133333333333334,82.06666666666666,16.40266666666667,32.330000000000005,8,47.24,150.8
P.Richardson,SEA,9.39375,5.0625,75.0,15.651250000000001,23.975624999999994,5,40.26,150.3
S.Watkins,LA,9.35,4.625,69.6875,14.753125,27.541875000000008,8,41.41,149.6
J.Witten,DAL,9.3125,5.4375,37.625,17.743124999999996,15.684375,4,37.59,149.0
K.Cole,JAX,7.684210526315788,4.684210526315789,57.68421052631579,14.102105263157895,21.74842105263158,6,36.38,146.0
M.Bryant,PIT,9.01875,5.5625,84.1875,14.901875,26.51125,9,40.91,144.3
S.Shepard,NYG,13.1,7.636363636363637,68.18181818181819,18.182727272727274,21.932727272727274,3,42.63,144.10000000000002
C.Hogan,NE,12.008333333333335,6.25,85.83333333333333,15.548333333333332,22.58,10,39.13,144.1
C.Brate,TB,8.94375,4.8125,44.4375,12.831250000000002,11.43125,8,27.25,143.1
E.Decker,TEN,7.827777777777777,5.277777777777778,55.333333333333336,17.67222222222222,21.128888888888884,5,41.3,140.9
Ty.Williams,LAC,8.737499999999999,4.3125,61.75,12.072499999999998,19.370625,3,31.67,139.8
J.White,NE,8.18235294117647,5.294117647058823,11.117647058823529,13.507058823529409,3.011764705882353,2,22.37,139.1
J.Nelson,GB,9.799999999999999,6.357142857142857,68.85714285714286,19.470714285714283,28.24357142857142,4,48.98,137.2
B.Watson,BAL,8.575,5.0,26.0,13.705625,10.56875,4,27.96,137.2
K.Benjamin,CAR,9.140000000000002,5.333333333333333,60.86666666666667,18.076,23.837333333333337,9,43.8,137.10000000000002
D.Jackson,TB,9.62857142857143,6.571428571428571,103.14285714285714,17.372857142857143,27.146428571428576,9,45.06,134.8
J.Cook,LV,8.425,5.375,48.0625,16.280624999999997,16.30625,7,35.84,134.8
E.Ebron,DET,8.4,5.375,39.3125,15.591249999999999,14.422500000000003,6,33.48,134.4
D.Parker,MIA,10.0,7.461538461538462,92.76923076923077,19.913846153846155,30.91,9,51.51,130.0
M.Gordon,LAC,8.1,5.1875,-1.3125,14.4575,-0.21875,1,21.53,129.6
A.Humphries,TB,8.09375,5.1875,33.9375,13.46875,8.07625,1,25.86,129.5
J.McKinnon,MIN,7.127777777777776,4.666666666666667,-0.2777777777777778,13.490555555555556,0.38722222222222247,1,20.51,128.3
H.Henry,LAC,10.575,5.166666666666667,44.5,14.394166666666669,16.618333333333336,8,33.22,126.9
K.Wright,CHI,9.028571428571428,6.571428571428571,50.5,20.484285714285715,22.34285714285715,3,46.37,126.4
R.Grant,WAS,7.893750000000001,4.0625,39.4375,11.930625,16.404999999999998,4,29.38,126.30000000000001
L.McCoy,BUF,7.887500000000001,5.3125,6.5,17.999375000000004,1.8537499999999998,2,28.3,126.2
V.Davis,WAS,7.8625,4.3125,46.625,13.215625000000003,17.158125000000002,6,31.83,125.8
T.Smith,PHI,6.615789473684212,4.631578947368421,61.10526315789474,12.547894736842103,18.064210526315787,3,31.47,125.7
A.Hooper,ATL,6.966666666666666,3.9444444444444446,25.27777777777778,12.322777777777778,9.43888888888889,5,25.09,125.4
B.LaFell,CIN,7.8,5.5625,48.375,18.186249999999998,19.343125000000004,7,40.82,124.80000000000001
T.Kroft,CIN,8.293333333333333,4.133333333333334,31.0,13.611333333333333,13.39133333333333,9,29.79,124.4
C.Clay,BUF,8.664285714285715,5.642857142857143,38.285714285714285,20.833571428571425,15.266428571428573,5,41.94,121.30000000000001
J.Doctson,WAS,8.08,5.2,71.6,15.596000000000002,26.798666666666666,16,42.15,121.2
A.Wilson,KC,8.571428571428571,4.714285714285714,30.714285714285715,14.322857142857146,10.661428571428573,2,28.95,120.0
K.Hunt,KC,7.500000000000001,4.125,5.8125,12.624375,2.185,2,20.47,120.0
A.Hurns,JAX,8.892307692307693,5.153846153846154,48.61538461538461,16.533076923076923,18.924615384615386,4,38.05,115.6
T.Benjamin,LAC,7.168749999999999,4.0625,63.25,11.342499999999998,20.288125,5,31.22,114.7
E.Sanders,DEN,9.541666666666666,7.666666666666667,81.5,22.684166666666666,26.671666666666667,6,52.7,114.5
C.Thompson,WAS,11.399999999999997,5.4,13.3,15.845000000000002,5.701,2,27.76,114.0
T.Lockett,SEA,7.03125,4.4375,56.6875,13.170625,16.043125,8,30.99,112.5
W.Fuller V,HOU,11.23,5.1,79.4,16.949999999999996,22.711999999999996,4,41.32,112.30000000000001
T.Williams,DAL,6.862500000000001,5.0,41.5625,16.764375,17.746875000000003,7,37.57,109.80000000000001
D.Thompson,CHI,6.8625,4.6875,68.125,14.10375,24.7525,7,38.48,109.80000000000001
T.Riddick,DET,6.8375,4.4375,4.3125,12.165000000000001,1.4399999999999997,1,19.26,109.4
G.Kittle,SF,7.1000000000000005,4.2,28.533333333333335,10.800666666666668,9.105999999999998,4,22.58,106.5
O.Howard,TB,8.092307692307694,3.0,35.07692307692308,7.983846153846154,9.893846153846154,5,18.9,105.2
M.Ingram,NO,6.070588235294117,4.294117647058823,-5.529411764705882,12.692352941176473,-3.2188235294117655,0,16.79,103.2
A.Seferian-Jenkins,NYJ,7.915384615384617,5.6923076923076925,34.46153846153846,18.50923076923077,13.154615384615386,9,36.97,102.9
Ja.Brown,ARI,7.335714285714287,4.928571428571429,74.57142857142857,12.979285714285712,20.500714285714285,7,33.82,102.7
C.Davis,TEN,7.869230769230769,6.153846153846154,71.23076923076923,19.037692307692307,23.809230769230773,4,45.22,102.30000000000001
J.Maclin,BAL,8.5,6.0,58.5,19.22833333333333,27.603333333333335,3,48.16,102.0
J.James,PIT,6.693333333333333,4.266666666666667,25.866666666666667,10.60866666666667,8.033999999999999,9,21.54,100.4
D.Lewis,NE,7.035714285714285,3.7857142857142856,-0.7142857142857143,9.765714285714285,-0.13428571428571426,0,14.55,98.5
M.Lewis,JAX,5.163157894736842,2.9473684210526314,22.36842105263158,9.576315789473686,9.481052631578947,6,21.0,98.1
T.Taylor,SF,6.533333333333334,4.066666666666666,27.2,10.654,9.234,3,22.44,98.0
J.Thomas,MIA,6.985714285714287,4.428571428571429,34.285714285714285,12.449285714285717,13.577142857142858,5,28.18,97.80000000000001
T.Cohen,CHI,5.9125000000000005,4.4375,9.8125,16.5475,6.736250000000001,2,29.54,94.6
D.Njoku,CLE,5.9125,3.75,38.0625,10.625625000000001,12.391875,9,24.61,94.6
S.Roberts,LV,6.3,4.333333333333333,42.86666666666667,12.912,15.575999999999999,3,30.27,94.5
C.Hyde,SF,5.875000000000002,5.5,10.1875,14.759375,3.486875,0,24.58,94.0
K.Golladay,DET,8.51818181818182,4.454545454545454,64.63636363636364,13.146363636363638,25.100909090909088,4,37.29,93.7
G.Bernard,CIN,5.81875,3.75,-3.25,11.565625,-1.331875,0,16.42,93.1
C.Godwin,TB,6.166666666666668,3.6666666666666665,48.333333333333336,9.941333333333334,12.208,6,23.46,92.5
J.Nelson,ARI,5.7375,3.8125,65.6875,10.288125,18.171249999999997,4,28.15,91.80000000000001
C.Beasley,DAL,6.093333333333335,4.2,26.133333333333333,13.374000000000002,10.256666666666666,3,27.24,91.4
P.Garcon,SF,11.250000000000002,8.375,79.875,21.348750000000003,26.206249999999994,0,50.37,90.0
R.Lewis,NYG,6.3999999999999995,5.142857142857143,52.857142857142854,13.463571428571429,19.337142857142855,3,33.73,89.6
D.Freeman,ATL,6.328571428571428,3.857142857142857,6.785714285714286,11.332857142857145,2.075714285714286,1,18.45,88.6
L.Miller,HOU,5.779999999999999,3.0,4.066666666666666,9.193333333333333,1.0060000000000004,3,14.49,86.7
B.Coleman,NO,5.720000000000001,2.8,25.2,8.482000000000001,11.724666666666668,6,20.93,85.80000000000001
L.Fournette,JAX,5.225,3.75,3.5,12.34,1.4337499999999999,0,19.51,83.6
T.Coleman,ATL,5.540000000000001,2.8666666666666667,11.266666666666667,8.803333333333333,3.245333333333334,1,15.48,83.1
J.Allen,BAL,5.187500000000002,3.75,2.9375,10.761874999999996,1.111875,1,16.92,83.0
D.Westbrook,JAX,8.24,6.5,79.5,21.115000000000002,33.80400000000001,1,55.34,82.4
B.Fowler,DEN,5.857142857142857,4.0,41.0,11.084285714285713,14.232142857142858,6,26.59,82.0
E.Dickson,CAR,5.4,3.4,30.6,10.315999999999999,11.492666666666668,3,23.52,81.0
T.Burton,PHI,5.346666666666667,2.4,25.0,6.682666666666667,7.39,6,15.2,80.2
A.Gates,LAC,4.975,3.3125,27.0,9.033125,8.636875,8,19.6,79.6
T.Gabriel,ATL,4.658823529411764,3.176470588235294,30.705882352941178,9.642941176470588,10.15176470588235,4,21.57,79.2
R.Burkhead,NE,6.583333333333333,3.1666666666666665,9.583333333333334,8.450000000000001,2.7508333333333326,3,14.6,79.0
G.Celek,SF,6.046153846153846,2.5384615384615383,21.0,7.263846153846154,7.678461538461539,3,16.27,78.6
S.DeValve,CLE,4.906250000000001,3.625,31.3125,10.167499999999999,9.475624999999999,2,21.88,78.5
J.Gresham,ARI,5.514285714285714,3.2857142857142856,21.142857142857142,8.652857142857142,5.759285714285714,5,17.01,77.2
D.Moncrief,IND,6.425000000000001,3.9166666666666665,53.416666666666664,12.644999999999998,23.32083333333333,6,35.29,77.1
T.Jones,DET,6.918181818181818,4.545454545454546,46.09090909090909,12.012727272727272,15.082727272727272,3,28.58,76.1
A.Ellington,ARI,6.9,5.363636363636363,23.636363636363637,12.446363636363635,6.270909090909091,3,23.06,75.9
Z.Jones,BUF,4.973333333333333,5.2,69.8,17.20733333333333,27.65133333333333,13,45.17,74.6
B.Ellington,HOU,6.727272727272728,5.2727272727272725,51.09090909090909,15.12,14.075454545454546,4,32.53,74.0
O.Beckham,NYG,18.3,10.75,130.0,24.9,36.665,4,63.02,73.2
A.Ekeler,LAC,5.6076923076923055,2.6923076923076925,3.076923076923077,7.7176923076923085,0.7738461538461537,0,12.12,72.9
J.McKissic,SEA,6.050000000000001,3.9166666666666665,17.666666666666668,11.975833333333334,6.204166666666667,2,22.31,72.6
M.Forte,NYJ,6.572727272727272,4.090909090909091,7.545454545454546,13.429090909090906,2.9218181818181814,2,22.19,72.3
D.Murray,TEN,4.7733333333333325,3.1333333333333333,0.7333333333333333,10.302666666666669,0.1246666666666667,0,15.54,71.6
K.Juszczyk,SF,5.875,3.5,13.166666666666666,10.108333333333333,4.5616666666666665,0,18.36,70.5
N.O'Leary,BUF,5.028571428571429,2.7142857142857144,28.571428571428573,8.660714285714286,11.605714285714285,6,21.12,70.4
R.Higgins,CLE,5.014285714285714,3.5714285714285716,33.142857142857146,9.559999999999999,9.836428571428572,4,21.23,70.2
S.Vereen,NYG,4.950000000000001,3.7857142857142856,1.5714285714285714,9.932857142857143,0.4971428571428572,0,15.25,69.3
J.Brown,ARI,6.890000000000001,5.6,84.8,14.923999999999998,22.606,7,38.21,68.9
J.Bellamy,CHI,7.51111111111111,5.111111111111111,63.77777777777778,15.163333333333334,24.004444444444445,4,39.55,67.6
G.Olsen,CAR,8.350000000000001,6.25,65.0,20.341250000000002,23.535,5,46.99,66.8
B.Butler,DAL,5.130769230769231,1.8461538461538463,32.69230769230769,6.2069230769230765,14.586153846153845,2,19.52,66.7
