RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
1,LeSean McCoy (FA),273,1309,4.8,60,0,17,48,69,315,6.6,3,1,15,328.4,21.9,2.0%,RB,342,22.8
2,Adrian Peterson (TEN),208,970,4.7,54,0,12,18,23,139,7.7,1,0,12,206.9,17.2,59.8%,RB,231,19.25
3,Frank Gore (FA),282,1211,4.3,55,0,8,17,31,114,6.7,0,2,16,193.5,12.1,12.1%,RB,313,19.5625
4,Mark Ingram II (NO),122,474,3.9,35,0,5,11,13,46,4.2,0,1,10,91.0,9.1,68.0%,RB,135,13.5
5,Anthony Sherman (FA),1,3,3.0,3,0,0,8,9,72,9.0,0,0,15,15.5,1.0,0.0%,RB,10,0.6666666666666666
6,Dion Lewis (FA),23,102,4.4,20,0,1,1,1,-3,-3.0,0,1,15,14.9,1.0,2.0%,RB,24,1.6
7,Adrian Killins Jr. (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
8,Patrick Taylor Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
9,Larry Rountree III (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
10,DeeJay Dallas (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
11,Darius Bradwell (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
12,Tony Jones Jr. (NO),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.0%,RB,0,
13,Darius Anderson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
14,Artavis Pierce (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
15,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
16,Jason Huntley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
17,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
18,Ty'Son Williams (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.8%,RB,0,
19,James Robinson (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.7%,RB,0,
20,JaMycal Hasty (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,RB,0,
21,Antonio Gibson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.0%,RB,0,
22,Scottie Phillips (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
23,Salvon Ahmed (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.0%,RB,0,
24,J.J. Taylor (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.7%,RB,0,
25,Joshua Kelley (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
26,Derrick Gore (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.9%,RB,0,
27,D'Ernest Johnson (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,83.8%,RB,0,
28,Craig Reynolds (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
29,Austin Walter (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
30,D'Andre Swift (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.8%,RB,0,
31,Jonathan Taylor (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%,RB,0,
32,Eno Benjamin (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,12.5%,RB,0,
33,Javon Leake (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
34,Trey Sermon (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,18.3%,RB,0,
35,Darrynton Evans (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%,RB,0,
36,Michael Warren II (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
37,Caleb Huntley (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
38,Anthony McFarland Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,RB,0,
39,AJ Dillon (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,65.8%,RB,0,
40,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.6%,RB,0,
41,Ke'Shawn Vaughn (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
42,LeVante Bellamy (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
43,La'Mical Perine (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,RB,0,
44,Clyde Edwards-Helaire (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,89.5%,RB,0,
45,Kylin Hill (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%,RB,0,
46,Najee Harris (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%,RB,0,
47,Cam Akers (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.8%,RB,0,
48,Zack Moss (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,82.6%,RB,0,
49,J.K. Dobbins (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.6%,RB,0,
50,Malcolm Perry (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
51,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
52,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
53,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,RB,0,
54,Cameron Scarlett (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
55,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
56,Jonathan Ward (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
57,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
58,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
59,Reggie Gilliam (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
60,Antonio Williams (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
61,Chuba Hubbard (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,50.7%,RB,0,
62,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
63,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
64,Gabe Nabers (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
65,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
