RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
1,Devonta Freeman (BAL),265,1056,4.0,39,6,11,73,97,578,7.9,3,2,15,316.9,21.1,50.9%,RB,362,24.133333333333333
2,Adrian Peterson (TEN),327,1485,4.5,80,10,11,30,36,222,7.4,0,3,16,260.7,16.3,59.8%,RB,363,22.6875
3,Danny Woodhead (FA),98,336,3.4,27,1,3,80,106,755,9.4,6,0,16,244.1,15.3,20.6%,RB,204,12.75
4,DeAngelo Williams (FA),200,907,4.5,55,6,11,40,47,367,9.2,0,2,16,233.4,14.6,0.1%,RB,247,15.4375
5,Doug Martin (FA),288,1402,4.9,84,14,6,33,44,271,8.2,1,5,16,232.3,14.5,0.0%,RB,332,20.75
6,Lamar Miller (NO),194,872,4.5,85,7,8,47,57,397,8.4,2,1,16,231.9,14.5,0.0%,RB,251,15.6875
7,Matt Forte (FA),218,898,4.1,27,4,4,44,58,389,8.8,3,1,13,214.7,16.5,19.1%,RB,276,21.23076923076923
8,David Johnson (HOU),125,581,4.6,47,3,8,36,57,457,12.7,4,1,16,209.8,13.1,25.8%,RB,182,11.375
9,Todd Gurley II (FA),229,1106,4.8,71,11,10,21,26,188,9.0,0,1,13,208.6,16.0,0.7%,RB,255,19.615384615384617
10,Mark Ingram II (NO),166,769,4.6,70,5,6,50,60,405,8.1,0,1,12,203.4,17.0,68.0%,RB,226,18.833333333333332
11,Latavius Murray (BAL),266,1066,4.0,54,9,6,41,53,232,5.7,0,1,16,202.8,12.7,26.1%,RB,319,19.9375
12,Chris Ivory (FA),247,1070,4.3,58,9,7,30,37,217,7.2,1,2,15,202.7,13.5,0.0%,RB,284,18.933333333333334
13,Darren McFadden (FA),239,1089,4.6,50,9,3,40,53,328,8.2,0,3,16,195.7,12.2,7.0%,RB,292,18.25
14,Frank Gore (FA),260,967,3.7,37,5,6,34,58,267,7.9,1,3,16,193.4,12.1,12.1%,RB,318,19.875
15,DeMarco Murray (FA),193,702,3.6,54,5,6,44,55,322,7.3,1,2,15,184.1,12.3,0.1%,RB,248,16.533333333333335
16,Giovani Bernard (TB),154,730,4.7,28,2,2,49,66,472,9.6,0,0,16,181.2,11.3,8.6%,RB,220,13.75
17,Charles Sims (FA),107,529,4.9,59,4,0,51,70,561,11.0,4,2,16,180.0,11.3,0.0%,RB,177,11.0625
18,Theo Riddick (LV),43,133,3.1,16,0,0,80,99,697,8.7,3,1,16,179.0,11.2,0.0%,RB,142,8.875
19,LeSean McCoy (FA),203,895,4.4,48,6,3,32,50,292,9.1,2,2,12,178.7,14.9,2.0%,RB,253,21.083333333333332
20,Jeremy Hill (FA),223,794,3.6,38,1,11,15,19,79,5.3,1,3,16,170.3,10.6,0.0%,RB,242,15.125
21,James Starks (FA),148,601,4.1,65,5,2,43,53,392,9.1,3,3,16,166.3,10.4,0.0%,RB,201,12.5625
22,Rashad Jennings (FA),195,863,4.4,38,6,3,29,40,296,10.2,1,2,16,164.9,10.3,0.0%,RB,235,14.6875
23,Duke Johnson Jr. (MIA),104,379,3.6,39,2,0,61,74,534,8.8,2,0,16,164.3,10.3,0.1%,RB,178,11.125
24,Jonathan Stewart (FA),242,989,4.1,44,4,6,16,21,99,6.2,1,2,13,162.8,12.5,0.0%,RB,263,20.23076923076923
25,Ronnie Hillman (FA),207,863,4.2,72,5,7,24,35,111,4.6,0,1,16,161.4,10.1,0.0%,RB,242,15.125
26,Shane Vereen (FA),61,260,4.3,39,1,0,59,81,494,8.4,4,0,16,158.5,9.9,0.0%,RB,142,8.875
27,T.J. Yeldon (FA),182,740,4.1,45,4,2,36,46,279,7.8,1,0,12,155.9,13.0,0.0%,RB,228,19.0
28,Darren Sproles (FA),83,317,3.8,27,1,3,55,83,388,7.1,1,0,16,149.5,9.3,0.1%,RB,166,10.375
29,Jeremy Langford (FA),148,537,3.6,23,1,6,22,42,279,12.7,1,0,16,147.6,9.2,0.0%,RB,190,11.875
30,Javorius Allen (FA),137,514,3.8,44,2,1,45,62,353,7.8,2,2,16,145.9,9.1,0.1%,RB,199,12.4375
31,C.J. Anderson (FA),152,720,4.7,48,5,5,25,36,183,7.3,0,2,15,141.3,9.4,1.0%,RB,188,12.533333333333333
32,Eddie Lacy (FA),187,758,4.1,29,4,3,20,28,188,9.4,2,2,15,140.6,9.4,0.3%,RB,215,14.333333333333334
33,Isaiah Crowell (FA),185,706,3.8,54,5,4,19,22,182,9.6,1,0,16,137.8,8.6,0.1%,RB,207,12.9375
34,Bilal Powell (FA),70,313,4.5,24,3,1,47,63,388,8.3,2,0,11,135.1,12.3,0.0%,RB,133,12.090909090909092
35,Charcandrick West (FA),160,634,4.0,38,4,4,20,34,214,10.7,1,1,15,132.8,8.9,0.0%,RB,194,12.933333333333334
36,Thomas Rawls (FA),147,830,5.6,69,7,4,9,11,76,8.4,1,1,13,127.6,9.8,0.1%,RB,158,12.153846153846153
37,Ryan Mathews (FA),106,539,5.1,63,6,6,20,28,146,7.3,1,3,13,124.5,9.6,0.0%,RB,134,10.307692307692308
38,Karlos Williams (FA),93,517,5.6,41,5,7,11,14,96,8.7,2,1,11,124.3,11.3,0.6%,RB,107,9.727272727272727
39,LeGarrette Blount (FA),165,703,4.3,38,4,6,6,7,43,7.2,1,0,12,122.6,10.2,0.1%,RB,172,14.333333333333334
40,James White (NE),22,56,2.5,8,0,2,40,54,410,10.3,4,0,14,122.6,8.8,9.4%,RB,76,5.428571428571429
41,Justin Forsett (FA),151,641,4.2,33,5,2,31,41,153,4.9,0,0,10,122.4,12.2,0.0%,RB,192,19.2
42,Dion Lewis (FA),49,234,4.8,13,0,2,36,50,388,10.8,2,1,7,120.2,17.2,2.0%,RB,99,14.142857142857142
43,Ameer Abdullah (CAR),143,597,4.2,36,4,2,25,38,183,7.3,1,2,16,117.1,7.3,0.2%,RB,181,11.3125
44,Matt Jones (FA),144,490,3.4,39,3,3,19,25,304,16.0,1,4,13,114.4,8.8,0.0%,RB,169,13.0
45,Antonio Andrews (FA),143,520,3.6,38,4,3,21,29,174,8.3,0,1,14,112.0,8.0,0.0%,RB,172,12.285714285714286
46,Alfred Blue (FA),183,698,3.8,41,2,2,15,16,109,7.3,1,1,16,111.7,7.0,0.0%,RB,199,12.4375
47,Le'Veon Bell (BAL),113,556,4.9,42,8,3,24,26,136,5.7,0,0,6,111.2,18.5,10.5%,RB,139,23.166666666666668
48,Melvin Gordon III (DEN),184,641,3.5,27,6,0,33,37,192,5.8,0,4,14,108.3,7.7,90.3%,RB,221,15.785714285714286
49,Chris Johnson (FA),196,814,4.2,62,6,3,6,13,58,9.7,0,2,11,107.2,9.7,0.6%,RB,209,19.0
50,Joique Bell (FA),90,311,3.5,36,2,4,22,27,286,13.0,0,0,13,105.7,8.1,0.2%,RB,117,9.0
51,Jamaal Charles (FA),71,364,5.1,34,2,4,21,30,177,8.4,1,2,5,101.1,20.2,0.1%,RB,101,20.2
52,Kyle Juszczyk (SF),2,3,1.5,2,0,0,41,56,321,7.8,4,0,16,97.4,6.1,1.2%,RB,58,3.625
53,Alfred Morris (NYG),202,751,3.7,48,4,1,10,13,55,5.5,0,0,16,96.6,6.0,0.0%,RB,215,13.4375
54,Chris Thompson (FA),35,216,6.2,42,3,0,35,48,240,6.9,2,0,13,92.6,7.1,0.0%,RB,83,6.384615384615385
55,Tim Hightower (FA),96,375,3.9,26,1,4,12,13,129,10.8,0,0,8,86.4,10.8,0.0%,RB,109,13.625
56,Jonathan Grimes (FA),56,282,5.0,37,2,1,26,31,173,6.7,1,0,14,85.5,6.1,0.0%,RB,87,6.214285714285714
57,Jerick McKinnon (KC),52,271,5.2,68,1,2,21,29,173,8.2,1,0,16,83.4,5.2,1.7%,RB,81,5.0625
58,Mike Tolbert (FA),62,256,4.1,29,1,1,18,23,154,8.6,3,0,16,83.0,5.2,0.0%,RB,85,5.3125
59,Spencer Ware (FA),72,403,5.6,52,4,6,6,6,5,0.8,0,0,11,82.8,7.5,0.0%,RB,78,7.090909090909091
60,Marshawn Lynch (FA),111,417,3.8,24,1,3,13,21,80,6.2,0,0,7,82.7,11.8,0.3%,RB,132,18.857142857142858
61,Carlos Hyde (JAC),115,470,4.1,22,1,3,11,15,53,4.8,0,0,7,81.3,11.6,19.2%,RB,130,18.571428571428573
62,C.J. Spiller (FA),36,112,3.1,11,0,0,34,44,239,7.0,2,0,13,81.1,6.2,0.1%,RB,80,6.153846153846154
63,Marcel Reece (FA),10,36,3.6,12,0,0,30,37,269,9.0,3,0,15,78.5,5.2,0.0%,RB,47,3.1333333333333333
64,Shaun Draughn (FA),78,273,3.5,30,1,1,27,35,176,6.5,0,0,11,77.9,7.1,0.0%,RB,113,10.272727272727273
65,Fred Jackson (FA),26,100,3.8,16,0,0,32,41,257,8.0,2,1,16,77.7,4.9,0.0%,RB,67,4.1875
66,Arian Foster (FA),63,163,2.6,16,0,1,22,28,227,10.3,2,1,4,77.0,19.3,0.0%,RB,91,22.75
67,Andre Ellington (FA),45,289,6.4,63,2,3,15,24,148,9.9,0,1,10,74.7,7.5,0.1%,RB,69,6.9
68,Joseph Randle (FA),76,315,4.1,37,3,4,10,10,86,8.6,0,0,6,74.0,12.3,0.0%,RB,86,14.333333333333334
69,Chris Polk (FA),99,334,3.4,20,1,1,16,28,109,6.8,1,0,15,72.3,4.8,0.0%,RB,127,8.466666666666667
70,Khiry Robinson (FA),56,180,3.2,14,0,4,17,20,115,6.8,0,0,8,70.5,8.8,0.0%,RB,76,9.5
71,Brandon Bolden (NE),63,207,3.3,14,0,0,19,30,180,9.5,2,0,15,69.7,4.6,32.6%,RB,93,6.2
72,Denard Robinson (FA),67,266,4.0,31,1,1,21,30,164,7.8,0,1,13,66.8,5.1,0.2%,RB,97,7.461538461538462
73,Benny Cunningham Jr. (FA),37,140,3.8,40,1,0,26,36,250,9.6,0,0,16,65.0,4.1,0.0%,RB,73,4.5625
74,Bishop Sankey (FA),47,193,4.1,16,0,1,14,22,139,9.9,1,1,13,57.2,4.4,0.0%,RB,69,5.3076923076923075
75,Mike Gillislee (FA),47,267,5.7,60,3,3,6,7,29,4.8,0,1,5,51.6,10.3,0.0%,RB,54,10.8
76,Tre Mason (FA),75,207,2.8,15,0,1,18,21,88,4.9,0,1,13,51.5,4.0,0.6%,RB,96,7.384615384615385
77,Lance Dunbar (FA),5,67,13.4,45,1,0,21,23,215,10.2,0,0,4,49.2,12.3,0.0%,RB,28,7.0
78,Donald Brown (FA),59,229,3.9,53,2,1,8,13,88,11.0,0,0,10,45.7,4.6,0.0%,RB,72,7.2
79,Travaris Cadet (FA),11,28,2.5,6,0,0,17,22,214,12.6,1,1,7,45.2,6.5,0.0%,RB,33,4.714285714285714
80,Damien Williams (CHI),16,59,3.7,19,0,0,21,28,142,6.8,1,1,16,45.1,2.8,10.1%,RB,44,2.75
81,Matt Asiata (FA),29,112,3.9,19,0,0,19,22,132,6.9,0,0,16,43.4,2.7,0.0%,RB,51,3.1875
82,Ahmad Bradshaw (FA),31,85,2.7,23,1,0,10,14,64,6.4,3,0,6,42.9,7.2,0.0%,RB,45,7.5
83,Jay Ajayi (FA),49,187,3.8,24,3,1,7,11,90,12.9,0,0,9,42.7,4.7,7.0%,RB,60,6.666666666666667
84,Tevin Coleman (NYJ),87,392,4.5,46,2,1,2,11,14,7.0,0,3,12,42.6,3.6,3.0%,RB,98,8.166666666666666
85,Ka'Deem Carey (FA),43,159,3.7,11,0,2,3,3,19,6.3,1,1,11,36.8,3.3,0.0%,RB,46,4.181818181818182
86,Patrick DiMarco (FA),1,0,0.0,0,0,0,13,17,110,8.5,2,0,16,36.0,2.3,0.0%,RB,18,1.125
87,DuJuan Harris (FA),48,189,3.9,47,3,0,9,14,97,10.8,0,1,4,35.6,8.9,0.0%,RB,62,15.5
88,Andre Williams (FA),88,257,2.9,35,1,1,1,3,7,7.0,0,0,16,35.4,2.2,0.0%,RB,91,5.6875
89,Fozzy Whittaker (FA),25,108,4.3,16,0,1,12,15,64,5.3,0,0,15,35.2,2.3,0.0%,RB,40,2.6666666666666665
90,Robert Turbin (FA),50,199,4.0,22,2,1,7,10,23,3.3,0,0,10,35.2,3.5,0.0%,RB,60,6.0
91,Cameron Artis-Payne (FA),45,183,4.1,31,2,1,5,5,58,11.6,0,0,7,35.1,5.0,0.0%,RB,50,7.142857142857143
92,Branden Oliver (FA),31,108,3.5,15,0,0,13,15,112,8.6,0,0,8,35.0,4.4,0.0%,RB,46,5.75
93,Zach Line (FA),6,10,1.7,3,0,2,6,9,95,15.8,1,0,16,34.5,2.2,0.0%,RB,15,0.9375
94,Jamize Olawale (DAL),24,110,4.6,19,0,1,9,11,84,9.3,0,0,14,34.4,2.5,0.0%,RB,35,2.5
95,Jonas Gray (FA),45,176,3.9,23,1,0,7,8,76,10.9,0,0,8,32.2,4.0,0.0%,RB,53,6.625
96,Terron Ward (FA),29,95,3.3,13,0,1,9,13,73,8.1,0,0,13,31.8,2.4,0.0%,RB,42,3.230769230769231
97,Bruce Miller (FA),6,14,2.3,4,0,1,10,14,135,13.5,0,0,16,30.9,1.9,0.0%,RB,20,1.25
98,Zac Stacy (FA),31,89,2.9,18,0,1,9,12,65,7.2,0,0,8,30.4,3.8,0.0%,RB,43,5.375
99,Christine Michael (FA),54,243,4.5,45,1,0,3,6,16,5.3,0,0,8,28.9,3.6,0.0%,RB,60,7.5
100,Taiwan Jones (BUF),16,74,4.6,19,0,0,7,9,106,15.1,1,1,12,28.8,2.4,0.0%,RB,25,2.0833333333333335
101,Orleans Darkwa (FA),36,153,4.3,17,0,1,3,5,31,10.3,0,0,16,27.4,1.7,0.0%,RB,41,2.5625
102,Roy Helu (FA),17,39,2.3,12,0,0,9,16,75,8.3,1,0,9,26.4,2.9,0.0%,RB,33,3.6666666666666665
103,John Kuhn (FA),9,28,3.1,5,0,2,6,10,56,9.3,0,0,16,26.4,1.7,0.0%,RB,19,1.1875
104,Terrance West (FA),62,231,3.7,17,0,0,4,5,21,5.3,0,2,8,25.0,3.1,0.0%,RB,67,8.375
105,Pierre Thomas (FA),15,64,4.3,11,0,0,9,11,84,9.3,0,0,5,23.8,4.8,0.0%,RB,26,5.2
106,Rex Burkhead (HOU),4,4,1.0,2,0,0,10,15,94,9.4,1,1,16,23.8,1.5,0.9%,RB,19,1.1875
107,Jalston Fowler (FA),7,13,1.9,3,0,1,5,6,44,8.8,1,0,16,22.7,1.4,0.0%,RB,13,0.8125
108,Kerwynn Williams (FA),27,142,5.3,35,1,1,2,2,16,8.0,0,1,6,21.8,3.6,0.0%,RB,29,4.833333333333333
109,Kenjon Barner (FA),28,124,4.4,19,0,0,9,12,22,2.4,0,1,10,21.6,2.2,0.0%,RB,40,4.0
110,Dan Herron (FA),25,79,3.2,8,0,0,9,10,47,5.2,0,0,10,21.6,2.2,0.0%,RB,35,3.5
111,David Cobb (FA),52,146,2.8,12,0,1,1,2,-2,-2.0,0,0,7,21.4,3.1,0.0%,RB,54,7.714285714285714
112,Anthony Dixon (FA),21,44,2.1,6,0,1,6,7,44,7.3,0,0,16,20.8,1.3,0.0%,RB,28,1.75
113,Akeem Hunt (FA),17,96,5.6,25,2,0,6,10,39,6.5,0,0,7,19.5,2.8,0.0%,RB,27,3.857142857142857
114,Kendall Gaskins (FA),16,38,2.4,14,0,0,8,10,69,8.6,0,0,9,18.7,2.1,0.0%,RB,26,2.888888888888889
115,Lorenzo Taliaferro (FA),13,47,3.6,7,0,1,5,5,29,5.8,0,0,3,18.6,6.2,0.0%,RB,18,6.0
116,Ryan Hewitt (FA),0,0,0.0,0,0,0,8,12,99,12.4,0,0,15,17.9,1.2,0.0%,RB,12,0.8
117,Knile Davis (FA),28,72,2.6,10,0,1,2,3,24,12.0,0,0,14,17.6,1.3,0.0%,RB,31,2.2142857142857144
118,Mike Davis (ATL),35,58,1.7,13,0,0,7,13,38,5.4,0,0,6,16.6,2.8,70.9%,RB,48,8.0
119,Michael Burton (KC),4,2,0.5,2,0,0,6,6,39,6.5,1,0,16,16.1,1.0,0.1%,RB,10,0.625
120,Juwan Thompson (FA),18,48,2.7,12,0,0,6,9,51,8.5,0,0,15,15.9,1.1,0.0%,RB,27,1.8
121,Austin Johnson (FA),4,9,2.3,4,0,1,5,8,30,6.0,0,0,10,14.9,1.5,0.0%,RB,12,1.2
122,Dexter McCluster (FA),55,247,4.5,44,2,1,31,41,260,8.4,1,2,11,14.8,1.3,0.0%,RB,96,8.727272727272727
123,Steven Jackson (FA),21,50,2.4,7,0,1,1,1,20,20.0,0,0,2,14.0,7.0,0.0%,RB,22,11.0
124,Bryce Brown (FA),25,72,2.9,18,0,1,0,2,0,0.0,0,0,3,13.2,4.4,0.0%,RB,27,9.0
125,Stevan Ridley (FA),36,90,2.5,13,0,0,4,5,-2,-0.5,0,0,8,12.8,1.6,0.0%,RB,41,5.125
126,Zurlon Tipton (FA),5,20,4.0,7,0,0,5,8,57,11.4,0,0,10,12.7,1.3,0.0%,RB,13,1.3
127,Will Johnson (FA),4,7,1.8,6,0,1,2,4,16,8.0,0,0,16,12.3,0.8,0.0%,RB,8,0.5
128,Jarryd Hayne (FA),17,52,3.1,11,0,0,6,7,27,4.5,0,1,8,11.9,1.5,0.0%,RB,24,3.0
129,Josh Robinson (FA),17,39,2.3,8,0,0,6,6,33,5.5,0,1,5,11.2,2.2,0.0%,RB,23,4.6
130,Tommy Bohanon (BAL),2,2,1.0,2,0,0,4,8,56,14.0,0,0,16,9.8,0.6,0.0%,RB,10,0.625
131,Toby Gerhart (FA),20,44,2.2,6,0,0,3,5,23,7.7,0,0,7,9.7,1.4,0.0%,RB,25,3.5714285714285716
132,Darrel Young (FA),6,10,1.7,5,0,0,6,6,22,3.7,0,0,16,9.6,0.6,0.0%,RB,12,0.75
133,Zach Zenner (FA),17,60,3.5,12,0,0,2,3,11,5.5,0,0,6,9.1,1.5,0.0%,RB,20,3.3333333333333335
134,Reggie Bush (FA),8,28,3.5,9,0,0,4,10,19,4.8,0,0,5,8.7,1.7,0.0%,RB,18,3.6
135,Anthony Sherman (FA),1,0,0.0,0,0,0,4,5,34,8.5,0,0,16,7.4,0.5,0.0%,RB,6,0.375
136,Stepfan Taylor (FA),17,58,3.4,16,0,0,1,3,4,4.0,0,0,16,7.2,0.5,0.2%,RB,20,1.25
137,Fitzgerald Toussaint (FA),18,42,2.3,7,0,0,0,0,0,0.0,0,0,5,6.2,1.2,0.0%,RB,18,3.6
138,Jacquizz Rodgers (FA),14,41,2.9,5,0,0,1,3,10,10.0,0,0,5,6.1,1.2,0.0%,RB,17,3.4
139,Joey Iosefa (FA),15,51,3.4,15,0,0,0,0,0,0.0,0,0,2,5.1,2.6,0.0%,RB,15,7.5
140,Bernard Pierce (FA),6,11,1.8,4,0,0,3,5,7,2.3,0,0,7,4.8,0.7,0.0%,RB,11,1.5714285714285714
141,Bobby Rainey (FA),5,18,3.6,7,0,0,3,3,16,5.3,0,1,16,4.4,0.3,0.0%,RB,8,0.5
142,Derrick Coleman (FA),8,32,4.0,19,0,0,1,1,0,0.0,0,0,14,4.2,0.3,0.1%,RB,9,0.6428571428571429
143,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,3,16,8.0,0,0,15,3.6,0.2,0.0%,RB,3,0.2
144,Jay Prosch (FA),6,33,5.5,16,0,0,0,1,0,0.0,0,0,16,3.3,0.2,0.0%,RB,7,0.4375
145,Jorvorskie Lane (FA),1,0,0.0,0,0,0,2,2,13,6.5,0,0,16,3.3,0.2,0.0%,RB,3,0.1875
146,Tyler Varga (FA),1,2,2.0,2,0,0,1,2,18,18.0,0,0,3,3.0,1.0,0.0%,RB,3,1.0
147,Aaron Ripkowski (FA),0,0,0.0,0,0,0,1,1,18,18.0,0,0,15,2.8,0.2,0.0%,RB,1,0.06666666666666667
148,Malcolm Brown (MIA),4,17,4.3,13,0,0,1,1,-2,-2.0,0,0,1,2.5,2.5,3.2%,RB,5,5.0
149,Jerome Felton (FA),1,2,2.0,2,0,0,1,2,12,12.0,0,0,16,2.4,0.2,0.0%,RB,3,0.1875
150,Jordan Todman (FA),4,22,5.5,11,0,0,0,2,0,0.0,0,0,11,2.2,0.2,0.0%,RB,6,0.5454545454545454
151,John Crockett (FA),9,21,2.3,12,0,0,0,0,0,0.0,0,0,2,2.1,1.1,0.0%,RB,9,4.5
152,Rod Smith (FA),2,5,2.5,3,0,0,1,2,6,6.0,0,0,11,2.1,0.2,0.0%,RB,4,0.36363636363636365
153,Alonzo Harris (FA),4,19,4.8,16,0,0,0,1,0,0.0,0,0,6,1.9,0.3,0.0%,RB,5,0.8333333333333334
154,Terrence Magee (FA),2,5,2.5,4,0,0,1,1,2,2.0,0,0,4,1.7,0.4,0.0%,RB,3,0.75
155,Corey Grant (FA),6,2,0.3,11,0,0,2,3,13,6.5,0,1,6,1.5,0.3,0.0%,RB,9,1.5
156,Tyler Clutts (FA),0,0,0.0,0,0,0,1,1,4,4.0,0,0,16,1.4,0.1,0.0%,RB,1,0.0625
157,Trey Williams (FA),2,12,6.0,12,0,0,0,0,0,0.0,0,0,2,1.2,0.6,0.0%,RB,2,1.0
158,Antone Smith (FA),1,11,11.0,11,0,0,0,0,0,0.0,0,0,5,1.1,0.2,0.0%,RB,1,0.2
159,Cierre Wood (FA),2,3,1.5,3,0,0,1,1,-6,-6.0,0,0,2,0.7,0.4,0.0%,RB,3,1.5
160,Kendall Hunter (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%,RB,1,0.5
161,George Winn (FA),4,1,0.3,2,0,0,0,0,0,0.0,0,0,7,0.1,0.0,0.0%,RB,4,0.5714285714285714
162,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
163,Gabe Nabers (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
164,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
165,Demetric Felton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.9%,RB,0,
166,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
167,Jermar Jefferson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,RB,0,
168,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
169,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
170,Mekhi Sargent (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
171,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,RB,0,
172,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
173,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
174,Jonathan Ward (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
175,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
176,Darrell Henderson Jr. (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.9%,RB,0,
177,Alec Ingold (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
178,Trevon Wesco (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
179,Ryquell Armstead (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
