Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
M.Turner,ATL,16.594117647058823,23.235294117647058,102.41176470588235,68.43941176470587,69.52176470588235,18,1741.0,18.0,282.1
D.Williams,CAR,15.664705882352942,16.88235294117647,93.0,56.63941176470589,63.577058823529406,18,1583.0,18.0,266.3
A.Peterson,MIN,15.058823529411764,22.58823529411765,108.23529411764706,70.23470588235293,75.25117647058825,12,1840.0,12.0,256.0
T.Jones,NYJ,13.075000000000001,18.125,82.0,69.41499999999999,67.22375,13,1312.0,13.0,209.20000000000002
C.Portis,WAS,13.04375,21.375,92.9375,72.239375,69.79437499999999,9,1487.0,10.0,208.70000000000002
B.Jacobs,NYG,14.864285714285712,17.0,84.35714285714286,51.71714285714285,52.30214285714285,15,1181.0,15.0,208.10000000000002
C.Johnson,TEN,11.875,16.375,81.25,53.574374999999996,64.03562500000001,10,1300.0,10.0,190.0
L.Tomlinson,LAC,10.911764705882353,17.470588235294116,66.76470588235294,68.48647058823529,63.968823529411765,12,1135.0,12.0,185.5
S.Slaton,HOU,11.3875,16.8125,80.125,62.65062499999999,67.5725,9,1282.0,9.0,182.20000000000002
L.White,TEN,10.10588235294118,12.647058823529411,48.11764705882353,37.89235294117647,32.39058823529412,15,818.0,15.0,171.8
M.Forte,CHI,10.693750000000001,19.6875,76.9375,74.159375,76.306875,8,1231.0,8.0,171.10000000000002
L.McClain,BAL,8.721052631578948,13.842105263157896,52.473684210526315,37.73315789473685,36.23315789473685,11,997.0,11.0,165.7
B.Westbrook,PHI,9.382352941176473,16.647058823529413,62.05882352941177,63.857647058823524,60.41117647058824,9,1055.0,9.0,159.5
M.Jones-Drew,JAX,9.650000000000002,12.375,51.5,45.256249999999994,43.15375,12,824.0,12.0,154.4
R.Brown,MIA,9.02941176470588,13.294117647058824,55.0,47.93588235294118,50.171176470588236,10,935.0,10.0,153.5
M.Lynch,BUF,10.18,16.733333333333334,69.8,63.00933333333332,61.61333333333334,8,1047.0,8.0,152.7
S.Jackson,LA,12.691666666666668,21.166666666666668,86.91666666666667,77.56416666666667,79.85166666666667,7,1043.0,8.0,152.3
