Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
L.Tomlinson,LAC,13.205263157894736,18.157894736842106,81.52631578947368,63.28736842105262,68.80631578947367,16,1549.0,16.0,250.9
A.Peterson,MIN,14.721428571428573,17.0,95.78571428571429,56.38928571428571,54.71071428571429,12,1341.0,12.0,206.1
C.Portis,WAS,11.611764705882353,20.294117647058822,77.29411764705883,65.6670588235294,68.94588235294117,11,1314.0,11.0,197.4
R.Grant,GB,13.185714285714285,16.285714285714285,84.71428571428571,65.37999999999998,77.14571428571428,11,1186.0,11.0,184.60000000000002
J.Lewis,CLE,12.286666666666667,19.933333333333334,86.86666666666666,72.766,71.18066666666665,9,1303.0,9.0,184.3
J.Addai,IND,11.48125,17.25,69.6875,65.09875,73.54562500000002,12,1117.0,12.0,183.7
M.Barber,DAL,10.36470588235294,13.529411764705882,64.82352941176471,50.46235294117646,19.047058823529415,11,1102.0,11.0,176.2
B.Westbrook,PHI,11.686666666666666,18.533333333333335,88.86666666666666,70.30466666666666,73.93066666666667,7,1333.0,7.0,175.3
E.James,ARI,10.6875,20.1875,76.875,80.3925,86.18374999999999,7,1230.0,8.0,171.0
B.Jacobs,NYG,11.253333333333332,17.466666666666665,80.53333333333333,58.301333333333346,60.775999999999996,7,1208.0,8.0,168.8
F.Taylor,JAX,9.747058823529413,14.823529411764707,76.29411764705883,45.371764705882356,51.64000000000001,6,1297.0,6.0,165.70000000000002
L.White,TEN,9.747058823529413,19.0,69.23529411764706,55.50764705882353,52.79823529411766,7,1177.0,8.0,165.7
L.Maroney,NE,10.35625,15.4375,69.6875,59.149375,64.22625,9,1117.0,9.0,165.7
W.McGahee,BAL,10.846666666666668,19.6,80.46666666666667,73.42599999999999,75.75266666666667,7,1207.0,7.0,162.7
E.Graham,TB,10.13125,15.0,60.0625,56.60062500000001,55.92625,11,961.0,11.0,162.10000000000002
M.Lynch,BUF,11.823076923076922,21.615384615384617,85.76923076923077,73.59846153846154,75.59384615384614,7,1117.0,7.0,153.7
W.Parker,PIT,9.57333333333333,21.4,87.73333333333333,66.86666666666666,63.56733333333333,2,1316.0,2.0,143.6
M.Jones-Drew,JAX,8.329411764705883,10.647058823529411,48.0,33.186470588235295,32.129411764705885,10,816.0,10.0,141.60000000000002
F.Gore,SF,9.346666666666668,17.333333333333332,73.46666666666667,78.42933333333333,82.56666666666666,5,1102.0,5.0,140.2
S.Jackson,LA,10.85,19.75,83.5,75.09416666666667,82.52416666666666,5,1002.0,5.0,130.2
C.Taylor,MIN,9.02857142857143,11.214285714285714,60.285714285714285,34.28642857142857,36.910714285714285,7,844.0,7.0,126.4
J.Fargas,LV,8.92142857142857,15.857142857142858,72.07142857142857,48.10000000000001,52.855000000000004,4,1009.0,4.0,124.9
K.Watson,CIN,8.45,12.785714285714286,54.5,50.99571428571428,59.76357142857144,7,763.0,7.0,118.3
T.Jones,NYJ,7.368750000000001,19.375,69.9375,69.77250000000001,67.20875,1,1119.0,1.0,117.9
R.Dayne,HOU,9.441666666666666,16.166666666666668,64.41666666666667,58.149166666666666,56.671666666666674,6,773.0,6.0,113.30000000000001
S.Alexander,SEA,7.213333333333333,15.4,52.13333333333333,60.312000000000005,56.63733333333333,5,782.0,5.0,108.2
K.Jones,DET,8.161538461538461,11.76923076923077,44.69230769230769,56.55615384615385,49.76615384615385,8,581.0,8.0,106.1
D.Foster,CAR,6.6000000000000005,15.4375,54.75,55.751875,48.39562499999999,3,876.0,3.0,105.60000000000001
W.Dunn,ATL,5.9875,14.25,44.875,57.858125,46.440625000000004,4,718.0,4.0,95.8
D.Williams,CAR,5.98125,9.0,44.8125,31.645625,37.46625,4,717.0,4.0,95.7
N.Davenport,PIT,5.9,7.6875,32.75,24.7,26.76375,7,524.0,7.0,94.4
T.Henry,DEN,8.463636363636365,15.181818181818182,62.81818181818182,57.53545454545454,55.97545454545454,4,691.0,4.0,93.10000000000001
C.Benson,CHI,8.345454545454546,17.90909090909091,61.63636363636363,68.14636363636363,72.89545454545454,4,678.0,4.0,91.8
M.Morris,SEA,5.866666666666666,9.8,42.666666666666664,36.15333333333333,40.19533333333333,4,640.0,4.0,88.0
R.Brown,MIA,12.057142857142859,17.142857142857142,86.0,73.38000000000001,73.58714285714287,4,604.0,4.0,84.4
R.Bush,NO,6.891666666666668,13.333333333333334,48.416666666666664,56.45000000000001,55.921666666666674,4,587.0,4.0,82.7
S.Young,DEN,5.260000000000001,9.333333333333334,48.6,36.291333333333334,37.260666666666665,1,729.0,1.0,78.9
D.Ward,NYG,9.775,15.625,75.25,56.688750000000006,63.160000000000004,3,602.0,3.0,78.2
C.Brown,TEN,5.976923076923076,8.076923076923077,36.69230769230769,24.469230769230766,26.216153846153848,5,477.0,5.0,77.7
A.Stecker,NO,5.753846153846155,8.846153846153847,34.46153846153846,33.59230769230769,36.03076923076923,5,448.0,5.0,74.80000000000001
L.Johnson,KC,9.237500000000002,19.75,69.875,78.87375,89.255,3,559.0,3.0,73.9
L.Jordan,LV,6.627272727272726,13.090909090909092,49.90909090909091,42.791818181818186,39.120909090909095,3,549.0,3.0,72.9
K.Keith,IND,4.235294117647059,7.352941176470588,31.764705882352942,25.089999999999996,26.084705882352935,3,540.0,3.0,72.0
J.Jones,DAL,4.188235294117647,9.941176470588236,34.8235294117647,39.04823529411765,71.72941176470589,2,592.0,2.0,71.2
A.Peterson,CHI,4.3125,9.4375,31.875,34.963125,39.113749999999996,3,510.0,3.0,69.0
R.Johnson,CIN,6.172727272727273,15.545454545454545,45.18181818181818,57.58,47.02636363636364,3,499.0,3.0,67.9
J.Norwood,ATL,4.499999999999999,6.8,41.0,29.928,42.617333333333335,1,615.0,1.0,67.5
R.Droughns,NYG,4.2333333333333325,5.666666666666667,18.333333333333332,20.006666666666664,14.719999999999999,6,275.0,6.0,63.5
V.Young,TEN,3.668750000000001,5.9375,25.4375,18.350624999999997,22.345625000000002,3,407.0,3.0,58.7
J.Chatman,MIA,5.2272727272727275,11.636363636363637,46.81818181818182,45.60545454545454,49.68181818181818,1,515.0,1.0,57.5
S.Morris,NE,9.4,14.166666666666666,64.0,42.40333333333333,42.9,3,384.0,3.0,56.400000000000006
C.Buckhalter,PHI,4.253846153846154,4.769230769230769,24.076923076923077,19.08307692307692,18.539230769230766,4,313.0,4.0,55.3
M.Turner,LAC,3.1764705882352944,6.705882352941177,28.235294117647058,22.105882352941176,22.831176470588236,1,480.0,1.0,54.0
L.Washington,NYJ,3.5533333333333332,4.733333333333333,23.533333333333335,16.931333333333335,22.351333333333333,3,353.0,3.0,53.300000000000004
K.Smith,KC,6.5875,14.0,50.875,59.643750000000004,59.58,2,407.0,2.0,52.7
A.Bradshaw,NYG,6.4750000000000005,8.875,49.75,27.737500000000004,37.2125,2,398.0,2.0,51.800000000000004
T.Duckett,DET,4.6818181818181825,5.909090909090909,30.454545454545453,29.67,35.74909090909092,3,335.0,3.0,51.5
T.Jackson,MIN,4.036363636363636,5.090909090909091,23.636363636363637,16.25090909090909,17.181818181818183,3,264.0,3.0,44.400000000000006
D.Wynn,GB,6.328571428571428,7.142857142857143,29.0,33.36142857142857,39.145714285714284,4,203.0,4.0,44.3
L.Betts,WAS,2.5624999999999996,6.0,21.875,18.48,16.59875,1,350.0,1.0,41.0
S.Gado,HOU,4.9,6.75,18.75,28.408749999999998,29.045,4,152.0,4.0,39.2
C.Williams,TB,9.700000000000001,13.5,52.0,44.74,45.935,3,208.0,3.0,38.8
M.Smith,BAL,2.5600000000000005,5.0,17.6,16.396,13.110666666666669,2,264.0,2.0,38.400000000000006
A.Green,HOU,6.333333333333333,11.666666666666666,43.333333333333336,48.83166666666667,54.498333333333335,2,260.0,2.0,38.0
D.Rhodes,LV,6.033333333333334,12.5,50.333333333333336,42.718333333333334,45.60999999999999,1,302.0,1.0,36.2
B.Jackson,GB,3.6100000000000003,8.3,30.1,33.362,30.458000000000006,1,301.0,1.0,36.1
D.McNabb,PHI,2.5428571428571436,3.5714285714285716,16.857142857142858,13.312857142857142,12.607857142857142,0,236.0,2.0,35.6
B.Roethlisberger,PIT,2.246666666666667,2.6666666666666665,14.466666666666667,8.866000000000001,12.330666666666668,2,217.0,2.0,33.7
