Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
C.Dillon,NE,15.383333333333335,22.833333333333332,107.05555555555556,68.12555555555555,77.33888888888889,14,1929.0,14.0,276.9
S.Alexander,SEA,15.858823529411763,21.647058823529413,102.11764705882354,76.80588235294118,78.32470588235294,16,1736.0,16.0,269.6
C.Martin,NYJ,14.222222222222225,22.666666666666668,102.22222222222223,71.25499999999998,72.41888888888889,12,1840.0,12.0,256.0
L.Tomlinson,LAC,15.21875,22.8125,88.4375,69.71812500000001,67.6175,17,1415.0,17.0,243.5
T.Barber,NYG,14.3625,20.125,94.875,77.4525,83.095625,13,1518.0,13.0,229.8
E.James,IND,12.511111111111113,20.38888888888889,91.66666666666667,78.8238888888889,83.74166666666666,10,1652.0,10.0,225.20000000000002
R.Johnson,CIN,13.962499999999999,22.5625,90.875,83.75312500000001,80.1625,12,1454.0,13.0,223.4
W.Dunn,ATL,11.261111111111113,16.555555555555557,72.61111111111111,50.876666666666665,43.06777777777777,12,1307.0,12.0,202.70000000000002
J.Bettis,PIT,12.537499999999998,18.375,69.125,44.580625,41.8725,15,1106.0,15.0,200.60000000000002
D.Davis,HOU,13.120000000000003,20.133333333333333,79.2,69.25133333333333,65.80133333333333,13,1188.0,13.0,196.8
W.McGahee,BUF,12.719999999999999,19.0,75.2,62.01200000000001,63.41066666666666,13,1128.0,13.0,190.8
P.Holmes,KC,21.650000000000002,24.5,111.5,73.49499999999999,72.03375,14,892.0,14.0,173.2
A.Green,GB,10.768749999999999,17.4375,77.6875,64.89187500000001,69.459375,7,1243.0,8.0,172.3
C.Portis,WAS,11.166666666666666,22.866666666666667,87.66666666666667,77.26666666666667,78.50533333333334,5,1315.0,6.0,167.5
D.McAllister,NO,11.957142857142857,19.214285714285715,76.71428571428571,74.69000000000001,75.69285714285715,9,1074.0,10.0,167.4
R.Droughns,DEN,10.860000000000001,18.866666666666667,84.6,57.09866666666667,57.468666666666664,6,1269.0,6.0,162.9
E.Smith,ARI,9.846666666666666,17.8,62.46666666666667,59.897999999999996,59.382,9,937.0,9.0,147.7
K.Jones,DET,9.553333333333335,16.066666666666666,75.53333333333333,62.17266666666667,62.005333333333326,5,1133.0,5.0,143.3
C.Brown,TEN,12.97272727272727,20.0,97.0,74.05636363636364,77.78818181818181,6,1067.0,6.0,142.7
J.Lewis,BAL,11.883333333333333,19.583333333333332,83.83333333333333,62.259166666666665,61.88833333333333,7,1006.0,7.0,142.60000000000002
M.Pittman,TB,10.815384615384614,16.846153846153847,71.23076923076923,67.14615384615385,72.55615384615385,7,926.0,8.0,140.60000000000002
T.Jones,CHI,9.771428571428572,17.214285714285715,67.71428571428571,70.04142857142857,71.71714285714286,7,948.0,7.0,136.8
F.Taylor,JAX,9.6,18.571428571428573,87.42857142857143,66.02928571428572,71.94428571428571,2,1224.0,2.0,134.4
K.Barlow,SF,8.280000000000001,16.266666666666666,54.8,65.22666666666667,62.97,7,822.0,7.0,124.2
J.Jones,DAL,15.487499999999999,24.625,102.375,78.505,79.3,7,819.0,7.0,123.9
M.Vick,ATL,7.2176470588235295,7.764705882352941,61.588235294117645,24.06235294117647,34.237058823529416,3,1047.0,3.0,122.7
B.Westbrook,PHI,7.512500000000001,13.75,63.875,59.190000000000005,64.16375,3,1022.0,3.0,120.2
N.Goings,CAR,8.435714285714287,15.5,58.642857142857146,55.54357142857143,58.878571428571426,6,821.0,6.0,118.10000000000001
T.Duckett,ATL,8.064285714285715,9.0,42.07142857142857,26.384999999999998,23.232857142857142,9,589.0,9.0,112.9
L.Johnson,KC,14.0125,15.0,72.625,53.122499999999995,56.518750000000004,9,581.0,9.0,112.1
M.Faulk,LA,6.89375,13.5625,53.6875,60.22875,52.575,4,863.0,4.0,110.30000000000001
D.Blaylock,KC,10.190000000000001,11.8,53.9,39.50899999999999,36.453,8,539.0,8.0,101.9
S.Jackson,LA,6.143750000000001,9.625,46.3125,36.825625,45.35125000000001,4,743.0,4.0,98.3
D.Staley,PIT,8.083333333333332,17.75,75.83333333333333,50.8225,52.41583333333333,1,910.0,1.0,97.0
L.Suggs,CLE,9.24,19.9,74.4,65.124,63.66700000000001,2,744.0,3.0,92.4
S.Morris,MIA,7.358333333333334,11.0,43.583333333333336,45.02916666666667,44.83833333333334,6,523.0,6.0,88.30000000000001
C.Taylor,BAL,5.56,10.666666666666666,47.6,36.1,38.285999999999994,2,714.0,2.0,83.4
D.Levens,PHI,4.781249999999999,6.9375,29.0625,27.528124999999996,26.430625000000003,5,465.0,5.0,76.5
W.Green,CLE,5.464285714285714,11.642857142857142,41.785714285714285,45.57928571428572,40.015,2,585.0,3.0,76.5
A.Smith,TEN,6.8090909090909095,12.454545454545455,46.27272727272727,51.13727272727272,46.5609090909091,4,509.0,4.0,74.9
O.Smith,MIN,5.6692307692307695,10.923076923076923,47.46153846153846,45.222307692307695,42.97307692307693,2,617.0,2.0,73.7
T.Bell,DEN,6.85,8.7,44.5,27.002,30.459000000000003,4,445.0,4.0,68.5
L.Jordan,NYJ,4.526666666666666,7.066666666666666,37.266666666666666,20.02533333333333,22.328666666666663,2,559.0,2.0,67.9
E.George,DAL,5.1692307692307695,10.153846153846153,33.23076923076923,38.09692307692308,33.10076923076924,4,432.0,4.0,67.2
D.Culpepper,MIN,3.6666666666666665,5.611111111111111,26.555555555555557,22.958333333333332,25.7661111111111,3,480.0,3.0,66.0
A.Zereoue,LV,4.321428571428571,8.0,30.357142857142858,42.299285714285716,37.82857142857142,3,425.0,3.0,60.5
J.Chatman,LAC,5.72,6.5,39.2,18.743,25.879,3,392.0,3.0,57.2
T.Minor,MIA,5.163636363636363,9.909090909090908,35.27272727272727,41.63363636363636,41.42909090909092,3,388.0,3.0,56.800000000000004
T.Wheatley,LV,7.0875,10.625,40.875,49.48625,57.84375,4,327.0,4.0,56.7
N.Davenport,GB,5.027272727272727,6.909090909090909,33.90909090909091,22.94454545454545,20.865454545454547,3,373.0,3.0,55.300000000000004
A.Thomas,CHI,4.763636363636365,11.090909090909092,36.72727272727273,34.67,33.011818181818185,2,404.0,2.0,52.400000000000006
K.Faulk,NE,3.492857142857143,5.428571428571429,26.357142857142858,19.400000000000002,21.14071428571429,2,369.0,2.0,48.9
M.Hicks,SF,6.025000000000001,12.0,45.25,41.03375,45.10874999999999,2,362.0,2.0,48.2
J.Wells,HOU,3.7,6.384615384615385,23.0,18.669999999999995,19.1623076923077,3,301.0,3.0,48.1
D.McNabb,PHI,2.9000000000000004,3.6666666666666665,17.0,14.564666666666666,14.33,3,255.0,3.0,43.5
L.Betts,WAS,3.315384615384615,6.923076923076923,28.53846153846154,24.25692307692308,26.499999999999996,1,371.0,1.0,43.1
Q.Griffin,DEN,8.620000000000001,17.0,62.2,52.06,45.638000000000005,2,311.0,2.0,43.1
A.Stecker,NO,3.533333333333333,4.833333333333333,20.333333333333332,19.268333333333327,22.445833333333336,2,244.0,3.0,42.400000000000006
A.Brooks,NO,2.5812500000000003,3.625,10.8125,15.148124999999999,11.556875000000002,4,173.0,4.0,41.3
M.Bennett,MIN,3.6727272727272733,7.909090909090909,31.272727272727273,34.13818181818182,31.08727272727273,1,344.0,1.0,40.4
D.Rhodes,IND,3.216666666666667,4.833333333333333,22.166666666666668,18.820833333333336,20.4375,2,266.0,2.0,38.6
M.Moore,MIN,5.414285714285714,9.428571428571429,54.142857142857146,36.722857142857144,37.64714285714286,0,379.0,0.0,37.9
D.Foster,CAR,9.375,14.75,63.75,53.71,57.725,2,255.0,2.0,37.5
Z.Crockett,LV,5.866666666666667,8.0,38.666666666666664,32.66166666666667,35.52833333333333,2,232.0,2.0,35.2
M.Alstott,TB,2.5000000000000004,4.785714285714286,16.428571428571427,19.292142857142856,18.15642857142857,2,230.0,2.0,35.0
T.Hambrick,ARI,3.811111111111112,7.0,31.444444444444443,20.84,24.006666666666664,1,283.0,1.0,34.3
G.Jones,JAX,2.6307692307692303,4.769230769230769,12.461538461538462,16.56846153846154,11.933076923076925,3,162.0,3.0,34.2
M.Williams,MIN,2.841666666666667,2.5,13.416666666666666,9.866666666666667,9.699166666666665,3,161.0,3.0,34.1
T.Henry,BUF,4.075,11.75,40.75,43.035,43.7875,0,326.0,0.0,32.6
V.Haynes,PIT,2.2,4.357142857142857,22.0,10.921428571428573,13.554285714285713,0,308.0,0.0,30.8
R.Anderson,DAL,3.0599999999999996,5.7,24.6,23.062999999999995,26.895,1,246.0,1.0,30.6
O.Ayanbadejo,ARI,2.7454545454545456,2.727272727272727,11.090909090909092,9.143636363636364,11.52909090909091,3,122.0,3.0,30.200000000000003
D.Carr,HOU,1.86875,4.5625,18.6875,15.073750000000004,17.391875,0,299.0,0.0,29.900000000000002
A.Pinner,DET,4.199999999999999,8.142857142857142,24.857142857142858,31.88857142857143,28.434285714285718,2,174.0,2.0,29.400000000000002
