Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
P. Holmes,KC,19.623529411764707,20.235294117647058,93.88235294117646,72.98882352941176,75.70764705882354,29,1596.0,29.0,333.6
A.Green,GB,17.36111111111111,22.38888888888889,116.94444444444444,71.42555555555556,76.61777777777777,17,2105.0,17.0,312.5
J.Lewis,BAL,17.65294117647059,23.58823529411765,123.58823529411765,71.09529411764706,76.6129411764706,14,2101.0,15.0,300.1
C.Portis,DEN,17.864285714285714,22.0,118.5,68.89571428571428,70.97714285714287,14,1661.0,14.0,250.10000000000002
S.Alexander,SEA,14.705882352941176,20.352941176470587,87.05882352941177,74.32823529411765,73.41647058823527,17,1480.0,17.0,250.0
L. Tomlinson,LAC,15.15625,19.5625,102.8125,75.1275,72.80375000000001,13,1645.0,13.0,242.5
E.James,IND,14.875000000000002,23.25,96.25,81.75562500000001,88.92875,14,1540.0,14.0,238.0
S.Davis,CAR,12.77222222222222,21.22222222222222,97.72222222222223,67.09611111111111,71.79333333333334,9,1759.0,9.0,229.9
D.McAllister,NO,13.256250000000001,21.9375,102.5625,78.649375,80.12437500000001,8,1641.0,8.0,212.10000000000002
T.Henry,BUF,13.040000000000001,22.066666666666666,90.4,79.21266666666666,80.10799999999999,10,1356.0,10.0,195.6
F.Taylor,JAX,12.075,21.5625,98.25,72.02999999999999,75.67750000000001,6,1572.0,6.0,193.20000000000002
R.Williams,MIA,11.950000000000001,24.5,85.75,81.04249999999999,77.384375,9,1372.0,9.0,191.20000000000002
D.Davis,HOU,11.22142857142857,17.0,73.64285714285714,65.16785714285714,75.93642857142856,8,1031.0,9.0,157.10000000000002
M.Faulk,LA,12.758333333333335,19.0,72.58333333333333,79.16583333333334,80.56750000000001,11,871.0,11.0,153.10000000000002
Ru.Johnson,CIN,11.515384615384615,16.53846153846154,73.61538461538461,50.636153846153846,51.625384615384625,9,957.0,9.0,149.7
E.George,TEN,8.15,19.61111111111111,64.83333333333333,64.1061111111111,63.34722222222221,5,1167.0,5.0,146.7
T.Duckett,ATL,8.99375,12.3125,48.6875,45.37,41.16437500000001,11,779.0,11.0,143.9
C.Martin,NYJ,8.925,20.1875,81.75,80.23875000000001,85.45000000000002,2,1308.0,2.0,142.8
T.Barber,NYG,8.7375,17.4375,76.0,73.54749999999999,79.264375,2,1218.0,3.0,139.8
A.Thomas,CHI,10.646153846153847,18.76923076923077,78.76923076923077,67.37384615384616,69.71230769230769,6,1024.0,6.0,138.4
K.Barlow,SF,8.65,12.5625,64.0,40.055625,42.31187499999999,6,1024.0,6.0,138.4
T.Hambrick,DAL,8.005882352941176,16.647058823529413,58.88235294117647,51.0764705882353,44.56764705882353,5,1001.0,6.0,136.10000000000002
J.Bettis,PIT,7.70625,15.4375,50.6875,53.883750000000006,52.852500000000006,7,813.0,7.0,123.30000000000001
A.Smith,NE,7.4625,15.375,55.875,51.33624999999999,53.73812499999999,5,894.0,5.0,119.4
M. Williams,MIN,6.906250000000002,10.875,46.5625,37.410000000000004,34.814375,5,745.0,6.0,110.5
C.Buckhalter,PHI,6.762500000000001,9.125,37.625,33.151250000000005,27.950625,8,602.0,8.0,108.2
