PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Josh Gordon (KC),WR,159,11.36,54.72,5,0.36,14,314.4,22.5
Antonio Brown (TB),WR,166,10.38,66.27,7,0.44,16,308.9,19.3
A.J. Green (ARI),WR,178,11.12,55.06,0,0.0,16,306.6,19.2
Dez Bryant (FA),WR,160,10.0,58.13,1,0.06,16,292.4,18.3
Alshon Jeffery (FA),WR,150,9.38,59.33,16,1.0,16,283.6,17.7
DeSean Jackson (LV),WR,125,7.81,65.6,3,0.19,16,269.4,16.8
Julian Edelman (FA),WR,151,9.44,69.54,2,0.12,16,251.7,15.7
Larry Fitzgerald (FA),WR,134,8.38,61.19,2,0.12,16,236.2,14.8
T.Y. Hilton (IND),WR,138,8.62,59.42,2,0.12,16,220.9,13.8
Marvin Jones Jr. (JAC),WR,80,5.0,63.75,8,0.5,16,188.7,11.8
Golden Tate (FA),WR,98,6.12,65.31,3,0.19,16,186.9,11.7
Emmanuel Sanders (BUF),WR,112,7.0,59.82,1,0.06,16,181.5,11.3
DeAndre Hopkins (ARI),WR,91,5.69,57.14,0,0.0,16,142.2,8.9
Danny Amendola (HOU),WR,83,6.92,65.06,1,0.08,12,129.4,10.8
Kenny Stills (NO),WR,50,3.12,64.0,3,0.19,16,127.1,7.9
Ted Ginn Jr. (FA),WR,68,4.25,52.94,4,0.25,16,124.5,7.8
Robert Woods (LAR),WR,85,6.07,47.06,2,0.14,14,120.3,8.6
Julio Jones (TEN),WR,60,12.0,68.33,1,0.2,5,109.7,21.9
Randall Cobb (GB),WR,47,7.83,65.96,4,0.67,6,106.1,17.7
Mohamed Sanu Sr. (SF),WR,78,4.88,60.26,4,0.25,16,105.1,6.6
Andre Roberts (LAC),WR,76,4.75,56.58,0,0.0,16,102.1,6.4
Cole Beasley (BUF),WR,54,3.86,72.22,0,0.0,14,87.8,6.3
Marquise Goodwin (CHI),WR,32,2.67,53.12,3,0.25,12,62.6,5.2
Dwayne Harris (FA),WR,14,1.08,64.29,1,0.08,13,27.6,2.1
Chris Hogan (FA),WR,17,1.06,58.82,0,0.0,16,18.3,1.1
Travis Benjamin (SF),WR,13,1.62,38.46,1,0.12,8,18.0,2.3
Kabion Ento (GB),WR,0,,,0,,0,0.0,0.0
Jody Fortson (KC),WR,0,,,0,,0,0.0,0.0
