Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
M.Lynch,SEA,13.184210526315788,19.263157894736842,81.3157894736842,61.941052631578955,59.97000000000001,16,1545.0,16.0,250.5
L.McCoy,PHI,13.435294117647059,19.705882352941178,99.05882352941177,64.95294117647059,65.97647058823529,10,1684.0,10.0,228.4
J.Charles,KC,12.656250000000002,16.375,81.5625,61.460625,63.37437499999999,12,1305.0,12.0,202.5
E.Lacy,GB,11.99375,19.0625,78.6875,65.81750000000001,61.169999999999995,11,1259.0,11.0,191.9
F.Gore,SF,9.957894736842103,17.05263157894737,68.0,54.22578947368421,48.43157894736842,10,1292.0,10.0,189.20000000000002
M.Forte,CHI,11.75625,18.1875,83.6875,72.08812499999999,73.25125000000001,9,1341.0,9.0,188.1
A.Peterson,MIN,13.328571428571427,19.928571428571427,90.42857142857143,75.66214285714285,69.705,10,1266.0,10.0,186.60000000000002
K.Moreno,DEN,9.768421052631581,14.894736842105264,62.94736842105263,52.6921052631579,58.3021052631579,11,1196.0,11.0,185.60000000000002
A.Morris,WAS,10.593750000000002,17.25,79.6875,62.92125,61.72125,7,1275.0,7.0,169.5
R.Mathews,LAC,9.405555555555557,16.833333333333332,74.05555555555556,54.10722222222221,56.858888888888885,6,1333.0,6.0,169.3
D.Murray,DAL,11.864285714285714,15.5,80.07142857142857,76.30428571428573,81.92999999999999,9,1121.0,9.0,166.10000000000002
L.Blount,NE,8.91111111111111,10.11111111111111,52.44444444444444,33.61055555555556,36.44555555555556,11,944.0,11.0,160.4
S.Ridley,NE,9.4,12.375,52.625,41.074375,40.43,9,844.0,11.0,150.4
C.Johnson,TEN,8.981250000000001,17.4375,67.3125,60.736875000000005,54.7525,6,1077.0,6.0,143.7
F.Jackson,BUF,8.9375,12.875,55.625,38.426875,39.463125000000005,9,890.0,9.0,143.0
Z.Stacy,LA,10.715384615384616,19.23076923076923,74.84615384615384,66.0923076923077,63.48923076923076,7,973.0,7.0,139.3
L.Bell,PIT,10.307692307692308,18.76923076923077,66.15384615384616,71.91230769230768,71.89153846153846,8,860.0,8.0,134.0
B.Green-Ellis,CIN,7.517647058823529,13.411764705882353,46.94117647058823,44.49117647058823,40.30058823529412,7,798.0,8.0,127.80000000000001
R.Bush,DET,8.9,15.928571428571429,71.85714285714286,58.34571428571429,61.33571428571429,4,1006.0,4.0,124.60000000000001
R.Mendenhall,ARI,7.793333333333335,14.533333333333333,45.8,56.348,55.684000000000005,8,689.0,8.0,116.9
D.Brown,IND,6.6764705882352935,7.647058823529412,38.529411764705884,32.16470588235294,36.10647058823529,7,655.0,8.0,113.5
J.Bell,DET,7.0625,10.375,40.625,36.90375,40.574375,8,650.0,8.0,113.0
M.Jones-Drew,JAX,7.353333333333335,15.6,53.53333333333333,67.80266666666665,73.96399999999998,5,803.0,5.0,110.30000000000001
R.Jennings,LV,7.807142857142857,11.642857142857142,52.357142857142854,43.53142857142857,45.89571428571429,6,733.0,6.0,109.3
C.Kaepernick,SF,5.61578947368421,6.2105263157894735,40.36842105263158,20.726315789473684,29.883684210526315,5,767.0,5.0,106.7
C.Spiller,BUF,7.0200000000000005,13.466666666666667,62.2,38.86133333333333,37.93933333333334,2,933.0,2.0,105.30000000000001
G.Bernard,CIN,6.117647058823529,10.705882352941176,43.529411764705884,36.64,40.59058823529412,5,740.0,5.0,104.0
D.Williams,CAR,6.475,12.875,53.5,43.999375,43.181875,3,856.0,3.0,103.60000000000001
C.Ivory,NYJ,6.753333333333334,12.133333333333333,55.53333333333333,38.062000000000005,38.11133333333334,3,833.0,3.0,101.30000000000001
B.Tate,HOU,7.221428571428571,12.928571428571429,55.07142857142857,51.40142857142858,50.70642857142856,4,771.0,4.0,101.10000000000001
C.Newton,CAR,5.876470588235294,7.117647058823529,37.588235294117645,24.6464705882353,30.167647058823537,6,639.0,6.0,99.9
S.Jackson,ATL,7.5249999999999995,13.083333333333334,45.25,65.62833333333333,54.14833333333334,6,543.0,6.0,90.30000000000001
R.Rice,BAL,6.013333333333333,14.333333333333334,44.0,54.44466666666666,51.85933333333333,4,662.0,4.0,90.2
M.Ball,DEN,4.972222222222223,8.222222222222221,36.388888888888886,29.34111111111112,28.801666666666662,4,655.0,4.0,89.5
B.Rainey,CLE,7.216666666666668,12.5,47.166666666666664,51.330000000000005,55.44083333333334,5,566.0,5.0,86.6
A.Ellington,ARI,5.942857142857142,8.428571428571429,46.57142857142857,30.404999999999998,41.89928571428572,3,652.0,3.0,83.2
L.Miller,MIA,5.1812499999999995,11.0625,44.3125,50.003125000000004,52.466874999999995,2,709.0,2.0,82.9
B.Powell,NYJ,4.731249999999999,11.0,43.5625,37.192499999999995,33.37500000000001,1,697.0,1.0,75.7
D.Woodhead,LAC,4.423529411764706,7.647058823529412,30.11764705882353,26.631176470588233,26.228823529411766,3,512.0,4.0,75.2
T.Richardson,CLE,4.133333333333334,10.666666666666666,31.333333333333332,46.538888888888884,34.115,3,564.0,3.0,74.4
G.Smith,NYJ,4.5375000000000005,4.5,22.875,14.01,16.658749999999998,6,366.0,6.0,72.6
J.Starks,GB,5.400000000000001,7.230769230769231,40.15384615384615,25.151538461538465,26.27076923076923,3,522.0,3.0,70.2
T.Pryor,LV,6.327272727272728,7.545454545454546,52.36363636363637,26.66272727272727,40.66909090909091,2,576.0,2.0,69.6
M.Tolbert,CAR,4.005882352941177,6.411764705882353,22.41176470588235,20.895882352941175,18.088235294117645,5,381.0,5.0,68.1
D.McFadden,LV,6.789999999999999,11.4,37.9,41.11999999999999,26.608999999999998,5,379.0,5.0,67.9
A.Brown,NYG,8.424999999999999,17.5,61.5,69.71124999999999,67.54124999999999,3,494.0,3.0,67.4
P.Thomas,NO,4.18125,9.25,34.3125,37.697500000000005,37.618125000000006,2,549.0,2.0,66.9
A.Luck,IND,3.923529411764707,4.176470588235294,25.11764705882353,17.195294117647055,28.045294117647057,4,427.0,4.0,66.7
M.Ingram,NO,5.0307692307692315,8.23076923076923,40.92307692307692,31.866923076923076,34.87307692307693,2,534.0,2.0,65.4
D.Thomas,MIA,4.306666666666667,7.266666666666667,27.066666666666666,34.84533333333333,21.686666666666667,4,406.0,4.0,64.6
R.Wilson,SEA,3.3736842105263163,5.631578947368421,30.57894736842105,17.543684210526315,21.273684210526316,1,581.0,1.0,64.1
K.Davis,KC,4.35,6.285714285714286,22.071428571428573,19.774285714285718,16.446428571428573,5,309.0,5.0,60.900000000000006
A.Foster,HOU,8.628571428571428,17.428571428571427,77.42857142857143,59.41571428571429,57.21,1,544.0,1.0,60.400000000000006
K.Hunter,SF,3.0789473684210535,4.842105263157895,21.31578947368421,14.860526315789471,13.64421052631579,3,405.0,3.0,58.5
B.Pierce,BAL,3.4750000000000005,9.5,27.25,35.9225,35.044999999999995,2,436.0,2.0,55.6
A.Smith,KC,3.425000000000001,5.25,30.5,19.24875,23.655,1,488.0,1.0,54.800000000000004
S.Greene,TEN,4.863636363636363,7.0,26.818181818181817,22.44272727272727,20.060000000000002,4,295.0,4.0,53.5
D.Martin,TB,8.600000000000001,21.166666666666668,76.0,79.56166666666665,75.09833333333334,1,456.0,1.0,51.6
R.Helu,WAS,3.6714285714285713,4.428571428571429,19.571428571428573,14.475,13.492857142857144,4,274.0,4.0,51.400000000000006
W.McGahee,CLE,4.518181818181817,12.545454545454545,34.27272727272727,51.20636363636363,39.21727272727273,2,377.0,2.0,49.7
R.Griffin,WAS,3.776923076923077,6.6923076923076925,37.61538461538461,22.995384615384612,26.176923076923078,0,491.0,0.0,49.1
M.Vick,PHI,6.942857142857142,5.142857142857143,43.714285714285715,15.940000000000001,24.935714285714287,2,306.0,3.0,48.6
B.Jacobs,NYG,6.828571428571428,8.285714285714286,34.0,37.07714285714285,32.925714285714285,4,238.0,4.0,47.8
