Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
C.Kupp,LA,26.31904761904762,11.142857142857142,96.04761904761905,32.25095238095238,32.80333333333333,20,71.34,552.7
J.Chase,CIN,17.728571428571428,7.761904761904762,92.95238095238095,23.624761904761904,36.7252380952381,18,61.14,372.3
D.Adams,GB,21.311764705882357,10.588235294117647,101.88235294117646,32.15294117647059,38.44764705882352,10,75.14,362.3
T.Hill,KC,17.92,9.35,94.2,24.532999999999998,35.268,12,61.49,358.4
T.Kelce,KC,17.384210526315794,8.473684210526315,62.94736842105263,22.234736842105264,23.95263157894737,7,50.12,330.3
J.Jefferson,MIN,19.38823529411765,10.0,121.82352941176471,29.71941176470588,45.817647058823525,17,76.65,329.6
M.Evans,TB,17.45,7.777777777777778,97.44444444444444,18.054999999999996,28.557777777777783,14,47.07,314.1
S.Diggs,BUF,15.70526315789474,9.210526315789474,101.63157894736842,25.862105263157893,33.69578947368421,24,62.38,298.4
M.Andrews,BAL,17.5,9.294117647058824,92.11764705882354,26.30705882352941,32.37705882352942,15,62.12,297.5
D.Johnson,PIT,16.80588235294118,10.764705882352942,90.70588235294117,27.93529411764706,33.49411764705882,8,65.35,285.7
D.Samuel,SF,14.952631578947367,7.105263157894737,55.8421052631579,24.999999999999993,25.454736842105262,3,55.32,284.1
T.Higgins,CIN,15.56666666666667,7.833333333333333,92.11111111111111,23.181111111111107,35.36277777777778,13,59.53,280.20000000000005
H.Renfrow,LV,15.255555555555556,7.777777777777778,49.94444444444444,21.224444444444444,17.200000000000003,10,43.88,274.6
K.Allen,LAC,15.9875,9.875,81.875,25.534999999999997,30.347499999999997,9,59.55,255.8
M.Williams,LAC,15.300000000000004,8.125,93.5625,20.070625,29.518125,14,50.77,244.8
D.Metcalf,SEA,14.33529411764706,7.588235294117647,96.23529411764706,27.65705882352941,38.62647058823529,15,68.52,243.7
J.Waddle,MIA,15.093750000000002,8.75,62.0625,24.771874999999998,25.972500000000004,3,55.34,241.5
T.Lockett,SEA,14.918750000000003,6.75,97.625,24.371875,37.32437500000001,9,62.68,238.7
C.Godwin,TB,17.021428571428572,9.071428571428571,66.5,21.11285714285714,19.54928571428572,8,45.35,238.3
Dj.Moore,CAR,13.700000000000001,9.647058823529411,101.76470588235294,28.485882352941175,41.82176470588235,9,72.0,232.9
M.Pittman,IND,13.67058823529412,7.647058823529412,74.23529411764706,26.14352941176471,32.52647058823529,8,61.98,232.4
B.Cooks,HOU,14.343750000000002,8.375,88.125,27.186874999999997,39.415625000000006,6,68.37,229.5
C.Lamb,DAL,13.447058823529412,7.411764705882353,75.47058823529412,19.68705882352941,25.42823529411765,9,47.33,228.60000000000002
M.Brown,BAL,14.2375,9.1875,101.375,26.193749999999998,31.19312499999999,13,61.13,227.8
D.Schultz,DAL,12.383333333333335,6.333333333333333,44.0,17.292777777777776,14.873333333333328,5,36.35,222.9
G.Kittle,SF,13.047058823529413,6.352941176470588,54.0,22.158235294117645,25.10470588235294,8,50.81,221.8
A.Cooper,DAL,13.80625,7.125,76.9375,18.643124999999998,25.620625,12,45.9,220.9
C.Kirk,ARI,12.105555555555558,6.333333333333333,73.66666666666667,19.035555555555554,28.832222222222217,10,48.74,217.9
T.McLaurin,WAS,12.488235294117649,7.647058823529412,99.82352941176471,24.37941176470588,41.75588235294118,11,65.8,212.3
T.Boyd,CIN,10.59,5.75,40.85,18.628500000000006,17.482000000000006,7,40.18,211.8
A.St. Brown,DET,13.225,7.5625,51.9375,22.9925,22.5725,4,50.29,211.60000000000002
D.Mooney,CHI,12.382352941176471,8.294117647058824,91.29411764705883,27.222941176470584,35.438235294117646,9,65.64,210.5
A.Brown,TEN,14.65,8.142857142857142,99.78571428571429,28.385714285714283,46.592142857142846,10,75.19,205.10000000000002
A.Thielen,MIN,15.35384615384615,7.3076923076923075,69.46153846153847,20.247692307692304,26.74846153846154,8,49.1,199.60000000000002
R.Gronkowski,TB,14.128571428571428,7.571428571428571,77.57142857142857,17.272142857142857,23.45928571428571,10,42.33,197.8
D.Smith,PHI,10.88888888888889,6.5,87.44444444444444,23.01222222222222,36.97055555555556,12,60.4,196.0
B.Aiyuk,SF,10.110526315789473,5.315789473684211,51.21052631578947,18.66105263157894,23.533684210526314,10,44.47,192.10000000000002
J.Meyers,NE,11.294117647058826,8.058823529411764,74.58823529411765,24.28705882352941,29.367058823529415,7,56.99,192.0
K.Bourne,NE,11.276470588235295,4.588235294117647,38.470588235294116,14.26058823529412,14.307647058823528,3,31.41,191.7
D.Knox,BUF,11.20588235294118,4.705882352941177,35.64705882352941,13.530588235294116,12.172941176470587,12,28.82,190.5
G.Davis,BUF,11.182352941176472,4.470588235294118,63.94117647058823,12.154117647058824,20.101764705882353,15,32.3,190.10000000000002
O.Beckham,CLE,10.527777777777779,6.055555555555555,75.44444444444444,18.190555555555555,25.22666666666667,11,44.94,189.5
Z.Ertz,PHI,10.3,6.5,47.888888888888886,18.346666666666668,20.09111111111111,8,41.58,185.4
V.Jefferson,LA,8.828571428571431,5.0476190476190474,69.95238095238095,13.75,22.77047619047619,15,36.56,185.4
A.Ekeler,LAC,12.193333333333332,6.333333333333333,11.4,16.018,4.033333333333332,1,26.85,182.9
M.Jones,JAX,10.600000000000001,7.0588235294117645,83.6470588235294,20.51823529411765,30.722352941176474,14,52.28,180.2
D.Goedert,PHI,11.15,5.5625,49.875,21.254374999999996,21.345625,2,46.82,178.4
K.Pitts,ATL,10.38823529411765,6.470588235294118,69.88235294117646,20.308235294117644,30.447058823529414,6,51.78,176.60000000000002
C.Beasley,BUF,9.577777777777778,6.777777777777778,37.77777777777778,17.869444444444444,12.51611111111111,4,35.57,172.4
H.Henry,NE,9.899999999999999,4.647058823529412,46.05882352941177,14.471176470588235,19.759411764705888,15,35.54,168.3
T.Higbee,LA,9.305555555555555,5.5,30.833333333333332,15.638333333333334,10.700555555555557,9,30.95,167.5
R.Gage,ATL,12.853846153846156,7.230769230769231,67.0,23.576923076923077,28.338461538461537,6,55.2,167.10000000000002
B.Pringle,KC,8.789473684210526,4.052631578947368,39.473684210526315,10.758421052631581,15.08578947368421,7,26.7,167.0
