RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
1,Adrian Peterson (TEN),348,2097,6.0,82,27,12,40,51,217,5.4,1,2,16,347.4,21.7,59.8%,RB,399,24.9375
2,Alfred Morris (NYG),335,1613,4.8,39,9,13,11,16,77,7.0,0,3,16,252.0,15.8,0.0%,RB,351,21.9375
3,Frank Gore (FA),258,1214,4.7,37,7,8,28,36,234,8.4,1,1,16,224.8,14.1,12.1%,RB,294,18.375
4,LeSean McCoy (FA),200,840,4.2,34,7,2,54,67,373,6.9,3,3,12,199.3,16.6,2.0%,RB,267,22.25
5,Mark Ingram II (NO),156,602,3.9,31,4,5,6,10,29,4.8,0,0,16,99.1,6.2,68.0%,RB,166,10.375
6,Brandon Bolden (NE),56,274,4.9,27,4,2,2,2,11,5.5,0,0,10,42.5,4.3,32.6%,RB,58,5.8
7,Lamar Miller (NO),51,250,4.9,28,2,1,6,9,45,7.5,0,0,13,41.5,3.2,0.0%,RB,60,4.615384615384615
8,Dion Lewis (FA),13,69,5.3,17,0,1,2,2,24,12.0,0,0,9,17.3,1.9,2.0%,RB,15,1.6666666666666667
9,Anthony Sherman (FA),0,0,0.0,0,0,0,5,8,39,7.8,0,0,13,8.9,0.7,0.0%,RB,8,0.6153846153846154
10,Artavis Pierce (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
11,Patrick Taylor Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
12,Larry Rountree III (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
13,DeeJay Dallas (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
14,Adrian Killins Jr. (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
15,Darius Bradwell (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
16,Tony Jones Jr. (NO),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.0%,RB,0,
17,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
18,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
19,Jason Huntley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
