PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Antonio Callaway (FA),WR,79,4.94,54.43,2,0.12,16,132.3,8.3
Donte Moncrief (HOU),WR,90,5.62,53.33,0,0.0,16,130.8,8.2
Danny Amendola (HOU),WR,79,5.27,74.68,1,0.07,15,127.4,8.5
Christian Kirk (ARI),WR,68,5.67,63.24,3,0.25,12,123.5,10.3
Devin Funchess (FA),WR,79,5.64,55.7,0,0.0,14,122.9,8.8
Anthony Miller (PIT),WR,54,3.6,61.11,6,0.4,15,120.2,8.0
Rashard Higgins (CLE),WR,53,4.08,73.58,0,0.0,13,118.2,9.1
Chester Rogers (TEN),WR,72,4.5,73.61,1,0.06,16,117.1,7.3
Marvin Jones Jr. (JAC),WR,62,6.89,56.45,0,0.0,9,115.8,12.9
Sammy Watkins (BAL),WR,55,5.5,72.73,5,0.5,10,115.1,11.5
Kendrick Bourne (NE),WR,66,4.12,63.64,0,0.0,16,114.7,7.2
Marquez Valdes-Scantling (GB),WR,72,4.5,52.78,2,0.12,16,111.0,6.9
Josh Doctson (FA),WR,78,5.2,56.41,0,0.0,15,109.2,7.3
Seth Roberts (FA),WR,64,4.27,70.31,3,0.2,15,106.9,7.1
Will Fuller V (MIA),WR,45,6.43,71.11,0,0.0,7,106.3,15.2
Chris Hogan (FA),WR,53,3.31,66.04,0,0.0,16,106.2,6.6
Dante Pettis (NYG),WR,45,3.75,60.0,1,0.08,12,103.5,8.6
David Moore (FA),WR,52,3.25,50.0,1,0.06,16,101.0,6.3
Tre'Quan Smith (NO),WR,44,2.93,63.64,0,0.0,15,100.7,6.7
Josh Reynolds (DET),WR,53,3.31,54.72,2,0.12,16,100.0,6.3
Robert Foster (DAL),WR,45,3.46,60.0,0,0.0,13,99.1,7.6
Michael Gallup (DAL),WR,68,4.25,48.53,0,0.0,16,97.7,6.1
Jarius Wright (FA),WR,59,3.69,72.88,2,0.12,16,97.6,6.1
Albert Wilson (MIA),WR,35,5.0,74.29,8,1.14,7,96.8,13.8
Chris Conley (HOU),WR,52,3.25,61.54,0,0.0,16,91.4,5.7
Cordarrelle Patterson (ATL),WR,28,1.87,75.0,42,2.8,15,90.5,6.0
Keelan Cole Sr. (NYJ),WR,70,4.38,54.29,0,0.0,16,89.1,5.6
Taywan Taylor (FA),WR,56,4.31,66.07,0,0.0,13,87.6,6.7
Marquise Goodwin (CHI),WR,43,3.91,53.49,4,0.36,11,87.4,7.9
Quincy Enunwa (FA),WR,68,6.18,55.88,1,0.09,11,86.9,7.9
Randall Cobb (GB),WR,61,6.78,62.3,0,0.0,9,86.4,9.6
John Ross (NYG),WR,58,4.46,36.21,4,0.31,13,84.9,6.5
Jamison Crowder (NYJ),WR,50,5.56,58.0,4,0.44,9,82.8,9.2
Phillip Dorsett II (SEA),WR,42,2.62,76.19,4,0.25,16,81.9,5.1
Jermaine Kearse (FA),WR,76,5.43,48.68,0,0.0,14,80.1,5.7
Dontrelle Inman (FA),WR,39,4.33,71.79,0,0.0,9,76.4,8.5
Demarcus Robinson (KC),WR,33,2.06,66.67,0,0.0,16,74.8,4.7
Ryan Grant (FA),WR,52,3.71,67.31,0,0.0,14,74.4,5.3
Tajae Sharpe (ATL),WR,47,2.94,55.32,1,0.06,16,71.2,4.5
Laquon Treadwell (JAC),WR,53,3.53,66.04,0,0.0,15,71.2,4.7
Aldrick Robinson (FA),WR,35,2.5,48.57,0,0.0,14,70.1,5.0
Ryan Switzer (CLE),WR,44,2.75,81.82,6,0.38,16,69.4,4.3
Kelvin Benjamin (FA),WR,67,4.47,37.31,0,0.0,15,69.0,4.6
Zach Pascal (IND),WR,46,2.88,58.7,2,0.12,16,66.8,4.2
DaeSean Hamilton (DEN),WR,46,3.29,65.22,0,0.0,14,66.3,4.7
Keke Coutee (IND),WR,41,6.83,68.29,3,0.5,6,62.7,10.5
Geronimo Allison (DET),WR,30,6.0,66.67,0,0.0,5,62.3,12.5
Breshad Perriman (TB),WR,25,2.5,64.0,4,0.4,10,62.2,6.2
Jordan Matthews (SF),WR,28,2.0,71.43,0,0.0,14,62.0,4.4
Allen Hurns (MIA),WR,36,2.25,55.56,0,0.0,16,61.5,3.8
DeVante Parker (MIA),WR,47,4.27,51.06,0,0.0,11,60.9,5.5
Jaron Brown (ARI),WR,19,1.19,73.68,0,0.0,16,60.6,3.8
Jakeem Grant Sr. (CHI),WR,34,3.4,61.76,1,0.1,10,60.3,6.0
Tim Patrick (DEN),WR,41,2.56,56.1,3,0.19,16,60.2,3.8
Bruce Ellington (FA),WR,42,6.0,73.81,1,0.14,7,59.6,8.5
Maurice Harris (FA),WR,47,3.92,59.57,2,0.17,12,59.4,5.0
Paul Richardson Jr. (FA),WR,35,5.0,57.14,2,0.29,7,59.1,8.4
Pierre Garcon (FA),WR,45,5.62,53.33,0,0.0,8,58.6,7.3
Trent Taylor (CIN),WR,40,2.86,65.0,0,0.0,14,55.5,4.0
Equanimeous St. Brown (GB),WR,36,3.0,58.33,1,0.08,12,54.3,4.5
Terrelle Pryor Sr. (FA),WR,30,3.75,53.33,1,0.12,8,53.1,6.6
Ted Ginn Jr. (FA),WR,30,6.0,56.67,3,0.6,5,52.5,10.5
Isaiah McKenzie (BUF),WR,30,3.75,60.0,10,1.25,8,52.5,6.6
TJ Jones (FA),WR,26,1.73,73.08,0,0.0,15,50.0,3.3
Torrey Smith (FA),WR,30,2.73,56.67,0,0.0,11,50.0,4.5
Chris Moore (HOU),WR,25,1.56,76.0,5,0.31,16,46.3,2.9
Trent Sherfield (SF),WR,28,2.15,67.86,0,0.0,13,46.0,3.5
Martavis Bryant (FA),WR,27,3.38,70.37,3,0.38,8,45.9,5.7
Keith Kirkwood (CAR),WR,21,2.62,61.9,0,0.0,8,45.9,5.7
James Washington (PIT),WR,38,2.71,42.11,0,0.0,14,43.7,3.1
DeAndre Carter (WAS),WR,25,1.79,88.0,1,0.07,14,42.3,3.0
Bennie Fowler III (SF),WR,27,2.7,59.26,0,0.0,10,41.9,4.2
Chad Williams (FA),WR,46,4.6,36.96,1,0.1,10,41.0,4.1
Russell Shepard (FA),WR,19,1.58,52.63,0,0.0,12,40.8,3.4
Travis Benjamin (SF),WR,24,2.0,50.0,7,0.58,12,40.7,3.4
Tavon Austin (JAC),WR,13,1.86,61.54,6,0.86,7,39.5,5.6
Justin Hardy (CHI),WR,22,1.38,63.64,0,0.0,16,39.3,2.5
Brandon LaFell (FA),WR,16,2.67,75.0,0,0.0,6,37.5,6.3
Cody Core (FA),WR,28,2.0,46.43,0,0.0,14,37.0,2.6
Alex Erickson (CAR),WR,29,1.81,68.97,3,0.19,16,36.9,2.3
Marcell Ateman (LV),WR,31,4.43,48.39,0,0.0,7,36.4,5.2
Cody Latimer (FA),WR,16,2.67,68.75,0,0.0,6,36.0,6.0
Josh Bellamy (FA),WR,25,1.56,56.0,0,0.0,16,33.7,2.1
Deonte Thompson (FA),WR,30,2.31,56.67,0,0.0,13,33.1,2.5
Marvin Hall (FA),WR,19,1.19,52.63,2,0.12,16,30.9,1.9
Austin Carr (FA),WR,14,1.0,64.29,0,0.0,14,30.7,2.2
Brandon Marshall (FA),WR,23,3.29,47.83,0,0.0,7,30.6,4.4
D.J. Chark Jr. (JAC),WR,32,2.91,43.75,0,0.0,11,29.4,2.7
Andre Holmes (FA),WR,24,1.6,54.17,0,0.0,15,29.2,1.9
Michael Floyd (FA),WR,24,1.85,41.67,0,0.0,13,28.0,2.2
Damion Ratley (DAL),WR,20,1.54,65.0,0,0.0,13,27.4,2.1
Richie James Jr. (SF),WR,14,1.08,64.29,0,0.0,13,26.0,2.0
Andy Jones (NYG),WR,24,3.0,45.83,0,0.0,8,25.0,3.1
Cameron Meredith (FA),WR,10,1.67,90.0,0,0.0,6,24.4,4.1
Deontay Burnett (FA),WR,15,3.0,66.67,0,0.0,5,24.3,4.9
Brandon Powell (LAR),WR,17,2.83,64.71,1,0.17,6,24.3,4.1
Jake Kumerow (BUF),WR,11,2.2,72.73,0,0.0,5,24.3,4.9
Andre Roberts (LAC),WR,18,1.12,55.56,2,0.12,16,23.9,1.5
Trey Quinn (FA),WR,10,3.33,90.0,1,0.33,3,22.5,7.5
Darius Jennings (DET),WR,15,0.94,73.33,1,0.06,16,22.1,1.4
Marcus Johnson (TEN),WR,8,1.6,75.0,1,0.2,5,22.0,4.4
Eli Rogers (FA),WR,14,4.67,85.71,1,0.33,3,21.5,7.2
Vyncint Smith (NYJ),WR,10,1.43,50.0,0,0.0,7,20.1,2.9
Leonte Carroo (FA),WR,4,0.44,50.0,1,0.11,9,18.8,2.1
Brice Butler (FA),WR,10,1.25,60.0,0,0.0,8,18.0,2.3
Cameron Batson (TEN),WR,11,1.0,72.73,1,0.09,11,16.3,1.5
Tommylee Lewis (NO),WR,3,0.43,100.0,2,0.29,7,14.0,2.0
J.J. Nelson (IND),WR,19,1.36,36.84,4,0.29,14,13.4,1.0
Kevin White (NO),WR,8,0.89,50.0,0,0.0,9,13.2,1.5
Corey Coleman (FA),WR,8,1.0,62.5,1,0.12,8,12.6,1.6
De'Anthony Thomas (FA),WR,5,1.0,60.0,1,0.2,5,12.5,2.5
Russell Gage (ATL),WR,10,0.67,60.0,0,0.0,15,12.3,0.8
Kamar Aiken (FA),WR,7,1.4,85.71,0,0.0,5,11.3,2.3
Dwayne Harris (FA),WR,6,0.4,100.0,2,0.13,15,11.2,0.7
Noah Brown (DAL),WR,8,1.0,62.5,0,0.0,8,10.4,1.3
Rashad Greene (FA),WR,8,1.0,75.0,0,0.0,8,10.0,1.3
Bobo Wilson (FA),WR,5,1.0,80.0,0,0.0,5,9.2,1.8
Derrick Willies (CLE),WR,5,1.0,60.0,0,0.0,5,9.1,1.8
Jawill Davis (FA),WR,8,1.14,50.0,0,0.0,7,8.0,1.1
Chad Beebe (FA),WR,4,1.33,100.0,0,0.0,3,7.9,2.6
Auden Tate (CIN),WR,12,1.71,33.33,0,0.0,7,7.5,1.1
Rishard Matthews (FA),WR,9,1.12,55.56,0,0.0,8,7.4,0.9
Javon Wims (LV),WR,5,1.25,80.0,0,0.0,4,7.2,1.8
Ray-Ray McCloud (PIT),WR,6,0.6,83.33,2,0.2,10,7.0,0.7
Jalen Tolliver (FA),WR,6,2.0,50.0,0,0.0,3,6.7,2.2
Shelton Gibson (CAR),WR,3,0.2,33.33,0,0.0,15,5.8,0.4
Justin Hunter (FA),WR,13,2.6,23.08,0,0.0,5,5.1,1.0
Brian Quick (FA),WR,3,0.5,100.0,0,0.0,6,4.8,0.8
Charone Peake (FA),WR,3,0.23,66.67,0,0.0,13,4.5,0.3
Malik Turner (DAL),WR,3,0.5,66.67,0,0.0,6,4.0,0.7
Terrance Williams (FA),WR,3,1.0,66.67,0,0.0,3,3.8,1.3
Nick Williams (FA),WR,5,1.25,40.0,0,0.0,4,3.7,0.9
KhaDarel Hodge (DET),WR,3,0.21,66.67,0,0.0,14,3.7,0.3
River Cracraft (SF),WR,2,0.25,50.0,0,0.0,8,3.4,0.4
Brandon Zylstra (CAR),WR,2,0.12,50.0,0,0.0,16,3.3,0.2
Gehrig Dieter (KC),WR,3,0.75,33.33,0,0.0,4,3.2,0.8
Jeremy Kerley (FA),WR,4,4.0,50.0,0,0.0,1,2.7,2.7
Tim White (FA),WR,1,0.33,100.0,0,0.0,3,2.4,0.8
Sammie Coates (FA),WR,2,0.17,50.0,0,0.0,12,2.2,0.2
Josh Malone (FA),WR,5,0.56,20.0,0,0.0,9,2.2,0.2
Justin Hardee (NYJ),WR,1,0.06,100.0,0,0.0,16,2.0,0.1
Victor Bolden Jr. (FA),WR,4,0.67,25.0,0,0.0,6,2.0,0.3
Cam Phillips (FA),WR,1,0.5,100.0,0,0.0,2,1.9,1.0
Darvin Kidsy (FA),WR,2,1.0,50.0,0,0.0,2,1.8,0.9
Keon Hatcher (FA),WR,2,0.67,50.0,0,0.0,3,1.8,0.6
Damiere Byrd (CHI),WR,2,0.25,50.0,0,0.0,8,1.8,0.2
Allen Lazard (GB),WR,1,1.0,100.0,0,0.0,1,1.7,1.7
Marcus Kemp (KC),WR,2,0.12,50.0,0,0.0,16,1.7,0.1
J'Mon Moore (ATL),WR,3,0.25,66.67,0,0.0,12,1.5,0.1
Justin Watson (TB),WR,3,0.25,33.33,0,0.0,12,1.5,0.1
Jehu Chesson (FA),WR,2,0.17,50.0,1,0.08,12,1.3,0.1
Darrius Heyward-Bey (FA),WR,2,0.14,50.0,1,0.07,14,1.2,0.1
Cedrick Wilson Jr. (DAL),WR,0,,,0,,0,0.0,0.0
Jester Weah (CHI),WR,0,,,0,,0,0.0,0.0
Devin Duvernay (BAL),WR,0,,,0,,0,0.0,0.0
KJ Hamler (DEN),WR,0,,,0,,0,0.0,0.0
Brandon Aiyuk (SF),WR,0,,,0,,0,0.0,0.0
Justin Jefferson (MIN),WR,0,,,0,,0,0.0,0.0
Laviska Shenault Jr. (JAC),WR,0,,,0,,0,0.0,0.0
DeVonta Smith (PHI),WR,0,,,0,,0,0.0,0.0
Braxton Berrios (NYJ),WR,0,,,0,,0,0.0,0.0
Jalen Reagor (PHI),WR,0,,,0,,0,0.0,0.0
Van Jefferson (LAR),WR,0,,,0,,0,0.0,0.0
Michael Pittman Jr. (IND),WR,0,,,0,,0,0.0,0.0
Aaron Fuller (SEA),WR,0,,,0,,0,0.0,0.0
Donovan Peoples-Jones (CLE),WR,0,,,0,,0,0.0,0.0
Quintez Cephus (DET),WR,0,,,0,,0,0.0,0.0
Joe Reed (LAC),WR,0,,,0,,0,0.0,0.0
Deon Cain (PHI),WR,0,,,0,,0,0.0,0.0
Kalija Lipscomb (TEN),WR,0,,,0,,0,0.0,0.0
Gabriel Davis (BUF),WR,0,,,0,,0,0.0,0.0
Isaiah Hodgins (BUF),WR,0,,,0,,0,0.0,0.0
James Proche II (BAL),WR,0,,,0,,0,0.0,0.0
Denzel Mims (NYJ),WR,0,,,0,,0,0.0,0.0
Antonio Gandy-Golden (WAS),WR,0,,,0,,0,0.0,0.0
Tee Higgins (CIN),WR,0,,,0,,0,0.0,0.0
KJ Hill Jr. (LAC),WR,0,,,0,,0,0.0,0.0
John Hightower (PHI),WR,0,,,0,,0,0.0,0.0
Chris Lacy (FA),WR,1,1.0,0.0,0,0.0,1,0.0,0.0
Damion Willis (WAS),WR,0,,,0,,0,0.0,0.0
Tom Kennedy (DET),WR,0,,,0,,0,0.0,0.0
Da'Mari Scott (FA),WR,0,0.0,,0,0.0,3,0.0,0.0
Thomas Ives (CHI),WR,0,,,0,,0,0.0,0.0
D.J. Montgomery (NYJ),WR,0,,,0,,0,0.0,0.0
Jeff Badet (LV),WR,0,,,0,,0,0.0,0.0
Quadree Henderson (FA),WR,0,0.0,,0,0.0,5,0.0,0.0
Dylan Cantrell (WAS),WR,0,,,0,,0,0.0,0.0
Daurice Fountain (FA),WR,0,0.0,,0,0.0,1,0.0,0.0
Jerry Jeudy (DEN),WR,0,,,0,,0,0.0,0.0
Gunner Olszewski (NE),WR,0,,,0,,0,0.0,0.0
CeeDee Lamb (DAL),WR,0,,,0,,0,0.0,0.0
Tyler Simmons (PIT),WR,0,,,0,,0,0.0,0.0
Jaylon Moore (BAL),WR,0,,,0,,0,0.0,0.0
Isaiah Zuber (CLE),WR,0,,,0,,0,0.0,0.0
Darnell Mooney (CHI),WR,0,,,0,,0,0.0,0.0
Kendall Hinton (DEN),WR,0,,,0,,0,0.0,0.0
Tylan Wallace (BAL),WR,0,,,0,,0,0.0,0.0
Amon-Ra St. Brown (DET),WR,0,,,0,,0,0.0,0.0
Rondale Moore (ARI),WR,0,,,0,,0,0.0,0.0
Rashod Bateman (BAL),WR,0,,,0,,0,0.0,0.0
Jaylen Waddle (MIA),WR,0,,,0,,0,0.0,0.0
Ja'Marr Chase (CIN),WR,0,,,0,,0,0.0,0.0
Isaiah Coulter (CHI),WR,0,,,0,,0,0.0,0.0
Kristian Wilkerson (NE),WR,0,,,0,,0,0.0,0.0
Chris Rowland (TEN),WR,0,,,0,,0,0.0,0.0
JoJo Ward (CLE),WR,0,,,0,,0,0.0,0.0
Lance Lenoir Jr. (FA),WR,0,0.0,,0,0.0,7,0.0,0.0
Jalen McCleskey (NO),WR,0,,,0,,0,0.0,0.0
Josh Pearson (TB),WR,0,,,0,,0,0.0,0.0
Travis Jonsen (DET),WR,0,,,0,,0,0.0,0.0
Derrick Dillon (NYG),WR,0,,,0,,0,0.0,0.0
Rysen John (NYG),WR,0,,,0,,0,0.0,0.0
Manasseh Bailey (NYJ),WR,0,,,0,,0,0.0,0.0
Kirk Merritt (MIA),WR,0,,,0,,0,0.0,0.0
Nick Westbrook-Ikhine (TEN),WR,0,,,0,,0,0.0,0.0
Tarik Black (IND),WR,0,,,0,,0,0.0,0.0
Jauan Jennings (SF),WR,0,,,0,,0,0.0,0.0
Lynn Bowden Jr. (MIA),WR,0,,,0,,0,0.0,0.0
Juwan Johnson (NO),WR,0,,,0,,0,0.0,0.0
Quartney Davis (IND),WR,0,,,0,,0,0.0,0.0
Binjimen Victor (BAL),WR,0,,,0,,0,0.0,0.0
Tyler Vaughns (PIT),WR,0,,,0,,0,0.0,0.0
Marquez Callaway (NO),WR,0,,,0,,0,0.0,0.0
Easop Winston Jr. (NO),WR,0,,,0,,0,0.0,0.0
Stephen Sullivan (CAR),WR,0,,,0,,0,0.0,0.0
Malcolm Perry (NE),WR,0,,,0,,0,0.0,0.0
Chris Finke (KC),WR,0,,,0,,0,0.0,0.0
Cody White (PIT),WR,0,,,0,,0,0.0,0.0
Dezmon Patmon (IND),WR,0,,,0,,0,0.0,0.0
Ja'Marcus Bradley (CLE),WR,0,,,0,,0,0.0,0.0
Freddie Swain (SEA),WR,0,,,0,,0,0.0,0.0
Quez Watkins (PHI),WR,0,,,0,,0,0.0,0.0
K.J. Osborn (MIN),WR,0,,,0,,0,0.0,0.0
Aaron Parker (CAR),WR,0,,,0,,0,0.0,0.0
Mason Kinsey (TEN),WR,0,,,0,,0,0.0,0.0
Lawrence Cager (CLE),WR,0,,,0,,0,0.0,0.0
Tyrie Cleveland (DEN),WR,0,,,0,,0,0.0,0.0
Trishton Jackson (MIN),WR,0,,,0,,0,0.0,0.0
Steven Sims Jr. (PIT),WR,0,,,0,,0,0.0,0.0
De'Mornay Pierson-El (DEN),WR,0,,,0,,0,0.0,0.0
Cam Sims (WAS),WR,0,0.0,,0,0.0,1,0.0,0.0
Caleb Scott (LV),WR,0,,,0,,0,0.0,0.0
Andy Isabella (ARI),WR,0,,,0,,0,0.0,0.0
Janarion Grant (FA),WR,0,0.0,,0,0.0,2,0.0,0.0
Parris Campbell (IND),WR,0,,,0,,0,0.0,0.0
Steven Mitchell Jr. (FA),WR,0,0.0,,0,0.0,1,0.0,0.0
DeMichael Harris (IND),WR,0,,,0,,0,0.0,0.0
Davion Davis (HOU),WR,0,,,0,,0,0.0,0.0
DeAndre Thompkins (GB),WR,0,,,0,,0,0.0,0.0
Travis Fulgham (MIA),WR,0,,,0,,0,0.0,0.0
Jordan Veasy (HOU),WR,0,,,0,,0,0.0,0.0
Rico Gafford (DEN),WR,0,0.0,,0,0.0,1,0.0,0.0
Devin Ross (NE),WR,0,,,0,,0,0.0,0.0
Saeed Blacknall (FA),WR,0,0.0,,0,0.0,1,0.0,0.0
Terry McLaurin (WAS),WR,0,,,0,,0,0.0,0.0
D.K. Metcalf (SEA),WR,0,,,0,,0,0.0,0.0
A.J. Brown (TEN),WR,0,,,0,,0,0.0,0.0
Shaq Roland (CHI),WR,0,,,0,,0,0.0,0.0
Marquise Brown (BAL),WR,0,,,0,,0,0.0,0.0
N'Keal Harry (NE),WR,0,,,0,,0,0.0,0.0
Kelvin Harmon (WAS),WR,0,,,0,,0,0.0,0.0
Terry Godwin (JAC),WR,0,,,0,,0,0.0,0.0
Alexander Hollins (CLE),WR,0,,,0,,0,0.0,0.0
Hunter Renfrow (LV),WR,0,,,0,,0,0.0,0.0
Hakeem Butler (PHI),WR,0,,,0,,0,0.0,0.0
Collin Johnson (NYG),WR,0,,,0,,0,0.0,0.0
Deebo Samuel (SF),WR,0,,,0,,0,0.0,0.0
J.J. Arcega-Whiteside (PHI),WR,0,,,0,,0,0.0,0.0
Cody Thompson (SEA),WR,0,,,0,,0,0.0,0.0
Malik Taylor (GB),WR,0,,,0,,0,0.0,0.0
Kabion Ento (GB),WR,0,,,0,,0,0.0,0.0
Jody Fortson (KC),WR,0,,,0,,0,0.0,0.0
Olamide Zaccheaus (ATL),WR,0,,,0,,0,0.0,0.0
Trinity Benson (DET),WR,0,,,0,,0,0.0,0.0
Tyron Johnson (JAC),WR,0,,,0,,0,0.0,0.0
Jeff Smith (NYJ),WR,0,,,0,,0,0.0,0.0
Jalen Guyton (LAC),WR,0,,,0,,0,0.0,0.0
Jason Moore Jr. (LAC),WR,0,,,0,,0,0.0,0.0
Jayson Stanley (SEA),WR,0,,,0,,0,0.0,0.0
Byron Pringle (KC),WR,0,,,0,,0,0.0,0.0
Nsimba Webster (CHI),WR,0,,,0,,0,0.0,0.0
Alex Bachman (NYG),WR,0,,,0,,0,0.0,0.0
Malik Henry (NO),WR,0,,,0,,0,0.0,0.0
Deonte Harris (NO),WR,0,,,0,,0,0.0,0.0
Penny Hart (SEA),WR,0,,,0,,0,0.0,0.0
David Sills V (NYG),WR,0,,,0,,0,0.0,0.0
KeeSean Johnson (PHI),WR,0,,,0,,0,0.0,0.0
Miles Boykin (BAL),WR,0,,,0,,0,0.0,0.0
Bryan Edwards (LV),WR,0,,,0,,0,0.0,0.0
Steven Dunbar Jr. (FA),WR,0,0.0,,0,0.0,1,0.0,0.0
Tyler Johnson (TB),WR,0,,,0,,0,0.0,0.0
Chase Claypool (PIT),WR,0,,,0,,0,0.0,0.0
Stanley Morgan Jr. (CIN),WR,0,,,0,,0,0.0,0.0
Diontae Johnson (PIT),WR,0,,,0,,0,0.0,0.0
Preston Williams (MIA),WR,0,,,0,,0,0.0,0.0
Antoine Wesley (ARI),WR,0,,,0,,0,0.0,0.0
Anthony Ratliff-Williams (SEA),WR,0,,,0,,0,0.0,0.0
Jakobi Meyers (NE),WR,0,,,0,,0,0.0,0.0
Lil'Jordan Humphrey (NO),WR,0,,,0,,0,0.0,0.0
Mecole Hardman (KC),WR,0,,,0,,0,0.0,0.0
Greg Dortch (ARI),WR,0,,,0,,0,0.0,0.0
Ashton Dulin (IND),WR,0,,,0,,0,0.0,0.0
Trenton Irwin (CIN),WR,0,,,0,,0,0.0,0.0
John Ursua (SEA),WR,0,,,0,,0,0.0,0.0
Scotty Miller (TB),WR,0,,,0,,0,0.0,0.0
Bisi Johnson (MIN),WR,0,,,0,,0,0.0,0.0
Darius Slayton (NYG),WR,0,,,0,,0,0.0,0.0
Quinton Bell (ATL),WR,0,,,0,,0,0.0,0.0
Juwann Winfree (GB),WR,0,,,0,,0,0.0,0.0
Christian Blake (ATL),WR,0,,,0,,0,0.0,0.0
Matt Cole (CAR),WR,0,,,0,,0,0.0,0.0
Amari Rodgers (GB),WR,0,,,0,,0,0.0,0.0
Jaelon Darden (TB),WR,0,,,0,,0,0.0,0.0
Frank Darby (ATL),WR,0,,,0,,0,0.0,0.0
