Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
C.Johnson,DET,21.775000000000002,12.75,172.0625,28.24375,43.14875000000001,15,72.57,348.4
W.Welker,NE,18.677777777777784,11.11111111111111,86.27777777777777,28.493333333333332,25.702777777777783,7,60.73,336.20000000000005
B.Marshall,CHI,20.924999999999997,12.1875,150.6875,39.756875,49.671875,21,94.41,334.8
A.Johnson,HOU,17.983333333333334,10.055555555555555,111.77777777777777,28.385000000000005,39.85222222222222,9,70.47,323.70000000000005
M.Crabtree,SF,16.631578947368418,8.105263157894736,63.526315789473685,30.39842105263158,24.457894736842107,11,62.72,316.0
J.Jones,ATL,17.327777777777776,8.444444444444445,105.5,22.47611111111111,32.82000000000001,20,56.69,311.9
A.Green,CIN,18.294117647058822,10.294117647058824,141.2941176470588,31.33823529411765,47.26823529411765,24,80.1,311.0
D.Thomas,DEN,18.217647058823527,8.705882352941176,96.76470588235294,23.635882352941174,31.9564705882353,18,57.82,309.70000000000005
R.White,ATL,16.927777777777777,9.333333333333334,118.55555555555556,24.40888888888889,36.414444444444456,15,62.1,304.70000000000005
D.Bryant,DAL,18.900000000000002,8.75,104.25,21.268125,29.673125,12,52.67,302.4
R.Wayne,IND,17.170588235294115,12.529411764705882,133.64705882352942,32.282941176470594,34.25235294117647,16,72.4,291.9
E.Decker,DEN,16.735294117647058,7.764705882352941,87.41176470588235,21.677647058823528,28.003529411764703,16,52.12,284.5
T.Gonzalez,ATL,15.16111111111111,7.722222222222222,59.833333333333336,19.765,19.33444444444444,13,43.18,272.9
A.Boldin,BAL,13.963157894736844,7.842105263157895,90.6842105263158,23.51473684210527,26.6,12,53.89,265.3
V.Jackson,TB,16.1625,9.25,144.625,26.9025,42.26875,14,69.94,258.6
M.Colston,NO,16.15,8.125,87.8125,19.46625,25.558749999999996,11,47.09,258.4
V.Cruz,NYG,15.949999999999998,8.9375,96.625,27.256875,29.753124999999997,11,61.71,255.2
Ja.Jones,GB,14.952941176470588,6.470588235294118,70.58823529411765,18.589411764705883,24.598823529411764,13,45.1,254.2
J.Graham,NO,15.813333333333336,9.0,77.0,22.50133333333333,24.612666666666666,8,50.98,237.2
R.Cobb,GB,13.676470588235293,6.588235294117647,49.529411764705884,20.045294117647057,17.96294117647059,7,42.64,232.5
J.Witten,DAL,14.49375,9.3125,74.4375,22.6575,20.253750000000004,8,48.16,231.9
T.Smith,BAL,11.440000000000001,6.75,130.45,19.4455,35.99400000000001,17,54.36,228.8
St.Johnson,BUF,13.725,9.25,95.8125,29.536875000000002,40.90312500000001,9,72.94,219.60000000000002
D.Pitta,BAL,10.91,5.65,49.05,16.427,14.224,11,34.6,218.2
B.Lloyd,NE,12.072222222222221,8.5,109.27777777777777,20.604444444444447,30.468888888888884,12,52.23,217.3
M.Williams,TB,13.537500000000001,8.0625,102.125,22.529374999999995,28.638124999999995,20,53.84,216.60000000000002
S.Smith,CAR,13.4,8.625,114.5,28.256875,40.286875,12,70.59,214.4
L.Moore,NO,13.673333333333334,6.933333333333334,95.13333333333334,16.824,27.51066666666667,10,44.49,205.10000000000002
O.Daniels,HOU,12.047058823529412,7.647058823529412,58.8235294117647,21.417647058823533,22.405882352941177,7,47.81,204.8
H.Miller,PIT,13.386666666666667,6.8,49.46666666666667,18.802666666666664,15.899999999999999,11,39.33,200.8
R.Gronkowski,NE,16.666666666666668,6.833333333333333,69.0,17.622500000000002,20.508333333333333,13,40.79,200.0
J.Maclin,PHI,13.206666666666667,8.133333333333333,87.53333333333333,21.555999999999997,29.06266666666667,13,52.68,198.10000000000002
M.Austin,DAL,12.268749999999999,7.4375,91.875,18.209999999999997,25.17375,11,44.94,196.3
M.Wallace,PIT,13.053333333333336,7.933333333333334,108.06666666666666,21.762666666666668,34.091333333333324,15,56.51,195.8
C.Shorts,JAX,13.921428571428573,7.5,93.35714285714286,20.162857142857142,30.91142857142857,7,51.88,194.9
T.Hilton,IND,12.043750000000001,6.4375,75.0,15.749374999999999,17.971874999999997,7,36.2,192.7
B.Hartline,MIA,12.553333333333333,8.733333333333333,110.73333333333333,27.267333333333333,38.23733333333333,12,67.67,188.3
G.Tate,SEA,10.88235294117647,4.705882352941177,62.88235294117647,18.510588235294122,25.290588235294113,8,45.47,185.0
G.Olsen,CAR,11.500000000000002,6.5,57.8125,21.6925,21.466250000000006,5,47.57,184.0
D.Sproles,NO,14.130769230769232,8.0,3.6923076923076925,18.133846153846154,0.75,1,27.73,183.7
B.Myers,LV,11.474999999999998,6.5625,44.9375,16.195,13.244999999999997,7,33.56,183.60000000000002
J.Nelson,GB,13.1,6.214285714285714,78.78571428571429,17.63785714285714,27.887142857142855,6,45.98,183.4
J.Blackmon,JAX,11.29375,8.375,88.75,23.13875,28.748124999999998,7,54.83,180.7
S.Rice,SEA,10.027777777777779,5.277777777777778,73.83333333333333,19.918333333333333,27.93444444444445,15,49.43,180.5
L.Fitzgerald,ARI,10.924999999999999,9.75,103.0625,25.806249999999995,33.60312499999999,7,62.23,174.8
A.Brown,PIT,13.438461538461542,8.153846153846153,81.46153846153847,22.569999999999997,26.543846153846154,7,52.44,174.7
J.Gresham,CIN,10.023529411764706,5.9411764705882355,40.1764705882353,18.389411764705883,13.528235294117646,4,37.05,170.4
A.Roberts,ARI,11.326666666666664,7.6,72.73333333333333,19.582666666666668,24.326000000000008,2,46.4,169.9
V.Davis,SF,9.4,4.444444444444445,54.388888888888886,16.607777777777777,22.999444444444443,6,41.01,169.2
M.Floyd,LAC,11.957142857142857,6.071428571428571,88.35714285714286,17.747142857142858,36.10357142857143,9,51.89,167.4
D.Moore,LV,11.139999999999999,7.666666666666667,94.46666666666667,20.735999999999997,29.169333333333334,9,51.52,167.10000000000002
K.Rudolph,MIN,9.62941176470588,5.764705882352941,37.76470588235294,19.123529411764707,17.540588235294116,7,40.96,163.7
A.Hernandez,NE,13.425000000000002,8.833333333333334,62.833333333333336,20.540833333333328,16.769166666666667,7,42.55,161.10000000000002
J.Gordon,CLE,9.981249999999998,5.9375,78.6875,17.689375,31.758750000000003,4,48.77,159.7
D.Avery,IND,9.370588235294116,7.882352941176471,96.29411764705883,20.361176470588234,24.204705882352936,8,47.49,159.3
D.Bowe,KC,12.084615384615384,8.76923076923077,110.23076923076923,29.13769230769231,41.37769230769231,6,72.67,157.10000000000002
