RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
1,Le'Veon Bell (BAL),290,1361,4.7,81,8,8,83,105,854,10.3,3,0,16,370.5,23.2,10.5%,RB,395,24.6875
2,Lamar Miller (NO),216,1099,5.1,97,9,8,38,52,275,7.2,1,3,16,223.4,14.0,0.0%,RB,268,16.75
3,LeSean McCoy (FA),312,1319,4.2,53,9,5,28,37,155,5.5,0,3,16,199.4,12.5,2.0%,RB,349,21.8125
4,Mark Ingram II (NO),226,964,4.3,31,5,9,29,36,145,5.0,0,1,13,191.9,14.8,68.0%,RB,262,20.153846153846153
5,Giovani Bernard (TB),168,680,4.0,89,2,5,43,59,349,8.1,2,0,13,187.9,14.5,8.6%,RB,227,17.46153846153846
6,Alfred Morris (NYG),265,1074,4.1,30,9,8,17,26,155,9.1,0,0,16,187.9,11.7,0.0%,RB,291,18.1875
7,Frank Gore (FA),255,1106,4.3,52,5,4,11,19,111,10.1,1,2,16,158.7,9.9,12.1%,RB,274,17.125
8,Theo Riddick (LV),20,51,2.6,9,0,0,34,50,316,9.3,4,0,14,94.7,6.8,0.0%,RB,70,5.0
9,Jerick McKinnon (KC),113,538,4.8,55,4,0,27,41,135,5.0,0,0,11,94.3,8.6,1.7%,RB,154,14.0
10,Cordarrelle Patterson (ATL),10,117,11.7,67,2,1,33,67,384,11.6,1,1,16,93.1,5.8,95.1%,RB,77,4.8125
11,Devonta Freeman (BAL),65,248,3.8,31,2,1,30,37,225,7.5,1,1,16,87.3,5.5,50.9%,RB,102,6.375
12,Carlos Hyde (JAC),83,333,4.0,28,1,4,12,16,68,5.7,0,1,14,74.1,5.3,19.2%,RB,99,7.071428571428571
13,Damien Williams (CHI),36,122,3.4,19,0,0,21,27,187,8.9,1,0,16,57.9,3.6,10.1%,RB,63,3.9375
14,Kyle Juszczyk (SF),0,0,0.0,0,0,0,19,27,182,9.6,1,2,16,39.2,2.5,1.2%,RB,27,1.6875
15,Anthony Sherman (FA),2,8,4.0,4,0,0,10,14,71,7.1,1,0,16,23.9,1.5,0.0%,RB,16,1.0
16,Patrick DiMarco (FA),0,0,0.0,0,0,0,9,14,62,6.9,1,0,16,21.2,1.3,0.0%,RB,14,0.875
17,Rex Burkhead (HOU),9,27,3.0,10,0,1,7,10,49,7.0,0,0,9,20.6,2.3,0.9%,RB,19,2.111111111111111
18,Brandon Bolden (NE),28,89,3.2,17,0,1,2,6,8,4.0,0,0,16,17.7,1.1,32.6%,RB,34,2.125
