Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
M.Harrison,IND,16.904999999999998,5.6,60.75,25.065500000000004,32.3415,9,60.24,338.1
R.Wayne,IND,16.090000000000003,5.2,62.0,22.881999999999998,34.8825,7,58.74,321.8
T.Owens,DAL,16.811764705882357,5.176470588235294,49.05882352941177,26.314117647058826,30.10941176470588,8,60.55,285.8
T.Holt,LA,16.987500000000004,5.8125,57.3125,26.495000000000005,35.579375,9,64.65,271.8
C.Johnson,CIN,16.625,5.4375,64.5,26.896250000000002,38.51375,3,67.3,266.0
D.Driver,GB,16.56875,5.9375,55.125,26.047500000000003,40.043749999999996,5,67.1,265.1
L.Evans,BUF,16.2125,5.125,59.6875,30.114375,54.69000000000001,2,83.45,259.4
R.Williams,DET,15.937499999999998,5.125,61.25,21.505,36.4725,5,57.79,255.0
T.Houshmandzadeh,CIN,18.00714285714286,6.428571428571429,53.214285714285715,30.860714285714288,34.371428571428574,6,70.35,252.10000000000002
M.Colston,NO,17.828571428571433,5.714285714285714,54.42857142857143,24.94214285714286,37.42071428571428,5,63.61,249.60000000000002
A.Johnson,HOU,15.481250000000003,6.5,45.0625,30.893749999999997,9.370624999999999,5,52.9,247.7
P.Burress,NYG,15.481250000000001,4.4375,54.0,22.901874999999997,49.484375,8,68.99,247.7
S.Smith,CAR,19.04615384615385,6.384615384615385,55.84615384615385,30.46846153846154,45.51076923076924,4,77.56,247.60000000000002
L.Coles,NYJ,14.376470588235296,5.647058823529412,46.35294117647059,28.670588235294115,39.779411764705884,4,70.85,244.4
M.Furrey,DET,15.1625,6.125,52.4375,25.696875000000002,32.789375,6,61.5,242.60000000000002
J.Cotchery,NYJ,13.770588235294118,5.0588235294117645,40.8235294117647,26.441176470588236,34.138823529411766,2,63.56,234.10000000000002
A.Gates,LAC,13.5,4.529411764705882,41.05882352941177,26.46,30.702941176470592,6,61.18,229.5
D.Jackson,SEA,16.25,4.785714285714286,54.714285714285715,26.61571428571429,38.19714285714285,7,66.66,227.5
A.Boldin,ARI,14.20625,5.25,42.25,25.805625,31.865000000000002,1,61.01,227.3
J.Walker,DEN,14.0875,4.3125,47.1875,27.41125,44.89062499999999,6,72.54,225.4
T.Glenn,DAL,13.674999999999999,4.625,50.5,24.714999999999996,31.538124999999997,5,59.15,218.8
B.Berrian,CHI,12.547058823529412,3.9411764705882355,46.76470588235294,23.783529411764704,35.99588235294117,2,60.87,213.3
J.Galloway,TB,14.97857142857143,4.428571428571429,53.214285714285715,23.550714285714285,47.81857142857143,2,68.8,209.7
H.Ward,PIT,14.821428571428573,5.571428571428571,47.42857142857143,26.079285714285714,30.567857142857143,5,60.52,207.5
R.Bush,NO,11.511111111111113,5.5,5.722222222222222,24.228333333333335,3.592777777777777,1,38.86,207.2
T.Gonzalez,KC,12.856249999999998,4.875,37.5625,29.171875,31.975625,4,66.14,205.7
M.Clayton,BAL,12.005882352941178,4.294117647058823,38.470588235294116,20.405882352941177,27.259999999999998,1,49.69,204.10000000000002
R.Brown,PHI,11.97058823529412,3.411764705882353,40.1764705882353,18.380000000000003,30.82823529411765,4,49.15,203.5
I.Bruce,LA,12.624999999999998,4.75,51.8125,20.690625,31.095000000000002,3,52.8,202.0
R.Caldwell,NE,10.56842105263158,4.105263157894737,31.36842105263158,18.82157894736842,28.51631578947368,2,48.19,200.8
M.Muhammad,CHI,10.45263157894737,3.5789473684210527,39.63157894736842,19.064736842105265,27.73,4,48.01,198.60000000000002
L.Fitzgerald,ARI,15.238461538461536,5.230769230769231,57.84615384615385,24.78384615384615,36.51692307692308,4,62.74,198.10000000000002
K.Winslow,CLE,12.15625,5.5625,33.375,28.215625000000003,31.943125,1,64.68,194.5
T.Heap,BAL,11.258823529411767,4.529411764705882,31.941176470588236,22.92235294117647,25.124117647058824,4,51.97,191.4
S.Jackson,LA,12.573333333333336,6.0,12.733333333333333,23.981999999999996,5.541999999999999,0,39.85,188.60000000000002
B.Edwards,CLE,11.49375,3.75,37.4375,18.990625,30.6175,2,49.92,183.9
A.Crumpler,ATL,11.375,3.625,34.0,24.336875,29.232499999999998,7,56.97,182.0
B.Westbrook,PHI,10.447058823529412,4.9411764705882355,4.529411764705882,23.241764705882357,2.485294117647059,0,36.6,177.60000000000002
J.Shockey,NYG,10.987499999999999,4.375,28.75,23.251875,22.698749999999997,5,50.77,175.8
K.Johnson,CAR,10.96875,4.375,37.5,22.20625,37.056875,3,59.25,175.5
D.Stallworth,PHI,13.276923076923076,3.8461538461538463,52.30769230769231,18.880769230769232,36.46230769230769,3,53.84,172.60000000000002
S.Moss,WAS,12.157142857142857,4.0,39.42857142857143,23.494999999999997,35.72,1,60.25,170.2
E.Kennison,KC,10.562500000000002,3.3125,43.0625,19.058749999999996,33.259375,4,51.87,169.0
D.Branch,SEA,10.443750000000001,3.875,38.75,21.285625000000003,26.055625,3,50.17,167.10000000000002
C.Cooley,WAS,10.4125,3.625,20.125,22.274375,23.046250000000004,4,49.54,166.60000000000002
M.Booker,MIA,12.776923076923076,4.384615384615385,34.53846153846154,20.150769230769235,25.70307692307692,3,48.22,166.10000000000002
D.Clark,CHI,9.547058823529412,3.2941176470588234,30.470588235294116,16.30470588235294,21.282941176470587,4,39.36,162.3
D.Mason,BAL,9.9125,4.375,38.625,21.229375,30.179374999999997,2,52.97,158.60000000000002
J.Witten,DAL,9.064705882352941,3.9411764705882355,33.0,20.664705882352937,21.204705882352943,1,45.84,154.10000000000002
B.Watson,NE,9.4875,3.75,31.25,18.356875000000002,25.563125,2,45.43,151.8
