RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
71,Jamaal Charles (FA),69,296,4.3,19,0,1,23,28,129,5.6,0,2,14,67.5,4.8,0.1%,RB,97,6.928571428571429
72,Dalvin Cook (MIN),74,354,4.8,33,4,2,11,16,90,8.2,0,1,4,65.4,16.4,100.0%,RB,90,22.5
73,Damien Williams (CHI),46,181,3.9,69,1,0,20,28,155,7.8,1,0,11,59.6,5.4,10.1%,RB,74,6.7272727272727275
74,Danny Woodhead (FA),14,56,4.0,10,0,0,33,39,200,6.1,0,0,8,58.6,7.3,20.6%,RB,53,6.625
75,D'Onta Foreman (TEN),78,327,4.2,39,3,2,6,8,83,13.8,0,1,10,57.0,5.7,2.3%,RB,86,8.6
76,Benny Cunningham Jr. (FA),9,29,3.2,12,0,0,20,26,240,12.0,2,1,14,56.9,4.1,0.0%,RB,35,2.5
77,Mike Davis (ATL),68,240,3.5,33,3,0,15,18,131,8.7,0,0,6,52.1,8.7,70.9%,RB,86,14.333333333333334
78,Mike Tolbert (FA),66,247,3.7,25,1,1,14,17,78,5.6,0,1,12,50.5,4.2,0.0%,RB,83,6.916666666666667
79,Jacquizz Rodgers (FA),64,244,3.8,36,1,1,9,11,74,8.2,0,0,16,46.8,2.9,0.0%,RB,75,4.6875
80,Wendell Smallwood (WAS),47,174,3.7,26,2,1,13,18,103,7.9,0,0,8,46.7,5.8,0.0%,RB,65,8.125
81,Malcolm Brown (MIA),63,246,3.9,20,1,1,9,11,53,5.9,0,0,11,44.9,4.1,3.2%,RB,74,6.7272727272727275
82,Alfred Blue (FA),71,262,3.7,48,1,1,7,9,54,7.7,0,0,11,44.6,4.1,0.0%,RB,80,7.2727272727272725
83,Robert Kelley (FA),62,194,3.1,21,1,3,4,7,18,4.5,0,0,7,43.2,6.2,0.0%,RB,69,9.857142857142858
84,Corey Grant (FA),30,248,8.3,58,3,2,3,4,41,13.7,0,1,16,41.9,2.6,0.0%,RB,34,2.125
85,Kapri Bibbs (FA),21,79,3.8,16,0,0,14,17,128,9.1,1,0,3,40.7,13.6,0.1%,RB,38,12.666666666666666
86,Chris Carson (SEA),49,208,4.2,30,1,0,7,8,59,8.4,1,0,4,39.7,9.9,90.0%,RB,57,14.25
87,Travaris Cadet (FA),23,96,4.2,12,0,0,16,19,119,7.4,0,0,9,37.5,4.2,0.0%,RB,42,4.666666666666667
88,Elijhaa Penny (NYG),31,124,4.0,14,0,2,4,6,38,9.5,0,0,16,32.2,2.0,0.1%,RB,37,2.3125
89,D.J. Foster (FA),6,19,3.2,5,0,0,17,28,133,7.8,0,0,7,32.2,4.6,0.0%,RB,34,4.857142857142857
90,Thomas Rawls (FA),58,157,2.7,23,1,0,9,13,94,10.4,0,1,12,32.1,2.7,0.1%,RB,71,5.916666666666667
91,Tion Green (FA),42,165,3.9,33,1,2,2,2,14,7.0,0,0,5,31.9,6.4,0.0%,RB,44,8.8
92,Tommy Bohanon (BAL),5,5,1.0,3,0,2,6,11,43,7.2,1,0,16,28.8,1.8,0.0%,RB,16,1.0
93,Eddie Lacy (FA),69,179,2.6,19,0,0,6,6,47,7.8,0,0,9,28.6,3.2,0.3%,RB,75,8.333333333333334
94,Terrance West (FA),39,138,3.5,13,0,2,2,4,23,11.5,0,1,5,28.1,5.6,0.0%,RB,43,8.6
95,Robert Turbin (FA),23,53,2.3,7,0,1,9,11,56,6.2,0,0,6,25.9,4.3,0.0%,RB,34,5.666666666666667
96,Kenjon Barner (FA),16,57,3.6,18,0,1,5,8,56,11.2,0,0,13,22.3,1.7,0.0%,RB,24,1.8461538461538463
97,Paul Perkins (FA),41,90,2.2,14,0,0,8,10,46,5.8,0,0,11,21.6,2.0,0.0%,RB,51,4.636363636363637
98,C.J. Ham (MIN),7,13,1.9,3,0,1,7,8,68,9.7,0,0,16,21.1,1.3,0.1%,RB,15,0.9375
99,Chris Johnson (FA),45,114,2.5,11,0,0,5,6,43,8.6,0,0,4,20.7,5.2,0.6%,RB,51,12.75
100,Anthony Sherman (FA),14,40,2.9,9,0,1,6,8,47,7.8,0,0,16,20.7,1.3,0.0%,RB,22,1.375
101,Jamize Olawale (DAL),9,43,4.8,11,0,1,6,7,33,5.5,0,0,12,19.6,1.6,0.0%,RB,16,1.3333333333333333
102,Darren Sproles (FA),15,61,4.1,12,0,0,7,12,73,10.4,0,1,3,18.4,6.1,0.1%,RB,27,9.0
103,Fozzy Whittaker (FA),7,18,2.6,8,0,0,5,6,47,9.4,1,0,12,17.5,1.5,0.0%,RB,13,1.0833333333333333
104,Jeremy Hill (FA),37,116,3.1,13,0,0,4,4,16,4.0,0,0,7,17.2,2.5,0.0%,RB,41,5.857142857142857
105,C.J. Prosise (FA),11,23,2.1,8,0,0,6,11,87,14.5,0,0,5,17.0,3.4,0.0%,RB,22,4.4
106,Branden Oliver (FA),35,83,2.4,26,1,0,6,11,26,4.3,0,0,8,16.9,2.1,0.0%,RB,46,5.75
107,Stevan Ridley (FA),26,108,4.2,21,1,1,0,0,0,0.0,0,0,2,16.8,8.4,0.0%,RB,26,13.0
108,Cameron Artis-Payne (FA),18,95,5.3,43,1,1,1,1,2,2.0,0,0,13,16.7,1.3,0.0%,RB,19,1.4615384615384615
109,Terron Ward (FA),30,129,4.3,17,0,0,3,3,14,4.7,0,1,14,15.3,1.1,0.0%,RB,33,2.357142857142857
110,Andy Janovich (CLE),6,12,2.0,4,0,1,4,6,35,8.8,0,0,16,14.7,0.9,0.1%,RB,12,0.75
111,Roosevelt Nix (FA),3,0,0.0,1,0,1,2,3,6,3.0,1,0,16,14.6,0.9,0.0%,RB,6,0.375
112,James Conner (ARI),32,144,4.5,23,1,0,0,1,0,0.0,0,0,14,14.4,1.0,94.8%,RB,33,2.357142857142857
113,David Johnson (HOU),11,23,2.1,6,0,0,6,9,67,11.2,0,1,1,13.1,13.1,25.8%,RB,20,20.0
114,Tyler Ervin (FA),4,12,3.0,6,0,0,8,11,38,4.8,0,0,4,13.0,3.3,0.0%,RB,15,3.75
115,De'Angelo Henderson Sr. (FA),7,13,1.9,5,0,0,2,2,36,18.0,1,0,5,12.9,2.6,0.0%,RB,9,1.8
116,Byron Marshall (FA),9,32,3.6,11,0,0,6,8,36,6.0,0,0,4,12.8,3.2,0.1%,RB,17,4.25
117,Aaron Ripkowski (FA),5,13,2.6,4,0,0,7,10,39,5.6,0,0,16,12.2,0.8,0.0%,RB,15,0.9375
118,Lance Dunbar (FA),11,51,4.6,12,0,1,1,3,1,1.0,0,0,4,12.2,3.1,0.0%,RB,14,3.5
119,Zach Line (FA),7,28,4.0,9,0,0,2,5,8,4.0,1,0,12,11.6,1.0,0.0%,RB,12,1.0
120,Trey Edmunds (PIT),9,48,5.3,41,1,1,0,0,0,0.0,0,0,16,10.8,0.7,0.0%,RB,9,0.5625
121,James Develin (FA),0,0,0.0,0,0,0,6,10,38,6.3,0,0,16,9.8,0.6,0.0%,RB,10,0.625
122,Patrick DiMarco (FA),2,-2,-1.0,0,0,0,7,10,28,4.0,0,0,16,9.6,0.6,0.0%,RB,12,0.75
123,Akeem Hunt (FA),8,23,2.9,11,0,0,4,7,31,7.8,0,0,15,9.4,0.6,0.0%,RB,15,1.0
124,Brian Hill (CLE),11,37,3.4,11,0,0,2,2,36,18.0,0,0,7,9.3,1.3,0.2%,RB,13,1.8571428571428572
125,Zach Zenner (FA),14,26,1.9,14,0,1,0,1,0,0.0,0,0,8,8.6,1.1,0.0%,RB,15,1.875
126,Tre Madden (FA),0,0,0.0,0,0,0,2,2,65,32.5,0,0,8,8.5,1.1,0.1%,RB,2,0.25
127,Brandon Bolden (NE),13,67,5.2,20,1,0,1,4,7,7.0,0,0,16,8.4,0.5,32.6%,RB,17,1.0625
128,Matt Dayes (FA),5,13,2.6,4,0,0,4,5,29,7.3,0,0,16,8.1,0.5,0.0%,RB,10,0.625
129,Derek Watt (PIT),6,24,4.0,17,0,0,2,3,35,17.5,0,0,16,7.9,0.5,0.1%,RB,9,0.5625
130,Dwayne Washington (NO),20,44,2.2,6,0,0,2,2,14,7.0,0,0,5,7.8,1.6,0.1%,RB,22,4.4
131,Keith Smith (ATL),0,0,0.0,0,0,0,5,5,26,5.2,0,0,16,7.6,0.5,0.0%,RB,5,0.3125
132,Jay Prosch (FA),0,0,0.0,0,0,0,4,4,31,7.8,0,0,16,7.1,0.4,0.0%,RB,4,0.25
133,Bobby Rainey (FA),1,2,2.0,2,0,0,5,7,18,3.6,0,0,4,7.0,1.8,0.0%,RB,8,2.0
134,Marcus Murphy (FA),7,41,5.9,25,1,0,2,2,7,3.5,0,0,1,6.8,6.8,0.0%,RB,9,9.0
135,Jalston Fowler (FA),2,4,2.0,3,0,1,0,1,0,0.0,0,0,10,6.4,0.6,0.0%,RB,3,0.3
136,De'Veon Smith (FA),0,0,0.0,0,0,0,3,3,27,9.0,0,0,5,5.7,1.1,0.0%,RB,3,0.6
137,Fitzgerald Toussaint (FA),6,25,4.2,7,0,0,2,3,9,4.5,0,0,6,5.4,0.9,0.0%,RB,9,1.5
138,Josh Ferguson (FA),1,5,5.0,5,0,0,3,4,16,5.3,0,0,10,5.1,0.5,0.0%,RB,5,0.5
139,Mack Brown (FA),8,29,3.6,11,0,0,1,1,11,11.0,0,0,4,5.0,1.3,0.0%,RB,9,2.25
140,Danny Vitale (FA),0,0,0.0,0,0,0,3,5,19,6.3,0,0,15,4.9,0.3,0.0%,RB,5,0.3333333333333333
141,Derrick Coleman (FA),2,8,4.0,5,0,0,2,7,20,10.0,0,0,16,4.8,0.3,0.1%,RB,9,0.5625
142,Senorise Perry (FA),8,30,3.8,12,0,0,1,1,3,3.0,0,0,16,4.3,0.3,0.0%,RB,9,0.5625
143,Michael Burton (KC),4,9,2.3,7,0,0,2,4,8,4.0,0,0,16,3.7,0.2,0.1%,RB,8,0.5
144,Andre Williams (FA),9,25,2.8,7,0,0,0,0,0,0.0,0,0,8,2.5,0.3,0.0%,RB,9,1.125
145,Taiwan Jones (BUF),0,0,0.0,0,0,0,1,2,11,11.0,0,0,8,2.1,0.3,0.0%,RB,2,0.25
146,David Fluellen (FA),4,21,5.3,10,0,0,0,1,0,0.0,0,0,16,2.1,0.1,0.0%,RB,5,0.3125
147,Ryan Hewitt (FA),0,0,0.0,0,0,0,2,2,22,11.0,0,0,13,1.6,0.1,0.0%,RB,2,0.15384615384615385
148,Matt Jones (FA),5,14,2.8,5,0,0,0,0,0,0.0,0,0,5,1.4,0.3,0.0%,RB,5,1.0
149,LeShun Daniels (FA),3,14,4.7,8,0,0,0,0,0,0.0,0,0,4,1.4,0.4,0.0%,RB,3,0.75
150,Joe Kerridge (FA),0,0,0.0,0,0,0,1,1,3,3.0,0,0,4,1.3,0.3,0.0%,RB,1,0.25
151,Devante Mays (FA),4,1,0.3,2,0,0,3,3,0,0.0,0,1,8,1.1,0.1,0.1%,RB,7,0.875
152,Raheem Mostert (SF),6,30,5.0,16,0,0,0,0,0,0.0,0,1,11,1.0,0.1,14.3%,RB,6,0.5454545454545454
153,Terrell Watson (FA),5,8,1.6,3,0,0,0,0,0,0.0,0,0,10,0.8,0.1,0.0%,RB,5,0.5
154,John Kuhn (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%,RB,1,0.5
155,Justin Davis (FA),1,1,1.0,1,0,0,0,0,0,0.0,0,0,4,0.1,0.0,0.0%,RB,1,0.25
156,Antonio Gibson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.0%,RB,0,
157,JaMycal Hasty (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,RB,0,
158,James Robinson (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.7%,RB,0,
159,Ty'Son Williams (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.8%,RB,0,
160,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
161,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
162,Jason Huntley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
163,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
164,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
165,Jermar Jefferson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,RB,0,
166,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
167,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
168,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,RB,0,
169,Mekhi Sargent (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
170,Demetric Felton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.9%,RB,0,
171,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
172,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
173,Gabe Nabers (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
174,Malcolm Perry (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
175,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
176,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
177,Chuba Hubbard (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,50.7%,RB,0,
178,Antonio Williams (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
179,Reggie Gilliam (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
180,Cameron Scarlett (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
181,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
182,Jonathan Ward (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
183,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
184,Scottie Phillips (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
185,Josh Jacobs (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.6%,RB,0,
186,Patrick Laird (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
187,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
188,Miles Sanders (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,72.6%,RB,0,
189,Devin Singletary (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,69.3%,RB,0,
190,David Montgomery (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,91.7%,RB,0,
191,Damien Harris (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,91.5%,RB,0,
192,Ty Johnson (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,18.3%,RB,0,
193,Dalyn Dawkins (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
194,Alec Ingold (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
195,Travis Homer (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
196,Benny Snell Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,RB,0,
197,Trayveon Williams (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
198,Darrell Henderson Jr. (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.9%,RB,0,
199,Trevon Wesco (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
200,Ryquell Armstead (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
201,Aca'Cedric Ware (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
202,Qadree Ollison (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%,RB,0,
203,Dexter Williams (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
204,Mike Weber (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
205,Mike Boone (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
206,Donnie Ernsberger (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
207,Ryan Nall (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
