Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
T.Gurley,LA,15.029411764705886,17.058823529411764,83.0,63.52764705882352,62.463529411764696,19,1415.0,19.0,255.5
E.Elliott,DAL,12.341176470588236,20.58823529411765,95.17647058823529,74.84882352941177,76.8464705882353,8,1618.0,8.0,209.8
S.Michel,NE,12.418750000000003,17.5,79.1875,56.32562499999999,59.229375000000005,12,1267.0,12.0,198.7
S.Barkley,NYG,12.306249999999999,16.4375,81.6875,75.38437499999999,79.00687500000001,11,1309.0,11.0,196.9
A.Kamara,NO,10.676470588235293,13.0,57.0,45.864705882352936,49.16529411764707,14,975.0,14.0,181.5
D.Henry,TEN,11.11875,13.4375,66.1875,48.32875,49.471875,12,1059.0,12.0,177.9
C.Carson,SEA,11.419999999999998,17.4,78.06666666666666,51.54066666666667,54.34333333333334,9,1173.0,9.0,171.3
M.Mack,IND,12.185714285714287,16.428571428571427,78.71428571428571,59.24357142857143,62.04642857142857,10,1106.0,10.0,170.60000000000002
J.Conner,PIT,13.023076923076927,16.53846153846154,74.84615384615384,76.45769230769231,83.38461538461539,12,973.0,12.0,169.3
M.Gordon,LAC,11.87142857142857,14.428571428571429,67.14285714285714,60.02928571428571,60.31357142857142,12,942.0,12.0,166.2
J.Mixon,CIN,11.771428571428574,16.928571428571427,83.42857142857143,73.67928571428571,75.86285714285714,8,1168.0,8.0,164.8
P.Lindsay,DEN,10.513333333333332,12.866666666666667,69.13333333333334,52.596,56.77733333333333,9,1037.0,9.0,157.7
C.McCaffrey,CAR,9.487500000000002,13.6875,68.625,53.971250000000005,51.181875000000005,7,1098.0,7.0,151.8
J.Howard,CHI,8.882352941176471,15.294117647058824,57.05882352941177,53.26823529411764,48.642352941176476,9,970.0,9.0,151.0
N.Chubb,CLE,9.225000000000001,12.0,62.25,51.36687500000001,55.375625,8,996.0,8.0,147.60000000000002
A.Peterson,WAS,9.137500000000001,15.6875,65.125,58.20000000000001,50.105624999999996,7,1042.0,7.0,146.2
D.Johnson,ARI,8.512500000000001,16.1875,58.75,72.279375,72.8375,7,942.0,7.0,136.2
L.Miller,HOU,8.606666666666666,14.333333333333334,66.06666666666666,48.0,45.04266666666667,5,991.0,5.0,129.10000000000002
K.Hunt,KC,11.309090909090907,16.454545454545453,74.9090909090909,68.34454545454547,67.66727272727272,7,824.0,7.0,124.4
A.Jones,GB,10.066666666666666,11.083333333333334,60.666666666666664,52.74166666666667,54.77666666666667,8,728.0,8.0,120.8
P.Barber,TB,7.3187500000000005,14.625,54.4375,60.36,56.55,5,871.0,5.0,117.10000000000001
J.Allen,BUF,9.258333333333333,7.416666666666667,52.583333333333336,25.899166666666662,38.60666666666667,8,631.0,8.0,111.1
