Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
T.Gurley,LA,13.6625,18.3125,87.875,68.77437499999999,74.04124999999999,13,1406.0,13.0,218.6
L.Fournette,JAX,12.887500000000001,21.1875,80.125,66.15249999999999,57.158750000000005,13,1282.0,13.0,206.20000000000002
K.Hunt,KC,11.229411764705883,16.647058823529413,80.52941176470588,66.37588235294118,67.26764705882351,9,1369.0,9.0,190.9
M.Ingram,NO,10.505555555555553,13.833333333333334,65.05555555555556,50.99055555555556,53.94,12,1171.0,12.0,189.10000000000002
L.Bell,PIT,11.812500000000004,21.125,84.375,78.218125,82.93749999999999,9,1350.0,9.0,189.0
Jo.Howard,CHI,10.387500000000001,17.25,70.125,65.31187499999999,64.413125,9,1122.0,9.0,166.2
M.Gordon,LAC,10.281250000000002,17.75,69.0625,68.86875,68.25687500000001,8,1105.0,9.0,164.5
L.McCoy,BUF,9.25294117647059,18.0,71.3529411764706,58.90882352941178,54.163529411764706,6,1213.0,6.0,157.3
D.Freeman,ATL,9.2375,14.0,58.625,52.538125,51.9375,8,938.0,9.0,147.8
L.Murray,MIN,8.055555555555555,13.38888888888889,50.55555555555556,42.720000000000006,41.23222222222223,9,910.0,9.0,145.0
C.Hyde,SF,8.8625,15.0,58.625,59.7275,55.99812500000001,8,938.0,8.0,141.8
E.Elliott,DAL,14.030000000000001,24.2,98.3,78.354,66.84100000000001,7,983.0,7.0,140.3
D.Lewis,NE,7.321052631578948,11.210526315789474,54.26315789473684,41.13315789473683,48.23421052631578,6,1031.0,6.0,139.10000000000002
A.Kamara,NO,7.422222222222222,7.888888888888889,44.111111111111114,28.47888888888889,35.56555555555556,9,796.0,9.0,133.60000000000002
A.Collins,BAL,8.886666666666665,14.133333333333333,64.86666666666666,52.12533333333333,58.43399999999998,6,973.0,6.0,133.3
M.Lynch,LV,8.74,13.8,59.4,56.93133333333333,60.160000000000004,7,891.0,7.0,131.10000000000002
D.Henry,TEN,7.155555555555556,11.722222222222221,51.55555555555556,42.12277777777778,40.595555555555556,6,928.0,6.0,128.8
C.Newton,CAR,7.135294117647058,8.705882352941176,46.529411764705884,28.917058823529402,36.390588235294125,6,793.0,7.0,121.30000000000001
L.Blount,PHI,6.655555555555556,11.277777777777779,49.77777777777778,37.54666666666667,38.181666666666665,5,898.0,5.0,119.80000000000001
C.Anderson,DEN,7.418749999999999,15.3125,62.9375,52.010625000000005,50.815625000000004,3,1007.0,3.0,118.7
J.Ajayi,MIA,6.923529411764706,14.705882352941176,62.1764705882353,55.97,59.91294117647059,1,1057.0,2.0,117.7
F.Gore,IND,7.13125,16.3125,60.0625,56.470625,58.128125,3,961.0,3.0,114.10000000000001
J.Stewart,CAR,6.81875,13.0625,45.6875,43.03812500000001,36.493125,6,731.0,6.0,109.10000000000001
B.Powell,NYJ,7.146666666666666,11.866666666666667,51.46666666666667,45.06466666666666,49.524,5,772.0,5.0,107.2
L.Miller,HOU,6.675,14.875,55.5,53.66625,52.75374999999999,3,888.0,3.0,106.80000000000001
O.Darkwa,NYG,7.0200000000000005,11.466666666666667,50.06666666666667,44.878,47.298,5,753.0,5.0,105.3
T.Coleman,ATL,6.158823529411766,10.588235294117647,43.94117647058823,39.20823529411765,38.46235294117647,5,747.0,5.0,104.7
D.Murray,TEN,6.793333333333334,12.266666666666667,43.93333333333333,46.614000000000004,41.114000000000004,6,659.0,6.0,101.9
