Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
M.Muhammad,CAR,20.59375,9.75,0.0,30.316875000000003,,0,,329.5
T.Holt,LA,18.12222222222222,8.277777777777779,0.0,23.97111111111111,,0,,326.20000000000005
R.Wayne,IND,17.811111111111114,7.055555555555555,0.0,21.722777777777775,,0,,320.6
M.Harrison,IND,16.98888888888889,8.222222222222221,0.0,25.409999999999997,,0,,305.8
J.Walker,GB,17.876470588235293,8.764705882352942,0.0,22.904705882352943,,0,,303.9
T.Owens,PHI,20.146666666666665,9.4,0.0,27.847333333333328,,0,,302.20000000000005
J.Horn,NO,18.75625,9.625,0.0,30.026874999999997,,0,,300.1
D.Jackson,SEA,16.464705882352945,10.294117647058824,0.0,30.993529411764698,,0,,279.9
C.Johnson,CIN,17.275000000000002,10.625,0.0,33.56875,,0,,276.4
A.Gates,LAC,17.268749999999997,7.625,0.0,27.555625,,0,,276.3
D.Driver,GB,16.10588235294118,8.411764705882353,0.0,22.55117647058823,,0,,273.8
D.Bennett,TEN,16.91875,8.6875,0.0,24.260625000000005,,0,,270.7
T.Gonzalez,KC,16.8625,9.25,0.0,25.945624999999993,,0,,269.8
I.Bruce,LA,15.364705882352943,9.117647058823529,0.0,25.856470588235293,,0,,261.20000000000005
R.Smith,DEN,15.194117647058825,8.588235294117647,0.0,26.91176470588235,,0,,258.3
B.Stokley,IND,14.18888888888889,6.277777777777778,0.0,18.737777777777772,,0,,255.4
D.Mason,TEN,15.924999999999999,9.6875,0.0,27.544375,,0,,254.8
H.Ward,PIT,14.044444444444444,7.222222222222222,0.0,31.37888888888889,,0,,252.8
N.Burleson,MIN,13.766666666666667,6.388888888888889,0.0,17.78333333333333,,0,,247.8
M.Clayton,TB,15.08125,7.625,0.0,23.926250000000003,,0,,241.3
R.Moss,MIN,16.771428571428572,7.571428571428571,0.0,22.162857142857142,,0,,234.8
A.Johnson,HOU,14.325000000000001,8.625,0.0,30.275624999999998,,0,,229.2
J.Smith,JAX,14.200000000000001,8.5625,0.0,27.551875,,0,,227.2
B.Westbrook,PHI,13.931249999999999,7.0625,0.0,20.666875,,0,,222.9
E.Moulds,BUF,13.89375,9.5,0.0,34.410624999999996,,0,,222.3
J.Witten,DAL,13.825,7.6875,0.0,24.735,,0,,221.2
E.Kennison,KC,15.62857142857143,7.714285714285714,0.0,22.165714285714284,,0,,218.8
J.Porter,LV,13.6125,8.5625,0.0,24.058749999999996,,0,,217.8
A.Lelie,DEN,12.299999999999999,6.176470588235294,0.0,18.96117647058824,,0,,209.10000000000002
K.Johnson,DAL,12.725000000000001,7.75,0.0,24.572499999999998,,0,,203.60000000000002
D.Givens,NE,11.211111111111112,7.222222222222222,0.0,25.379444444444445,,0,,201.8
C.Chambers,MIA,13.266666666666667,9.333333333333334,0.0,25.47733333333333,,0,,199.0
T.Houshmandzadeh,CIN,12.986666666666668,7.266666666666667,0.0,21.889333333333333,,0,,194.8
L.Coles,WAS,11.937500000000002,10.5,0.0,33.02312499999999,,0,,191.0
