Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
M.Thomas,NO,20.122222222222224,9.5,75.55555555555556,28.939999999999998,33.75666666666667,10,67.04,362.20000000000005
D.Hopkins,HOU,20.40588235294118,10.176470588235293,116.76470588235294,32.66882352941177,45.17470588235294,20,80.63,346.9
J.Jones,ATL,20.543750000000003,10.625,148.5625,27.905,45.322500000000005,10,73.58,328.70000000000005
D.Adams,GB,21.85333333333334,11.333333333333334,127.06666666666666,29.395999999999997,38.032000000000004,18,70.72,327.8
T.Hill,KC,18.183333333333334,8.5,128.83333333333334,23.75944444444444,39.46000000000001,12,63.26,327.3
T.Kelce,KC,18.09444444444445,9.277777777777779,84.44444444444444,26.541666666666664,26.30388888888889,14,58.23,325.70000000000005
A.Brown,PIT,21.579999999999995,11.2,126.06666666666666,26.558000000000003,38.15133333333333,22,66.54,323.70000000000005
A.Thielen,MIN,19.03125,9.625,90.1875,25.26875,34.6,11,62.12,304.5
Z.Ertz,PHI,16.677777777777777,9.5,70.77777777777777,25.343333333333337,25.241666666666667,10,55.68,300.2
J.Smith-Schuster,PIT,18.21875,10.4375,91.3125,23.985,29.194374999999997,14,56.41,291.5
M.Evans,TB,17.9,8.6875,134.1875,22.775,33.36375,16,57.52,286.4
B.Cooks,LA,15.477777777777776,8.0,103.5,23.45222222222223,34.26000000000001,9,59.16,278.6
R.Woods,LA,14.636842105263156,8.368421052631579,88.36842105263158,24.743684210526315,30.182105263157904,8,58.24,278.1
K.Allen,LAC,16.24705882352941,8.823529411764707,79.17647058823529,27.70529411764706,32.377647058823534,8,64.22,276.20000000000005
T.Hilton,IND,16.78125,8.8125,98.0,24.189999999999998,35.089375,8,60.85,268.5
J.Edelman,NE,17.32,9.533333333333333,76.26666666666667,26.31266666666667,29.400666666666673,5,60.05,259.8
S.Diggs,MIN,17.220000000000002,10.0,85.73333333333333,26.124666666666666,30.559999999999995,12,60.58,258.3
G.Kittle,SF,15.993750000000002,8.625,62.25,26.951875,25.932499999999997,9,58.58,255.9
A.Cooper,LV,14.929411764705879,7.411764705882353,70.29411764705883,20.76294117647059,27.42235294117647,8,50.34,253.8
E.Ebron,IND,14.158823529411762,7.352941176470588,70.29411764705883,18.368823529411767,23.802352941176473,18,44.21,240.7
J.White,NE,12.589473684210528,7.894736842105263,14.789473684210526,21.486315789473686,5.029999999999999,4,35.75,239.2
T.Lockett,SEA,13.511764705882355,4.529411764705882,63.35294117647059,18.491176470588236,28.431764705882355,8,47.64,229.7
C.McCaffrey,CAR,14.35625,7.8125,5.25,22.809374999999996,2.51125,2,35.97,229.7
