PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Antonio Brown (TB),WR,181,11.31,71.27,4,0.25,16,380.9,23.8
Dez Bryant (FA),WR,137,8.56,64.23,0,0.0,16,316.0,19.8
Emmanuel Sanders (BUF),WR,141,8.81,71.63,8,0.5,16,301.8,18.9
Julio Jones (TEN),WR,163,10.87,63.8,1,0.07,15,297.4,19.8
Odell Beckham Jr. (LAR),WR,130,10.83,70.0,7,0.58,12,295.0,24.6
Randall Cobb (GB),WR,127,7.94,71.65,11,0.69,16,293.4,18.3
Alshon Jeffery (FA),WR,145,9.06,58.62,6,0.38,16,261.6,16.4
Golden Tate (FA),WR,144,9.0,68.75,5,0.31,16,259.1,16.2
T.Y. Hilton (IND),WR,131,8.73,62.6,2,0.13,15,258.5,17.2
Mike Evans (TB),WR,123,8.2,55.28,0,0.0,15,245.1,16.3
DeAndre Hopkins (ARI),WR,127,7.94,59.84,0,0.0,16,231.0,14.4
Julian Edelman (FA),WR,134,9.57,68.66,10,0.71,14,222.6,15.9
DeSean Jackson (LV),WR,95,6.33,58.95,4,0.27,15,209.6,14.0
A.J. Green (ARI),WR,116,8.92,59.48,2,0.15,13,205.3,15.8
Jordan Matthews (SF),WR,103,6.44,65.05,0,0.0,16,202.2,12.6
Sammy Watkins (BAL),WR,128,8.0,50.78,2,0.12,16,198.0,12.4
Jarvis Landry (CLE),WR,112,7.0,75.0,2,0.12,16,181.4,11.3
Mohamed Sanu Sr. (SF),WR,98,6.12,57.14,7,0.44,16,179.2,11.2
Kenny Stills (NO),WR,84,5.6,75.0,1,0.07,15,173.9,11.6
Robert Woods (LAR),WR,104,6.5,62.5,0,0.0,16,164.9,10.3
Allen Hurns (MIA),WR,97,6.06,52.58,0,0.0,16,154.7,9.7
Larry Fitzgerald (FA),WR,104,7.43,60.58,0,0.0,14,151.4,10.8
John Brown (JAC),WR,103,6.44,46.6,3,0.19,16,147.0,9.2
Brandin Cooks (HOU),WR,69,6.9,76.81,7,0.7,10,139.3,13.9
Allen Robinson II (CHI),WR,81,8.1,59.26,0,0.0,10,116.8,11.7
Chris Hogan (FA),WR,61,3.81,67.21,0,0.0,16,103.6,6.5
Davante Adams (GB),WR,66,4.12,57.58,0,0.0,16,100.6,6.3
Cole Beasley (BUF),WR,49,3.06,75.51,0,0.0,16,99.0,6.2
Donte Moncrief (HOU),WR,49,3.06,65.31,4,0.25,16,96.1,6.0
Andre Roberts (LAC),WR,73,4.56,49.32,2,0.12,16,91.4,5.7
Travis Benjamin (SF),WR,46,2.88,39.13,3,0.19,16,68.5,4.3
Josh Gordon (KC),WR,47,9.4,51.06,0,0.0,5,54.3,10.9
Danny Amendola (HOU),WR,42,2.62,64.29,0,0.0,16,53.0,3.3
Albert Wilson (MIA),WR,28,2.33,57.14,0,0.0,12,42.0,3.5
Ted Ginn Jr. (FA),WR,26,1.62,53.85,3,0.19,16,34.0,2.1
Adam Thielen (MIN),WR,13,0.81,61.54,0,0.0,16,27.7,1.7
Dwayne Harris (FA),WR,12,0.75,58.33,4,0.25,16,15.3,1.0
Marquise Goodwin (CHI),WR,9,0.9,11.11,3,0.3,10,6.0,0.6
Cody Latimer (FA),WR,4,0.5,50.0,0,0.0,8,4.3,0.5
Stanley Morgan Jr. (CIN),WR,0,,,0,,0,0.0,0.0
DeAndre Thompkins (GB),WR,0,,,0,,0,0.0,0.0
Travis Fulgham (MIA),WR,0,,,0,,0,0.0,0.0
Jason Moore Jr. (LAC),WR,0,,,0,,0,0.0,0.0
Nsimba Webster (CHI),WR,0,,,0,,0,0.0,0.0
Alex Bachman (NYG),WR,0,,,0,,0,0.0,0.0
Malik Henry (NO),WR,0,,,0,,0,0.0,0.0
Jalen Guyton (LAC),WR,0,,,0,,0,0.0,0.0
Deonte Harris (NO),WR,0,,,0,,0,0.0,0.0
Davion Davis (HOU),WR,0,,,0,,0,0.0,0.0
Jayson Stanley (SEA),WR,0,,,0,,0,0.0,0.0
Olamide Zaccheaus (ATL),WR,0,,,0,,0,0.0,0.0
Malik Taylor (GB),WR,0,,,0,,0,0.0,0.0
Terry McLaurin (WAS),WR,0,,,0,,0,0.0,0.0
Kabion Ento (GB),WR,0,,,0,,0,0.0,0.0
Damion Willis (WAS),WR,0,,,0,,0,0.0,0.0
Tom Kennedy (DET),WR,0,,,0,,0,0.0,0.0
Thomas Ives (CHI),WR,0,,,0,,0,0.0,0.0
Parris Campbell (IND),WR,0,,,0,,0,0.0,0.0
D.J. Montgomery (NYJ),WR,0,,,0,,0,0.0,0.0
Steven Sims Jr. (PIT),WR,0,,,0,,0,0.0,0.0
Ashton Dulin (IND),WR,0,,,0,,0,0.0,0.0
Scotty Miller (TB),WR,0,,,0,,0,0.0,0.0
Bisi Johnson (MIN),WR,0,,,0,,0,0.0,0.0
Darius Slayton (NYG),WR,0,,,0,,0,0.0,0.0
Quinton Bell (ATL),WR,0,,,0,,0,0.0,0.0
Juwann Winfree (GB),WR,0,,,0,,0,0.0,0.0
Mecole Hardman (KC),WR,0,,,0,,0,0.0,0.0
Miles Boykin (BAL),WR,0,,,0,,0,0.0,0.0
Bryan Edwards (LV),WR,0,,,0,,0,0.0,0.0
Lil'Jordan Humphrey (NO),WR,0,,,0,,0,0.0,0.0
Jakobi Meyers (NE),WR,0,,,0,,0,0.0,0.0
Tyler Johnson (TB),WR,0,,,0,,0,0.0,0.0
Chase Claypool (PIT),WR,0,,,0,,0,0.0,0.0
Anthony Ratliff-Williams (SEA),WR,0,,,0,,0,0.0,0.0
Antoine Wesley (ARI),WR,0,,,0,,0,0.0,0.0
Preston Williams (MIA),WR,0,,,0,,0,0.0,0.0
Diontae Johnson (PIT),WR,0,,,0,,0,0.0,0.0
KeeSean Johnson (PHI),WR,0,,,0,,0,0.0,0.0
John Ursua (SEA),WR,0,,,0,,0,0.0,0.0
Greg Dortch (ARI),WR,0,,,0,,0,0.0,0.0
Jody Fortson (KC),WR,0,,,0,,0,0.0,0.0
Trinity Benson (DET),WR,0,,,0,,0,0.0,0.0
Cody Thompson (SEA),WR,0,,,0,,0,0.0,0.0
Tyron Johnson (JAC),WR,0,,,0,,0,0.0,0.0
Jeff Smith (NYJ),WR,0,,,0,,0,0.0,0.0
Penny Hart (SEA),WR,0,,,0,,0,0.0,0.0
David Sills V (NYG),WR,0,,,0,,0,0.0,0.0
Trenton Irwin (CIN),WR,0,,,0,,0,0.0,0.0
Rondale Moore (ARI),WR,0,,,0,,0,0.0,0.0
Tyler Simmons (PIT),WR,0,,,0,,0,0.0,0.0
Jaylon Moore (BAL),WR,0,,,0,,0,0.0,0.0
Isaiah Zuber (CLE),WR,0,,,0,,0,0.0,0.0
Darnell Mooney (CHI),WR,0,,,0,,0,0.0,0.0
Tylan Wallace (BAL),WR,0,,,0,,0,0.0,0.0
Amon-Ra St. Brown (DET),WR,0,,,0,,0,0.0,0.0
Rashod Bateman (BAL),WR,0,,,0,,0,0.0,0.0
Kristian Wilkerson (NE),WR,0,,,0,,0,0.0,0.0
Jaylen Waddle (MIA),WR,0,,,0,,0,0.0,0.0
Ja'Marr Chase (CIN),WR,0,,,0,,0,0.0,0.0
Isaiah Coulter (CHI),WR,0,,,0,,0,0.0,0.0
Kirk Merritt (MIA),WR,0,,,0,,0,0.0,0.0
Nick Westbrook-Ikhine (TEN),WR,0,,,0,,0,0.0,0.0
Malcolm Perry (NE),WR,0,,,0,,0,0.0,0.0
Cody White (PIT),WR,0,,,0,,0,0.0,0.0
Dezmon Patmon (IND),WR,0,,,0,,0,0.0,0.0
Ja'Marcus Bradley (CLE),WR,0,,,0,,0,0.0,0.0
Freddie Swain (SEA),WR,0,,,0,,0,0.0,0.0
Kendall Hinton (DEN),WR,0,,,0,,0,0.0,0.0
K.J. Osborn (MIN),WR,0,,,0,,0,0.0,0.0
JoJo Ward (CLE),WR,0,,,0,,0,0.0,0.0
Jeff Cotton (JAC),WR,0,,,0,,0,0.0,0.0
J.J. Koski (LAR),WR,0,,,0,,0,0.0,0.0
