RANK,PLAYER,REC,TGT,YDS,Y/R,LG,20+,TD,RUSHING ATT,RUSHING YDS,RUSHING TD,FL,G,FPTS,FPTS/G,ROST,POS
58,J.J. Nelson (IND),34,74,568,16.7,80,9,6,4,83,1,1,15,139.1,9.3,0.0%,WR
59,Adam Humphries (WAS),55,83,622,11.3,42,7,2,5,18,0,0,15,133.0,8.9,0.7%,WR
60,Travis Benjamin (SF),47,75,677,14.4,54,10,4,2,-3,0,3,14,132.4,9.5,0.0%,WR
61,Chris Hogan (FA),38,58,680,17.9,79,11,4,3,9,0,1,15,128.9,8.6,0.0%,WR
62,Eli Rogers (FA),48,66,594,12.4,39,11,3,1,6,0,0,13,126.0,9.7,0.0%,WR
63,Terrance Williams (FA),44,61,594,13.5,47,6,4,0,0,0,1,16,125.4,7.8,0.0%,WR
64,Tyler Lockett (SEA),41,66,597,14.6,57,9,1,6,114,1,0,15,124.1,8.3,97.7%,WR
65,Tyler Boyd (CIN),54,81,603,11.2,30,9,1,4,58,0,1,16,124.1,7.8,69.5%,WR
66,Will Fuller V (MIA),47,92,635,13.5,53,11,2,1,-3,0,0,14,122.2,8.7,30.1%,WR
67,Robert Woods (LAR),51,76,613,12.0,34,10,1,1,6,0,0,13,118.9,9.1,60.6%,WR
68,Michael Floyd (FA),37,76,488,13.2,39,4,5,0,0,0,0,15,115.8,7.7,0.0%,WR
69,Brian Quick (FA),41,77,564,13.8,65,7,3,0,0,0,0,16,115.4,7.2,0.0%,WR
70,Robby Anderson (CAR),42,78,587,14.0,52,10,2,3,42,0,1,16,114.9,7.2,45.6%,WR
71,Cordarrelle Patterson (ATL),52,70,453,8.7,39,4,2,7,43,0,0,16,113.6,7.1,95.1%,WR
72,Seth Roberts (FA),38,77,397,10.4,41,5,5,0,0,0,0,16,111.7,7.0,0.0%,WR
73,Jeremy Maclin (FA),44,76,536,12.2,44,6,2,1,-1,0,0,12,109.5,9.1,0.0%,WR
74,Tajae Sharpe (ATL),41,83,522,12.7,34,7,2,1,1,0,0,16,105.3,6.6,3.5%,WR
75,John Brown (JAC),39,73,517,13.3,30,5,2,1,10,0,0,15,103.7,6.9,1.3%,WR
76,Donte Moncrief (HOU),30,56,307,10.2,39,3,7,1,-1,0,0,9,102.6,11.4,0.0%,WR
77,Victor Cruz (FA),39,72,586,15.0,48,10,1,0,0,0,1,15,101.6,6.8,0.1%,WR
78,Breshad Perriman (TB),33,66,499,15.1,53,8,3,1,2,0,0,16,101.1,6.3,0.8%,WR
79,Allen Hurns (MIA),35,76,477,13.6,42,9,3,0,0,0,0,11,100.7,9.2,0.0%,WR
80,Phillip Dorsett II (SEA),33,59,528,16.0,64,8,2,2,10,0,0,15,98.8,6.6,0.0%,WR
81,Jermaine Kearse (FA),41,89,510,12.4,36,7,1,0,0,0,0,16,98.1,6.1,0.0%,WR
82,Chris Conley (HOU),44,69,530,12.0,39,4,0,0,0,0,0,16,97.0,6.1,0.4%,WR
83,Malcolm Mitchell (FA),32,48,401,12.5,56,6,4,0,0,0,0,14,96.1,6.9,0.0%,WR
84,Corey Coleman (FA),33,73,413,12.5,58,4,3,2,10,0,0,10,93.3,9.3,0.0%,WR
85,Marquise Goodwin (CHI),29,68,431,14.9,84,3,3,0,0,0,0,15,90.1,6.0,0.2%,WR
86,Kendall Wright (FA),29,43,416,14.3,48,6,3,1,15,0,0,11,90.1,8.2,0.0%,WR
87,Nelson Agholor (NE),36,69,365,10.1,40,3,2,5,14,0,0,15,87.9,5.9,17.4%,WR
88,Dorial Green-Beckham (FA),36,74,392,10.9,26,5,2,0,0,0,0,15,87.2,5.8,0.4%,WR
89,Devin Funchess (FA),23,58,371,16.1,48,8,4,0,0,0,0,15,86.1,5.7,0.2%,WR
90,Andrew Hawkins (FA),33,54,324,9.8,33,5,3,2,0,0,0,16,83.4,5.2,0.0%,WR
91,Sammy Watkins (BAL),28,52,430,15.4,62,4,2,0,0,0,0,8,83.0,10.4,9.4%,WR
92,Albert Wilson (MIA),31,51,279,9.0,42,4,2,2,50,1,0,16,81.9,5.1,0.1%,WR
93,Eddie Royal (FA),33,43,369,11.2,64,3,2,0,0,0,0,9,81.9,9.1,0.0%,WR
94,Sammie Coates (FA),21,49,435,20.7,72,7,2,4,14,0,0,14,77.9,5.6,0.0%,WR
95,Quinton Patton (FA),37,63,408,11.0,45,4,0,0,0,0,0,14,77.8,5.6,0.2%,WR
96,Brandon Coleman (FA),26,38,281,10.8,38,2,3,0,0,0,0,16,72.1,4.5,0.0%,WR
97,Russell Shepard (FA),23,40,341,14.8,24,5,2,1,9,0,0,14,70.0,5.0,0.0%,WR
98,Danny Amendola (HOU),23,29,243,10.6,32,1,4,0,0,0,1,12,69.5,5.8,0.2%,WR
99,Kamar Aiken (FA),29,50,328,11.3,29,3,1,0,0,0,0,16,67.8,4.2,0.0%,WR
100,Justin Hardy (CHI),21,31,203,9.7,27,2,4,0,0,0,0,16,65.3,4.1,0.0%,WR
101,Torrey Smith (FA),20,49,267,13.4,53,4,3,0,0,0,0,12,64.7,5.4,0.0%,WR
102,Aldrick Robinson (FA),20,32,323,16.2,59,6,2,0,0,0,0,16,62.4,3.9,0.0%,WR
103,Corey Brown (FA),27,53,276,10.2,27,1,1,2,6,0,1,16,59.2,3.7,0.2%,WR
104,Bryan Walters (FA),24,34,231,9.6,23,1,2,1,4,0,1,10,57.5,5.8,0.0%,WR
105,Deonte Thompson (FA),22,36,249,11.3,24,2,2,0,0,0,1,16,56.9,3.6,0.0%,WR
106,Josh Bellamy (FA),19,38,282,14.8,31,6,1,4,37,0,0,16,56.9,3.6,0.0%,WR
107,Paul Richardson Jr. (FA),21,36,288,13.7,39,3,1,1,5,0,0,15,56.3,3.8,0.0%,WR
108,Brice Butler (FA),16,32,219,13.7,41,4,3,0,0,0,0,16,55.9,3.5,0.0%,WR
109,Justin Hunter (FA),10,24,189,18.9,64,3,4,0,0,0,0,13,52.9,4.1,0.0%,WR
110,Cobi Hamilton (FA),17,28,234,13.8,39,4,2,0,0,0,0,11,52.4,4.8,0.0%,WR
111,Rod Streater (FA),18,27,191,10.6,25,1,2,0,0,0,0,16,49.1,3.1,0.1%,WR
112,Jordan Taylor (FA),16,25,209,13.1,35,4,2,0,0,0,1,16,46.9,2.9,0.0%,WR
113,Chester Rogers (TEN),19,34,273,14.4,36,6,0,0,0,0,0,14,46.3,3.3,0.7%,WR
114,Andre Holmes (FA),14,25,126,9.0,23,2,3,0,0,0,0,16,44.6,2.8,0.0%,WR
115,Geronimo Allison (DET),12,22,202,16.8,39,3,2,0,0,0,0,10,44.2,4.4,0.0%,WR
116,Jordan Norwood (FA),21,35,232,11.0,36,3,1,1,0,0,3,14,44.2,3.2,0.0%,WR
117,Charone Peake (FA),19,35,186,9.8,27,1,0,0,0,0,0,15,43.6,2.9,0.0%,WR
118,Charles Johnson (FA),20,37,232,11.6,40,3,0,0,0,0,0,16,43.2,2.7,0.0%,WR
119,Darrius Heyward-Bey (FA),6,19,114,19.0,46,2,2,1,60,1,0,10,41.4,4.1,0.0%,WR
120,Eric Decker (FA),9,21,194,21.6,35,5,2,0,0,0,0,3,40.4,13.5,0.6%,WR
121,Kevin White (NO),19,36,187,9.8,32,1,0,1,9,0,0,4,38.6,9.7,0.0%,WR
122,Ricardo Louis (FA),18,35,205,11.4,42,3,0,0,0,0,0,16,38.5,2.4,0.0%,WR
123,Jalin Marshall (FA),14,23,162,11.6,27,3,2,0,0,0,2,10,38.2,3.8,0.0%,WR
124,Bennie Fowler III (SF),11,24,145,13.2,76,1,2,0,0,0,0,13,37.5,2.9,0.0%,WR
125,Cody Core (FA),17,27,200,11.8,50,3,0,0,0,0,0,8,37.0,4.6,0.0%,WR
126,Andre Roberts (LAC),14,25,188,13.4,44,3,1,0,0,0,1,16,36.8,2.3,0.0%,WR
127,Jeff Janis (FA),11,19,93,8.5,25,1,1,2,38,1,0,16,36.1,2.3,0.0%,WR
128,Harry Douglas (FA),15,22,210,14.0,35,5,0,0,0,0,0,11,36.0,3.3,0.0%,WR
129,Jaron Brown (ARI),11,22,187,17.0,51,3,1,0,0,0,0,7,35.7,5.1,0.0%,WR
130,Josh Huff (FA),16,23,113,7.1,17,0,1,4,15,0,0,10,34.8,3.5,0.0%,WR
131,Vincent Jackson (FA),15,32,173,11.5,18,0,0,0,0,0,0,5,32.3,6.5,0.0%,WR
132,Marquess Wilson (FA),9,16,160,17.8,35,3,1,0,0,0,0,3,31.0,10.3,0.0%,WR
133,Braxton Miller (FA),15,28,99,6.6,12,0,1,3,0,0,0,10,30.9,3.1,0.0%,WR
134,Andre Johnson (FA),9,23,85,9.4,20,1,2,0,0,0,0,8,29.5,3.7,0.0%,WR
135,Roger Lewis (FA),7,19,97,13.9,30,2,2,0,0,0,0,13,28.7,2.2,0.0%,WR
136,Freddie Martino (FA),8,11,142,17.8,43,2,1,0,0,0,0,13,28.2,2.2,0.1%,WR
137,Walter Powell (FA),14,25,142,10.1,35,1,0,0,0,0,0,9,28.2,3.1,0.0%,WR
138,Jaelen Strong (FA),14,24,131,9.4,36,1,0,0,0,0,0,8,27.1,3.4,0.0%,WR
139,Chris Harper (FA),13,21,133,10.2,19,0,0,0,0,0,0,9,26.3,2.9,0.0%,WR
140,Cecil Shorts (FA),11,27,152,13.8,22,2,0,0,0,0,0,9,26.2,2.9,0.0%,WR
141,Brandon Tate (FA),8,11,117,14.6,34,2,0,3,48,0,0,15,24.5,1.6,0.0%,WR
142,Jarius Wright (FA),11,14,67,6.1,11,0,1,0,0,0,0,8,23.7,3.0,0.0%,WR
143,James Wright (FA),13,19,106,8.2,15,0,0,2,-6,0,0,16,23.0,1.4,0.0%,WR
144,Arrelious Benn (FA),5,10,116,23.2,51,2,1,0,0,0,0,15,22.6,1.5,0.0%,WR
145,Pharoh Cooper (NYG),14,20,106,7.6,23,1,0,0,0,0,0,10,22.6,2.3,0.0%,WR
146,Paul Turner (FA),9,14,126,14.0,41,1,0,0,0,0,0,4,21.6,5.4,0.0%,WR
147,Brittan Golden (FA),8,14,82,10.3,22,1,1,0,0,0,1,12,20.2,1.7,0.0%,WR
148,Greg Salas (FA),4,6,89,22.3,71,1,1,0,0,0,0,2,18.9,9.5,0.0%,WR
149,Markus Wheaton (FA),4,9,51,12.8,30,1,1,0,0,0,0,3,17.1,5.7,0.0%,WR
150,Keith Mumphery (FA),10,12,69,6.9,11,0,0,0,0,0,0,11,16.9,1.5,0.0%,WR
151,Ryan Grant (FA),9,19,76,8.4,17,0,0,0,0,0,0,16,16.6,1.0,0.0%,WR
152,Demarcus Ayers (FA),6,13,53,8.8,15,0,1,2,-12,0,0,2,16.1,8.1,0.0%,WR
153,Tommylee Lewis (NO),7,11,76,10.9,26,1,0,3,11,0,0,12,15.7,1.3,0.0%,WR
154,Cody Latimer (FA),8,15,76,9.5,16,0,0,0,0,0,0,12,15.6,1.3,0.0%,WR
155,Maurice Harris (FA),8,12,66,8.3,15,0,0,0,0,0,0,10,14.6,1.5,0.0%,WR
156,TJ Jones (FA),5,14,93,18.6,36,2,0,0,0,0,0,3,14.3,4.8,0.0%,WR
157,Lucky Whitehead (FA),3,3,48,16.0,35,1,0,10,82,0,1,15,14.0,0.9,0.0%,WR
158,Aaron Burbridge (FA),7,16,88,12.6,24,1,0,0,0,0,1,16,13.8,0.9,0.0%,WR
159,Jeremy Ross (FA),4,4,37,9.3,15,0,1,0,0,0,0,6,13.7,2.3,0.0%,WR
160,Rashard Higgins (CLE),6,12,77,12.8,19,0,0,0,0,0,0,16,13.7,0.9,0.7%,WR
161,Chris Moore (HOU),7,16,46,6.6,13,0,0,3,19,0,0,15,13.5,0.9,0.1%,WR
162,Alex Erickson (CAR),6,8,71,11.8,20,1,0,0,0,0,0,16,13.1,0.8,0.0%,WR
163,Keenan Allen (LAC),6,7,63,10.5,15,0,0,0,0,0,0,1,12.3,12.3,99.0%,WR
164,Leonte Carroo (FA),3,6,29,9.7,15,0,1,0,0,0,0,14,11.9,0.9,0.0%,WR
165,Bryce Treggs (FA),3,12,80,26.7,58,1,0,2,7,0,0,9,11.7,1.3,0.0%,WR
166,Wendall Williams (FA),4,7,75,18.8,32,2,0,0,0,0,0,3,11.5,3.8,0.0%,WR
167,Nick Williams (FA),5,7,59,11.8,19,0,0,0,0,0,0,2,10.9,5.5,0.0%,WR
168,Trevor Davis (FA),3,7,24,8.0,9,0,1,0,0,0,1,11,9.4,0.9,0.0%,WR
169,Josh Doctson (FA),2,6,66,33.0,57,1,0,0,0,0,0,2,8.6,4.3,0.0%,WR
170,Johnny Holton (NYG),2,3,34,17.0,30,1,0,6,43,0,1,15,7.7,0.5,0.0%,WR
171,Quan Bray (FA),3,4,36,12.0,22,1,0,1,7,0,0,6,7.3,1.2,0.0%,WR
172,Michael Campanaro (FA),0,1,0,0.0,0,0,0,3,72,0,0,3,7.2,2.4,0.0%,WR
173,Tavarres King (FA),2,4,50,25.0,44,1,0,0,0,0,0,7,7.0,1.0,0.0%,WR
174,Bradley Marquez (FA),3,7,37,12.3,13,0,0,1,2,0,0,14,6.9,0.5,0.0%,WR
175,Dwayne Harris (FA),1,1,13,13.0,13,0,1,0,0,0,1,16,6.3,0.4,0.0%,WR
176,Rashad Greene (FA),5,8,32,6.4,9,0,0,0,0,0,1,8,6.2,0.8,0.0%,WR
177,Mike Thomas (CIN),3,9,37,12.3,16,0,0,0,0,0,1,15,4.7,0.3,0.1%,WR
178,Griff Whalen (FA),2,4,22,11.0,12,0,0,0,0,0,0,8,4.2,0.5,0.0%,WR
179,Percy Harvin (FA),2,4,6,3.0,5,0,0,1,11,0,0,2,3.7,1.9,0.1%,WR
180,Brenton Bersin (FA),2,6,17,8.5,10,0,0,0,0,0,0,10,3.7,0.4,0.0%,WR
181,Shane Wynn (FA),1,3,19,19.0,19,0,0,2,5,0,0,5,3.4,0.7,0.0%,WR
182,DeAndre Smelter (FA),1,1,23,23.0,23,1,0,0,0,0,0,2,3.3,1.7,0.0%,WR
183,Jeremy Butler (FA),2,2,11,5.5,6,0,0,0,0,0,0,4,3.1,0.8,0.0%,WR
184,Devin Smith (FA),0,0,0,0.0,0,1,0,0,0,0,0,4,3.0,0.8,0.0%,WR
185,Devin Street (FA),1,6,20,20.0,20,1,0,0,0,0,0,5,3.0,0.6,0.0%,WR
186,Damiere Byrd (CHI),1,1,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.1%,WR
187,Laquon Treadwell (JAC),1,3,15,15.0,15,0,0,0,0,0,0,9,2.5,0.3,0.0%,WR
188,Tony Washington (FA),1,1,9,9.0,9,0,0,0,0,0,0,2,1.9,1.0,0.0%,WR
189,Jared Abbrederis (FA),1,2,8,8.0,8,0,0,0,0,0,0,5,1.8,0.4,0.0%,WR
190,Rashad Ross (FA),1,1,8,8.0,8,0,0,0,0,0,0,5,1.8,0.4,0.0%,WR
191,Paul McRoberts (FA),1,1,6,6.0,6,0,0,0,0,0,0,2,1.6,0.8,0.0%,WR
192,Marc Mariani (FA),0,0,0,0.0,0,0,0,1,15,0,0,16,1.5,0.1,0.0%,WR
193,Jordan Payton (FA),1,3,3,3.0,3,0,0,0,0,0,0,4,1.3,0.3,0.0%,WR
194,Bralon Addison (FA),1,1,11,11.0,11,0,0,1,4,0,1,2,0.5,0.3,0.0%,WR
195,Marquez Callaway (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,36.8%,WR
196,Javon Wims (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
197,Equanimeous St. Brown (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,WR
198,Tyler Vaughns (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
199,Auden Tate (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
200,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
201,Tarik Black (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
202,Richie James Jr. (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
203,Easop Winston Jr. (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
204,Van Jefferson (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,46.6%,WR
205,Quartney Davis (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
206,Keke Coutee (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
207,Joe Reed (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
208,Binjimen Victor (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
209,DaeSean Hamilton (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
210,Jauan Jennings (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
211,Robert Foster (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
212,Lynn Bowden Jr. (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
213,Marquez Valdes-Scantling (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.6%,WR
214,Ray-Ray McCloud (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,WR
215,Juwan Johnson (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.6%,WR
216,Shaq Roland (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
217,Damion Ratley (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
218,Justin Jefferson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.8%,WR
219,DeVonta Smith (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,86.9%,WR
220,Laviska Shenault Jr. (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,47.4%,WR
221,Vyncint Smith (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
222,Jalen Reagor (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,16.8%,WR
223,Tee Higgins (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,90.4%,WR
224,Byron Pringle (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,WR
225,CeeDee Lamb (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.5%,WR
226,Jerry Jeudy (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,86.6%,WR
227,Brandon Aiyuk (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.9%,WR
228,KJ Hamler (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,WR
229,Antonio Gandy-Golden (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
230,Dylan Cantrell (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
231,Kalija Lipscomb (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
232,Gabriel Davis (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.4%,WR
233,Quintez Cephus (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,WR
234,James Proche II (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
235,Denzel Mims (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,WR
236,Jeff Badet (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
237,KJ Hill Jr. (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WR
238,Devin Duvernay (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,WR
239,John Hightower (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
240,Justin Watson (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
241,Russell Gage (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,25.5%,WR
242,Aaron Fuller (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
243,Donovan Peoples-Jones (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,23.3%,WR
244,Derrick Willies (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WR
245,Michael Pittman Jr. (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.5%,WR
