RANK,PLAYER,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,POS,IT,IT/G
16,Dalvin Cook (MIN),249,1159,4.7,66,0,6,34,49,224,6.6,0,2,13,206.3,15.9,100.0%,RB,298,22.923076923076923
17,Javonte Williams (DEN),203,903,4.4,49,0,4,43,53,316,7.3,3,1,17,204.9,12.1,92.7%,RB,256,15.058823529411764
18,Devin Singletary (BUF),188,870,4.6,46,0,7,40,50,228,5.7,1,0,17,197.8,11.6,89.1%,RB,238,14.0
19,David Montgomery (CHI),225,849,3.8,41,0,7,42,51,301,7.2,0,1,14,196.0,14.0,98.7%,RB,276,19.714285714285715
20,Darrel Williams (KC),144,558,3.9,21,0,6,47,57,452,9.6,2,0,17,196.0,11.5,79.6%,RB,201,11.823529411764707
21,Melvin Gordon III (DEN),203,918,4.5,70,0,8,28,38,213,7.6,2,3,16,195.2,12.2,87.8%,RB,241,15.0625
22,Derrick Henry (TEN),219,937,4.3,76,0,10,18,20,154,8.6,0,0,8,193.3,24.2,78.0%,RB,239,29.875
23,AJ Dillon (GB),187,803,4.3,36,0,5,34,37,313,9.2,2,1,17,185.6,10.9,87.4%,RB,224,13.176470588235293
24,James Robinson (JAC),164,767,4.7,58,0,8,31,46,222,7.2,0,2,14,173.9,12.4,76.3%,RB,210,15.0
25,Myles Gaskin (MIA),173,612,3.5,30,0,3,49,63,234,4.8,4,1,17,173.6,10.2,83.2%,RB,236,13.882352941176471
26,Elijah Mitchell (SF),207,963,4.7,39,0,5,19,20,137,7.2,1,0,12,165.0,13.8,88.5%,RB,227,18.916666666666668
27,Darrell Henderson Jr. (LAR),149,688,4.6,29,0,5,29,40,176,6.1,3,0,12,163.4,13.6,76.0%,RB,189,15.75
28,Tony Pollard (DAL),130,719,5.5,58,0,2,39,46,337,8.6,0,0,15,162.6,10.8,75.3%,RB,176,11.733333333333333
29,Michael Carter (NYJ),147,639,4.3,55,0,4,36,55,325,9.0,0,1,14,154.4,11.0,79.1%,RB,202,14.428571428571429
30,Saquon Barkley (NYG),162,593,3.7,41,0,2,41,57,263,6.4,2,1,14,148.6,10.6,97.6%,RB,219,15.642857142857142
31,Devonta Freeman (BAL),133,576,4.3,32,0,5,34,42,190,5.6,1,0,16,146.6,9.2,74.2%,RB,175,10.9375
32,Sony Michel (LAR),208,845,4.1,39,0,4,21,33,128,6.1,1,1,17,146.3,8.6,89.4%,RB,241,14.176470588235293
33,Devontae Booker (FA),145,593,4.1,31,0,2,40,45,268,6.7,1,0,16,144.1,9.0,23.3%,RB,190,11.875
34,Chase Edmonds (ARI),116,592,5.1,54,0,2,43,53,311,7.2,0,1,12,143.3,11.9,85.1%,RB,169,14.083333333333334
35,Mike Davis (ATL),138,503,3.6,18,0,3,44,58,259,5.9,1,3,17,138.2,8.1,49.7%,RB,196,11.529411764705882
36,Chuba Hubbard (CAR),172,612,3.6,26,0,5,25,37,174,7.0,1,1,16,137.6,8.6,58.1%,RB,209,13.0625
37,J.D. McKissic (WAS),48,212,4.4,15,0,2,43,53,397,9.2,2,0,11,127.9,11.6,32.9%,RB,101,9.181818181818182
38,Christian McCaffrey (CAR),99,442,4.5,18,0,1,37,41,343,9.3,1,0,7,127.5,18.2,47.2%,RB,140,20.0
39,Alexander Mattison (MIN),134,491,3.7,48,0,3,32,39,228,7.1,1,1,16,125.9,7.9,75.0%,RB,173,10.8125
40,Brandon Bolden (NE),44,226,5.1,24,0,1,41,49,405,9.9,2,0,16,124.1,7.8,10.7%,RB,93,5.8125
41,Kenneth Gainwell (PHI),68,291,4.3,18,0,5,33,50,253,7.7,1,1,16,123.4,7.7,12.8%,RB,118,7.375
42,Rashaad Penny (SEA),119,749,6.3,62,0,6,6,8,48,8.0,0,0,10,121.7,12.2,78.9%,RB,127,12.7
43,Jamaal Williams (DET),153,601,3.9,20,0,3,26,28,157,6.0,0,0,13,119.8,9.2,58.2%,RB,181,13.923076923076923
44,Miles Sanders (PHI),137,754,5.5,38,0,0,26,34,158,6.1,0,1,12,117.2,9.8,77.0%,RB,171,14.25
45,Ty Johnson (NYJ),61,238,3.9,24,0,2,34,55,372,10.9,2,1,15,117.0,7.8,15.8%,RB,116,7.733333333333333
46,Clyde Edwards-Helaire (KC),119,517,4.3,17,0,4,19,23,118,6.2,2,2,10,116.5,11.7,86.8%,RB,142,14.2
47,Rhamondre Stevenson (NE),133,606,4.6,21,0,5,14,18,123,8.8,0,1,12,114.9,9.6,50.4%,RB,151,12.583333333333334
48,Nyheim Hines (IND),56,276,4.9,34,0,2,40,57,310,7.8,1,2,17,112.6,6.6,44.8%,RB,113,6.647058823529412
49,Kareem Hunt (CLE),78,386,4.9,33,0,5,22,27,174,7.9,0,0,8,110.0,13.8,82.1%,RB,105,13.125
50,Mark Ingram II (NO),160,554,3.5,28,0,2,27,35,162,6.0,0,1,14,108.6,7.8,39.1%,RB,195,13.928571428571429
51,Zack Moss (BUF),96,345,3.6,17,0,4,23,32,197,8.6,1,1,13,105.2,8.1,36.8%,RB,128,9.846153846153847
52,Rex Burkhead (HOU),122,427,3.5,36,0,3,25,32,186,7.4,0,0,15,104.3,7.0,31.5%,RB,154,10.266666666666667
53,D'Ernest Johnson (CLE),100,534,5.3,30,0,3,19,25,137,7.2,0,0,13,104.1,8.0,18.7%,RB,125,9.615384615384615
54,Latavius Murray (BAL),119,501,4.2,46,0,6,10,13,75,7.5,0,0,14,103.6,7.4,22.2%,RB,132,9.428571428571429
55,Kenyan Drake (LV),63,254,4.0,21,0,2,30,40,291,9.7,1,0,12,102.5,8.5,29.4%,RB,103,8.583333333333334
56,Boston Scott (PHI),87,373,4.3,23,0,7,13,16,83,6.4,0,1,11,98.6,9.0,27.7%,RB,103,9.363636363636363
57,D'Onta Foreman (TEN),133,566,4.3,35,0,3,9,11,123,13.7,0,1,9,93.9,10.4,66.5%,RB,144,16.0
58,Ameer Abdullah (CAR),51,166,3.3,15,0,0,38,53,289,7.6,1,0,17,89.5,5.3,10.4%,RB,104,6.117647058823529
59,Justin Jackson (LAC),68,364,5.4,75,0,2,22,25,178,8.1,0,1,14,86.2,6.2,42.5%,RB,93,6.642857142857143
60,Samaje Perine (CIN),55,246,4.5,46,0,1,27,31,196,7.3,1,0,15,83.2,5.5,15.2%,RB,86,5.733333333333333
61,David Johnson (HOU),67,228,3.4,15,0,0,32,42,225,7.0,1,1,13,81.3,6.3,35.4%,RB,109,8.384615384615385
62,Ronald Jones II (TB),101,428,4.2,30,0,4,10,13,64,6.4,0,2,15,79.2,5.3,83.5%,RB,114,7.6
63,Khalil Herbert (CHI),103,433,4.2,29,0,2,14,16,96,6.9,0,0,16,78.9,4.9,13.4%,RB,119,7.4375
64,Kyle Juszczyk (SF),8,22,2.8,6,0,1,30,38,296,9.9,1,0,15,73.8,4.9,1.0%,RB,46,3.066666666666667
65,Jeremy McNichols (FA),41,156,3.8,14,0,0,28,38,240,8.6,1,0,13,73.6,5.7,7.6%,RB,79,6.076923076923077
66,Dontrell Hilliard (TEN),56,350,6.3,68,0,2,19,26,87,4.6,0,1,8,72.7,9.1,27.5%,RB,82,10.25
67,Alex Collins (SEA),108,411,3.8,25,0,2,9,10,87,9.7,0,1,11,68.8,6.3,18.8%,RB,118,10.727272727272727
68,Jordan Howard (PHI),86,406,4.7,25,0,3,2,5,19,9.5,0,0,7,62.5,8.9,18.7%,RB,91,13.0
69,Travis Homer (SEA),21,177,8.4,73,0,1,16,20,161,10.1,0,0,14,61.8,4.4,0.3%,RB,41,2.9285714285714284
70,Damien Williams (CHI),40,164,4.1,23,0,2,16,23,103,6.4,1,0,12,60.7,5.1,4.4%,RB,63,5.25
71,DeeJay Dallas (SEA),33,138,4.2,15,0,2,21,23,133,6.3,0,0,17,60.1,3.5,2.3%,RB,56,3.2941176470588234
72,Giovani Bernard (TB),8,58,7.3,24,0,0,23,29,123,5.3,3,0,10,59.1,5.9,5.4%,RB,37,3.7
73,Duke Johnson Jr. (MIA),71,330,4.6,27,0,3,4,5,41,10.3,0,0,5,59.1,11.8,7.4%,RB,76,15.2
74,Derrick Gore (KC),51,256,5.0,51,0,2,8,9,105,13.1,0,0,8,56.1,7.0,4.0%,RB,60,7.5
75,Jaret Patterson (WAS),68,266,3.9,13,0,2,10,12,73,7.3,0,0,14,55.9,4.0,23.7%,RB,80,5.714285714285714
76,Jeff Wilson Jr. (SF),79,294,3.7,17,0,2,7,8,31,4.4,0,0,9,51.5,5.7,56.1%,RB,87,9.666666666666666
77,Tevin Coleman (NYJ),84,356,4.2,20,0,0,11,16,49,4.5,0,0,11,51.5,4.7,18.5%,RB,100,9.090909090909092
78,Demetric Felton (CLE),7,24,3.4,12,0,0,18,21,181,10.1,2,0,15,50.5,3.4,0.7%,RB,28,1.8666666666666667
79,Dare Ogunbowale (JAC),43,137,3.2,12,0,1,13,21,114,8.8,1,0,13,50.1,3.9,31.1%,RB,64,4.923076923076923
80,Peyton Barber (LV),55,212,3.9,27,0,2,10,13,67,6.7,0,0,10,49.9,5.0,1.2%,RB,68,6.8
81,Chris Evans (CIN),17,77,4.5,13,0,0,15,17,151,10.1,2,0,9,49.8,5.5,0.5%,RB,34,3.7777777777777777
82,JaMycal Hasty (SF),16,68,4.3,21,0,1,23,29,157,6.8,0,1,11,49.5,4.5,4.2%,RB,45,4.090909090909091
83,Chris Carson (SEA),54,232,4.3,33,0,3,6,6,29,4.8,0,1,4,48.1,12.0,31.7%,RB,60,15.0
84,Carlos Hyde (FA),72,253,3.5,18,0,1,12,22,65,5.4,0,2,12,45.8,3.8,6.9%,RB,94,7.833333333333333
85,Phillip Lindsay (MIA),88,249,2.8,35,0,1,4,5,45,11.3,1,0,14,45.4,3.2,9.0%,RB,93,6.642857142857143
86,Matt Breida (BUF),26,125,4.8,28,0,1,7,9,72,10.3,2,1,7,42.7,6.1,8.2%,RB,35,5.0
87,Ty'Son Williams (BAL),35,185,5.3,35,0,1,9,12,84,9.3,0,0,8,41.9,5.2,5.2%,RB,47,5.875
88,Salvon Ahmed (MIA),54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,38.6,3.5,1.6%,RB,73,6.636363636363637
89,Le'Veon Bell (FA),39,101,2.6,12,0,2,5,7,30,6.0,1,0,8,38.1,4.8,5.4%,RB,46,5.75
90,Ke'Shawn Vaughn (TB),36,180,5.0,55,0,2,4,8,26,6.5,0,0,6,36.6,6.1,7.8%,RB,44,7.333333333333333
91,Elijhaa Penny (NYG),24,99,4.1,12,0,1,9,13,30,3.3,1,0,13,35.9,2.8,0.1%,RB,37,2.8461538461538463
92,Jerick McKinnon (KC),12,62,5.2,18,0,0,13,20,107,8.2,1,0,9,35.9,4.0,0.8%,RB,32,3.5555555555555554
93,Craig Reynolds (DET),55,230,4.2,35,0,0,7,8,52,7.4,0,0,5,35.2,7.0,12.7%,RB,63,12.6
94,Royce Freeman (HOU),56,169,3.0,13,0,0,10,16,77,7.7,0,0,12,34.6,2.9,5.2%,RB,72,6.0
95,C.J. Ham (MIN),7,34,4.9,30,0,0,17,18,125,7.4,0,0,15,32.9,2.2,0.1%,RB,25,1.6666666666666667
96,James White (NE),10,38,3.8,10,0,1,12,14,94,7.8,0,0,3,31.2,10.4,7.9%,RB,24,8.0
97,Ty Montgomery (NO),15,44,2.9,9,0,0,16,26,95,5.9,0,0,14,29.9,2.1,0.6%,RB,41,2.9285714285714284
98,Corey Clement (DAL),33,140,4.2,38,0,0,6,7,29,4.8,1,0,11,28.9,2.6,0.8%,RB,40,3.6363636363636362
99,Trey Sermon (SF),41,167,4.1,16,0,1,3,4,26,8.7,0,0,6,28.3,4.7,13.9%,RB,45,7.5
100,Eno Benjamin (ARI),34,118,3.5,21,0,1,6,7,42,7.0,0,0,8,28.0,3.5,1.2%,RB,41,5.125
101,Adrian Peterson (SEA),38,98,2.6,16,0,2,4,4,8,2.0,0,0,4,26.6,6.7,4.9%,RB,42,10.5
102,Jermar Jefferson (DET),15,74,4.9,28,0,2,4,5,23,5.8,0,0,5,25.7,5.1,6.7%,RB,20,4.0
103,Alec Ingold (LV),2,1,0.5,1,0,0,10,12,85,8.5,1,0,7,24.6,3.5,0.1%,RB,14,2.0
104,Jalen Richard (FA),9,40,4.4,23,0,0,12,14,72,6.0,0,0,9,23.2,2.6,0.7%,RB,23,2.5555555555555554
105,Kene Nwangwu (MIN),13,61,4.7,19,0,0,4,5,9,2.3,0,0,9,23.0,2.6,1.0%,RB,18,2.0
106,Malcolm Brown (MIA),33,125,3.8,24,0,1,3,5,10,3.3,0,0,6,22.5,3.8,3.6%,RB,38,6.333333333333333
107,Tony Jones Jr. (NO),54,142,2.6,11,0,0,5,8,29,5.8,0,0,10,22.1,2.2,2.9%,RB,62,6.2
108,Patrick Ricard (BAL),2,4,2.0,2,0,0,8,13,63,7.9,1,0,8,20.7,2.6,0.1%,RB,15,1.875
109,Jonathan Williams (WAS),17,79,4.6,23,0,1,4,6,28,7.0,0,0,5,20.7,4.1,0.6%,RB,23,4.6
110,Qadree Ollison (ATL),21,105,5.0,19,0,1,4,6,12,3.0,0,1,6,19.7,3.3,0.3%,RB,27,4.5
111,Austin Walter (NYJ),26,101,3.9,14,0,1,2,3,9,4.5,0,0,4,19.0,4.8,1.4%,RB,29,7.25
112,J.J. Taylor (NE),19,37,1.9,15,0,2,4,4,8,2.0,0,1,5,18.5,3.7,0.7%,RB,23,4.6
113,Godwin Igwebuike (DET),18,118,6.6,42,0,1,7,10,60,8.6,0,2,15,18.0,1.2,3.4%,RB,28,1.8666666666666667
114,Keith Smith (ATL),9,31,3.4,8,0,0,9,10,56,6.2,0,0,13,17.7,1.4,0.0%,RB,19,1.4615384615384615
115,Patrick Taylor Jr. (GB),23,89,3.9,12,0,1,2,2,3,1.5,0,0,5,17.2,3.4,0.3%,RB,25,5.0
116,Joshua Kelley (LAC),33,102,3.1,14,0,0,5,6,38,7.6,0,1,8,17.0,2.1,1.1%,RB,39,4.875
117,Larry Rountree III (LAC),36,87,2.4,13,0,1,1,2,-1,-1.0,0,0,10,15.6,1.6,0.7%,RB,38,3.8
118,Michael Burton (KC),8,26,3.3,7,0,1,3,3,31,10.3,0,0,10,14.7,1.5,0.1%,RB,11,1.1
119,Wayne Gallman Jr. (MIN),28,104,3.7,17,0,0,1,3,21,21.0,0,0,9,13.5,1.5,1.0%,RB,31,3.4444444444444446
120,Benny Snell Jr. (PIT),36,98,2.7,9,0,0,2,4,13,6.5,0,0,16,13.1,0.8,0.9%,RB,40,2.5
121,Marlon Mack (IND),28,101,3.6,22,0,0,2,5,8,4.0,0,0,6,12.9,2.2,1.6%,RB,33,5.5
122,Ryquell Armstead (JAC),15,80,5.3,26,0,0,3,4,16,5.3,0,0,2,12.6,6.3,0.0%,RB,19,9.5
123,Andy Janovich (CLE),2,0,0.0,1,0,1,3,4,9,3.0,0,0,6,11.9,2.0,0.1%,RB,6,1.0
124,Rodney Smith (FA),0,0,0.0,0,0,0,5,5,48,9.6,0,0,1,9.8,9.8,0.1%,RB,5,5.0
125,Jonathan Ward (ARI),9,33,3.7,7,0,0,3,4,34,11.3,0,0,9,9.7,1.1,0.1%,RB,13,1.4444444444444444
126,Johnny Stanton (CLE),3,5,1.7,3,0,0,2,2,7,3.5,1,0,3,9.2,3.1,0.0%,RB,5,1.6666666666666667
127,Alex Armah Jr. (WAS),5,21,4.2,9,0,0,1,1,1,1.0,1,0,10,9.2,0.9,0.0%,RB,6,0.6
128,Deon Jackson (IND),13,31,2.4,10,0,1,0,0,0,0.0,0,0,5,9.1,1.8,0.0%,RB,13,2.6
129,JaQuan Hardy (DAL),4,29,7.3,22,0,1,0,0,0,0.0,0,0,2,8.9,4.5,0.0%,RB,4,2.0
130,Wendell Smallwood (FA),5,25,5.0,13,0,0,4,5,22,5.5,0,0,2,8.7,4.4,0.0%,RB,10,5.0
131,Jakob Johnson (NE),0,0,0.0,0,0,0,4,5,43,10.8,0,0,7,8.3,1.2,0.0%,RB,5,0.7142857142857143
132,Mike Boone (DEN),4,35,8.8,16,0,0,2,2,22,11.0,0,0,3,7.7,2.6,1.5%,RB,6,2.0
133,Trayveon Williams (CIN),15,51,3.4,10,0,0,1,2,4,4.0,0,0,4,6.5,1.6,0.1%,RB,17,4.25
134,Kalen Ballage (PIT),12,36,3.0,13,0,0,2,7,8,4.0,0,0,9,6.4,0.7,0.1%,RB,19,2.111111111111111
135,Ito Smith (FA),1,4,4.0,4,0,1,0,0,0,0.0,0,0,1,6.4,6.4,0.0%,RB,1,1.0
136,Reggie Gilliam (BUF),3,3,1.0,2,0,0,3,5,23,7.7,0,0,8,5.6,0.7,0.0%,RB,8,1.0
137,Gabe Nabers (LAC),3,8,2.7,4,0,0,3,3,17,5.7,0,0,7,5.5,0.8,0.0%,RB,6,0.8571428571428571
138,Jaylen Samuels (ARI),5,9,1.8,3,0,0,3,4,14,4.7,0,0,3,5.3,1.8,0.1%,RB,9,3.0
139,Adam Prentice (NO),3,5,1.7,2,0,0,3,3,16,5.3,0,0,5,5.1,1.0,0.0%,RB,6,1.2
140,Patrick Laird (MIA),1,4,4.0,4,0,0,3,3,17,5.7,0,0,3,5.1,1.7,0.0%,RB,4,1.3333333333333333
141,Jason Huntley (PHI),13,51,3.9,18,0,0,0,1,0,0.0,0,0,1,5.1,5.1,0.2%,RB,14,14.0
142,Dwayne Washington (NO),4,16,4.0,5,0,0,2,2,12,6.0,0,0,8,4.8,0.6,0.1%,RB,6,0.75
143,Derek Watt (PIT),1,1,1.0,1,0,0,3,3,15,5.0,0,0,11,4.6,0.4,0.1%,RB,4,0.36363636363636365
144,Cam Akers (LAR),5,3,0.6,2,0,0,3,3,10,3.3,0,0,2,4.3,2.2,13.8%,RB,8,4.0
145,Scottie Phillips (HOU),6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,4.2,1.4,0.0%,RB,9,3.0
146,Kylin Hill (GB),10,24,2.4,8,0,0,1,2,5,5.0,0,0,8,3.9,0.5,0.2%,RB,12,1.5
147,Darrynton Evans (CHI),2,7,3.5,5,0,0,2,2,11,5.5,0,0,2,3.8,1.9,0.9%,RB,4,2.0
148,Reggie Bonnafon (WAS),1,4,4.0,4,0,0,2,2,12,6.0,0,0,1,3.6,3.6,0.0%,RB,3,3.0
149,Trey Ragas (LV),1,9,9.0,9,0,0,2,2,6,3.0,0,0,1,3.5,3.5,0.0%,RB,3,3.0
150,La'Mical Perine (NYJ),8,31,3.9,14,0,0,0,0,0,0.0,0,0,2,3.1,1.6,0.2%,RB,8,4.0
151,Nick Bawden (NYJ),0,0,0.0,0,0,0,1,1,20,20.0,0,0,1,3.0,3.0,0.0%,RB,1,1.0
152,Anthony McFarland Jr. (PIT),3,3,1.0,3,0,0,1,1,11,11.0,0,0,3,2.4,0.8,0.2%,RB,4,1.3333333333333333
153,Gary Brightwell (NYG),1,4,4.0,4,0,0,1,1,6,6.0,0,0,7,2.0,0.3,0.0%,RB,2,0.2857142857142857
154,Raheem Mostert (SF),2,20,10.0,11,0,0,0,0,0,0.0,0,0,1,2.0,2.0,13.0%,RB,2,2.0
155,Ryan Nall (CHI),1,4,4.0,4,0,0,1,1,4,4.0,0,0,5,1.8,0.4,0.0%,RB,2,0.4
156,Devine Ozigbo (NE),1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,2,1.4,0.7,0.0%,RB,2,1.0
157,John Kelly (CLE),2,13,6.5,11,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.0%,RB,2,2.0
158,Jacques Patrick (FA),2,12,6.0,8,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%,RB,2,2.0
159,Mekhi Sargent (JAC),5,11,2.2,3,0,0,0,1,0,0.0,0,0,5,1.1,0.2,0.5%,RB,6,1.2
160,Buddy Howell (LAR),5,11,2.2,4,0,0,0,0,0,0.0,0,0,5,1.1,0.2,0.0%,RB,5,1.0
161,Khari Blasingame (TEN),3,6,2.0,3,0,0,2,2,4,2.0,0,1,5,1.0,0.2,0.0%,RB,5,1.0
162,Damarea Crockett (DEN),3,7,2.3,6,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,RB,3,3.0
163,Jake Funk (LAR),2,5,2.5,6,0,0,0,0,0,0.0,0,0,5,0.5,0.1,0.2%,RB,2,0.4
164,Nathan Cottrell (JAC),1,3,3.0,3,0,0,0,0,0,0.0,0,0,3,0.3,0.1,0.0%,RB,1,0.3333333333333333
165,Antonio Williams (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
166,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,2,0,0.0,0,0,9,0.0,0.0,0.0%,RB,2,0.2222222222222222
167,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
168,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
169,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
170,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
171,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,RB,0,0.0
172,LeVante Bellamy (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
173,Dalyn Dawkins (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
174,Gus Edwards (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.6%,RB,0,
175,Justice Hill (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
176,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
177,Dexter Williams (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
178,Aca'Cedric Ware (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
179,Trevon Wesco (NYJ),0,0,0.0,0,0,0,3,5,35,11.7,0,0,8,0.0,0.0,0.0%,RB,5,0.625
180,Mike Weber (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
181,Darwin Thompson (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,RB,0,0.0
182,Caleb Huntley (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
183,Michael Warren II (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
184,Javon Leake (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
185,Tavien Feaster (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
186,Darius Anderson (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
187,Darius Bradwell (CAR),0,0,0.0,0,0,0,0,1,0,0.0,0,0,2,0.0,0.0,0.0%,RB,1,0.5
188,Adrian Killins Jr. (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
189,J.K. Dobbins (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.3%,RB,0,0.0
190,Artavis Pierce (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
191,Raymond Calais (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
192,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
193,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
194,Sutton Smith (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
195,Cullen Gillaspia (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%,RB,0,0.0
196,Andrew Beck (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
197,John Lovett (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
198,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.8%,RB,0,
199,Javian Hawkins (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,RB,0,
200,Josh Johnson (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
201,Tre Harbison III (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,RB,0,
202,B.J. Emmons (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,RB,0,0.0
