Receiver,Team,Avg. Raw Fpts,Avg. Targets,Avg. Air Yards,Avg. Target Share,Avg. Air Yards Share,Redzone Looks,Avg. WOPR,total_fpts
R.Moss,NE,21.4,5.526315789473684,62.89473684210526,22.702631578947365,39.930526315789464,16,62.01,406.6
W.Welker,NE,17.836842105263155,7.315789473684211,32.31578947368421,28.261578947368424,20.878947368421056,3,57.01,338.9
R.Wayne,IND,19.741176470588233,6.823529411764706,72.41176470588235,28.97058823529412,43.938823529411756,5,74.21,335.6
T.Owens,DAL,20.087500000000006,5.375,65.625,26.129375,39.23500000000001,7,66.66,321.4
B.Edwards,CLE,19.05625,5.5625,60.75,25.878749999999997,38.006874999999994,12,65.42,304.9
L.Fitzgerald,ARI,20.146666666666665,6.933333333333334,77.13333333333334,30.976,41.85133333333333,9,75.76,302.20000000000005
T.Houshmandzadeh,CIN,18.643749999999997,7.0,45.5,30.354375,28.629375,7,65.57,298.3
P.Burress,NYG,14.544999999999998,4.6,51.05,23.1525,34.92850000000001,9,59.18,290.9
C.Johnson,CIN,17.812500000000004,5.8125,64.3125,24.690624999999997,44.16375000000001,6,67.95,285.0
M.Colston,NO,17.7625,6.5,52.375,20.726250000000007,29.703125,7,51.88,284.2
B.Marshall,DEN,17.343749999999996,6.375,47.875,31.430624999999996,37.85437500000001,4,73.64,277.5
B.Engram,SEA,15.172222222222224,6.055555555555555,52.94444444444444,25.15722222222222,35.23777777777778,5,62.4,273.1
J.Witten,DAL,15.741176470588233,6.0588235294117645,47.705882352941174,28.238823529411768,30.26294117647059,5,63.54,267.6
T.Holt,LA,15.881250000000001,6.0625,64.5625,28.911875000000002,46.229375000000005,8,75.73,254.10000000000002
T.Gonzalez,KC,15.387500000000001,6.4375,55.4375,29.195625000000003,41.28562499999999,5,72.69,246.2
G.Jennings,GB,16.299999999999997,4.133333333333334,41.733333333333334,17.667333333333332,30.427999999999997,3,47.8,244.5
D.Mason,BAL,15.106250000000001,6.8125,51.625,30.483125,40.083124999999995,4,73.78,241.7
A.Gates,LAC,12.6,4.578947368421052,44.10526315789474,23.732105263157894,32.129999999999995,3,58.09,239.4
R.White,ATL,14.95,5.5625,51.5,25.460625000000004,40.065000000000005,2,66.24,239.2
C.Chambers,MIA,12.463157894736844,4.894736842105263,65.3157894736842,24.551578947368423,41.547894736842096,4,65.91,236.8
S.Smith,CAR,15.280000000000001,6.666666666666667,48.06666666666667,32.522666666666666,37.501999999999995,3,75.04,229.2
D.Driver,GB,13.452941176470588,5.529411764705882,44.35294117647059,22.681764705882347,30.760000000000005,2,55.55,228.7
K.Curtis,PHI,14.0,5.25,50.8125,22.233125,33.525625000000005,3,56.82,224.0
K.Winslow,CLE,13.925,5.75,48.4375,27.790000000000003,33.36,4,65.04,222.8
A.Toomer,NYG,12.222222222222221,4.555555555555555,42.72222222222222,25.129444444444445,33.10888888888889,5,60.87,220.0
H.Ward,PIT,15.092857142857143,5.928571428571429,41.92857142857143,30.275714285714287,32.10857142857143,4,67.89,211.3
A.Boldin,ARI,17.525,5.916666666666667,40.0,25.943333333333328,24.407500000000002,4,56.0,210.3
S.McDonald,DET,13.081250000000002,5.1875,45.3125,21.638125000000002,27.756875,3,51.89,209.3
S.Holmes,PIT,14.87857142857143,4.0,47.42857142857143,22.69142857142857,31.599285714285713,5,56.16,208.3
D.Clark,IND,12.94375,4.1875,29.5,17.990000000000002,16.728125,6,38.69,207.10000000000002
J.Cotchery,NYJ,13.793333333333333,5.666666666666667,49.0,28.272,37.95933333333333,2,68.98,206.9
C.Cooley,WAS,11.905882352941179,4.352941176470588,31.58823529411765,20.940000000000005,25.42058823529411,3,49.2,202.4
D.Bowe,KC,13.300000000000004,5.133333333333334,49.733333333333334,23.286666666666665,34.15466666666667,4,58.84,199.5
B.Westbrook,PHI,13.140000000000002,6.266666666666667,3.4,26.222666666666665,1.2079999999999995,1,40.18,197.10000000000002
J.Galloway,TB,12.26875,3.6875,38.9375,18.993125000000006,31.759375,1,50.72,196.3
B.Berrian,CHI,12.175,4.375,42.25,21.699374999999996,33.900000000000006,3,56.28,194.8
N.Burleson,SEA,10.72777777777778,3.611111111111111,35.111111111111114,14.52111111111111,19.167777777777776,5,35.2,193.10000000000002
