Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
A.Foster,HOU,15.660000000000002,21.933333333333334,100.6,65.57466666666667,66.29466666666666,13,1509.0,14.0,234.9
L.McCoy,PHI,15.526666666666669,18.2,87.26666666666667,62.190666666666665,58.024666666666675,17,1309.0,17.0,232.9
R.Rice,BAL,12.283333333333333,18.5,82.83333333333333,64.02111111111111,68.41111111111111,12,1491.0,12.0,221.1
M.Jones-Drew,JAX,13.037500000000001,21.4375,100.375,71.19312500000002,81.89062499999999,8,1606.0,8.0,208.60000000000002
M.Turner,ATL,12.005882352941175,18.58823529411765,81.23529411764706,68.37352941176471,74.12882352941176,11,1381.0,11.0,204.1
M.Lynch,SEA,12.826666666666664,19.0,80.26666666666667,65.41199999999999,66.82333333333332,12,1204.0,12.0,192.4
F.Gore,SF,10.300000000000002,17.333333333333332,76.33333333333333,57.017222222222216,58.05944444444445,8,1374.0,8.0,185.4
A.Peterson,MIN,14.083333333333334,17.333333333333332,80.83333333333333,62.555,55.73499999999999,12,970.0,12.0,169.0
C.Wells,ARI,11.764285714285714,17.5,74.78571428571429,73.77428571428572,70.65714285714286,10,1047.0,10.0,164.7
W.McGahee,DEN,9.63529411764706,16.823529411764707,78.58823529411765,50.21588235294117,50.33588235294118,5,1338.0,5.0,163.8
C.Newton,CAR,9.69375,7.875,44.125,28.859375,31.423750000000002,14,711.0,14.0,155.10000000000002
A.Bradshaw,NYG,9.58125,14.6875,58.1875,55.254999999999995,61.67812499999999,10,933.0,10.0,153.3
B.Green-Ellis,NE,8.036842105263156,11.526315789473685,42.473684210526315,41.765263157894736,37.41947368421052,12,807.0,12.0,152.7
C.Benson,CIN,9.38125,17.5,67.5625,62.714375000000004,61.85125,7,1081.0,7.0,150.10000000000002
R.Mendenhall,PIT,9.786666666666667,15.2,61.86666666666667,57.77266666666666,54.43666666666665,9,928.0,9.0,146.8
R.Mathews,LAC,10.364285714285716,15.857142857142858,77.92857142857143,57.32857142857143,66.35642857142857,6,1091.0,6.0,145.10000000000002
