Rusher,Team,Avg. Raw Fpts,Avg. Rushing Attempt,Avg. Rushing Yards,Avg. Rushing Share,Avg. Rushing Yards Share,Redzone Looks,yards_gained,touchdown,total_fpts
L.Tomlinson,LAC,21.988235294117644,21.88235294117647,114.0,67.58000000000001,72.27352941176471,30,1938.0,30.0,373.8
L.Johnson,KC,16.711764705882356,25.235294117647058,107.11764705882354,81.29588235294119,83.33705882352943,17,1821.0,17.0,284.1
S.Jackson,LA,14.424999999999997,21.625,95.5,82.37749999999998,85.67937500000002,13,1528.0,13.0,230.8
W.Parker,PIT,14.212499999999999,21.0625,93.375,74.336875,76.94375000000001,13,1494.0,13.0,227.4
F.Gore,SF,13.96875,19.5625,105.9375,73.63624999999999,79.02875,8,1695.0,9.0,223.5
T.Jones,CHI,11.084210526315792,18.526315789473685,79.26315789473684,59.34947368421053,67.8263157894737,10,1506.0,10.0,210.6
T.Barber,NYG,12.34705882352941,20.823529411764707,105.82352941176471,74.46941176470588,79.53823529411767,5,1799.0,5.0,209.9
B.Westbrook,PHI,12.200000000000003,16.058823529411764,86.70588235294117,61.06529411764706,66.20882352941177,10,1474.0,10.0,207.4
R.Johnson,CIN,12.674999999999999,21.3125,81.75,78.39,80.588125,12,1308.0,12.0,202.8
D.McAllister,NO,11.423529411764708,16.0,71.6470588235294,53.468823529411765,61.4735294117647,11,1222.0,12.0,194.2
J.Addai,IND,9.549999999999999,15.1,68.5,51.822500000000005,58.2525,9,1370.0,9.0,191.0
C.Dillon,NE,9.63684210526316,11.789473684210526,49.0,37.92578947368422,41.06368421052631,15,931.0,15.0,183.10000000000002
J.Lewis,BAL,10.14705882352941,19.235294117647058,69.70588235294117,66.21058823529411,69.7029411764706,9,1185.0,9.0,172.5
M.Jones-Drew,JAX,10.75625,10.375,58.8125,32.22,32.370625,13,941.0,13.0,172.10000000000002
C.Taylor,MIN,11.293333333333335,20.266666666666666,80.93333333333334,74.92533333333334,70.36733333333333,6,1214.0,8.0,169.4
T.Henry,TEN,11.664285714285713,19.357142857142858,86.5,64.48142857142857,59.33214285714286,7,1213.0,7.0,163.3
S.Alexander,SEA,13.441666666666665,25.166666666666668,89.41666666666667,76.89666666666666,70.72833333333334,9,1073.0,9.0,161.3
E.James,ARI,9.86875,21.0625,72.4375,79.21062500000001,88.33000000000001,6,1159.0,7.0,157.9
M.Barber,DAL,8.811764705882352,8.176470588235293,38.705882352941174,27.61176470588235,32.211176470588235,14,658.0,14.0,149.8
F.Taylor,JAX,9.639999999999999,15.4,76.4,48.79266666666667,52.08933333333332,5,1146.0,5.0,144.60000000000002
J.Jones,DAL,8.447058823529412,17.0,70.3529411764706,58.252352941176476,57.412352941176465,4,1196.0,4.0,143.60000000000002
L.Betts,WAS,8.7125,15.3125,72.125,47.525000000000006,46.30625,4,1154.0,4.0,139.4
W.Dunn,ATL,8.625000000000002,17.875,71.25,53.564375000000005,39.390625,4,1140.0,4.0,138.0
D.Rhodes,IND,6.834999999999999,12.45,47.35,42.128,39.7485,6,947.0,7.0,136.7
A.Green,GB,9.707142857142856,19.0,75.64285714285714,71.92071428571428,78.81500000000001,5,1059.0,5.0,135.9
W.McGahee,BUF,9.642857142857142,18.5,70.71428571428571,71.07214285714285,71.64714285714285,6,990.0,6.0,135.0
R.Brown,MIA,10.038461538461538,18.615384615384617,77.3076923076923,76.61538461538463,64.60846153846153,5,1005.0,5.0,130.5
T.Bell,DEN,9.26923076923077,17.923076923076923,78.84615384615384,56.62923076923077,56.52153846153847,2,1025.0,3.0,120.5
