PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,AVG
J.Robinson,JAX,32.89,62.67,55.35,56.12,75.25,86.9,,26.83,,31.84,53.7,60.99,39.34,50.0,70.09,7.58,,,,,,,50.68214285714286
T.Coleman,NYJ,53.33,15.79,,21.21,17.19,,,,,41.43,15.69,42.68,82.86,,49.02,20.88,,12.5,,,,,33.87090909090909
C.Wentz,IND,20.35,33.94,,5.76,4.07,0.57,15.54,13.25,5.0,-0.79,6.82,19.63,3.36,,7.52,3.17,8.2,18.09,,,,,10.279999999999998
D.Eskridge,SEA,15.71,,,,,,,,,,,,,,,4.12,11.32,,,,,,10.383333333333335
S.Perine,CIN,14.77,,-1.04,8.97,57.28,,46.85,,23.53,,1.89,1.52,37.5,12.79,26.55,,6.67,,2.41,,,0.0,17.120714285714286
R.Mostert,SF,15.27,,,,,,,,,,,,,,,,,,,,,,15.27
A.Dillon,GB,44.19,18.75,18.0,61.83,22.56,38.31,10.53,51.66,37.7,62.26,55.79,75.0,,59.66,22.92,37.61,36.21,51.64,,37.31,,,41.218333333333334
T.Bridgewater,DEN,11.52,1.04,20.0,1.89,10.38,8.04,7.32,1.2,-0.53,,,6.8,11.04,,7.52,,,,,,,,7.185000000000001
A.Schwartz,CLE,11.11,,,,,-4.11,-1.1,,,,,,,,,10.96,,1.46,,,,,3.664
T.Heinicke,WAS,13.49,6.9,26.92,35.25,30.53,,48.72,8.93,,15.96,15.26,1.97,8.93,8.0,,-1.18,14.89,1.33,,,,,15.726666666666667
M.Brown,MIA,21.62,29.58,23.31,65.71,,31.17,7.58,,,,,,,,,,,,,,,,29.828333333333333
T.Johnson,NYJ,33.33,32.89,39.53,1.52,18.75,,9.68,15.46,23.86,2.86,4.9,26.75,1.43,21.79,,,23.33,,,,,,18.291428571428572
R.Jones,TB,26.92,32.93,31.43,20.83,17.36,19.61,34.62,18.31,,,35.11,26.06,3.51,5.84,53.39,40.88,41.94,,,,,,27.24933333333333
K.Hill,GB,32.56,8.33,,,,,3.51,,,,,,,,,,,,,,,,14.799999999999999
J.Goff,DET,12.07,42.59,4.3,8.89,,2.78,2.19,,,,,,1.0,8.47,,,,,,,,,10.286249999999999
T.Pollard,DAL,23.33,55.05,37.5,29.13,37.31,33.61,,33.33,14.1,36.84,60.98,56.25,48.63,,59.2,31.48,20.0,,18.18,,,,37.182500000000005
Dj.Moore,CAR,12.61,,-0.85,5.31,-3.67,5.08,,,17.95,,,,,,,,,11.82,,,,,6.892857142857143
D.Prescott,DAL,21.67,,3.75,8.7,2.99,8.2,,,20.51,4.39,,4.69,-2.05,12.3,-0.8,19.44,44.44,,35.06,,,,13.092142857142859
K.Smith,ATL,10.48,5.45,,2.02,,,,,,4.85,20.0,,,,,,,,,,,,8.559999999999999
A.Dalton,CHI,9.7,20.33,,,,,,,,,,16.18,5.5,,,,16.09,7.78,,,,,12.596666666666666
J.White,NE,9.6,19.8,12.24,,,,,,,,,,,,,,,,,,,,13.88
D.Williams,CHI,8.96,4.88,,29.26,44.76,,3.5,-1.7,,,,,,9.49,,13.64,,,,,,,14.098749999999999
K.Drake,LV,13.41,17.31,17.14,4.17,15.49,39.53,57.98,,25.64,32.0,31.94,17.48,0.0,,,,,,,,,,22.674166666666668
D.Johnson,HOU,6.25,30.49,26.19,43.75,7.46,5.65,59.52,9.09,15.07,,21.69,40.62,,,32.0,,,43.75,,,,,26.27153846153846
K.Raymond,DET,7.76,,,,,,0.73,,,,,,,,,3.85,,13.13,,,,,6.3675
L.Shenault,JAX,11.84,0.0,,7.91,,,,9.76,-5.06,3.35,,,1.64,,9.35,,,,,,,,4.84875
J.McNichols,TEN,10.47,1.42,3.33,6.21,4.89,,,,34.78,10.61,,,,15.69,12.94,34.44,7.07,,,,,,12.895454545454545
A.Jones,GB,20.93,69.79,82.0,36.64,77.44,49.35,33.33,39.07,43.44,23.58,,25.0,,29.41,60.42,60.55,43.68,,,61.19,,,47.238749999999996
J.Patterson,WAS,7.14,,,0.82,9.92,5.32,,41.07,,7.45,12.11,0.0,1.79,29.0,31.75,38.82,60.64,9.29,,,,,18.22285714285714
R.Wilson,SEA,6.43,20.78,6.6,24.76,10.87,,,,,42.67,2.33,47.06,10.27,4.15,,7.65,9.06,2.48,,,,,15.008461538461539
M.Ryan,ATL,6.45,5.45,-1.45,17.17,-0.93,,0.0,3.66,23.53,,,4.03,1.65,2.34,32.26,10.64,7.29,3.23,,,,,7.688000000000001
J.McKissic,WAS,6.35,11.49,29.49,12.3,-0.76,47.87,11.28,8.93,,4.26,24.21,19.74,,,,,,,,,,,15.923636363636364
R.Penny,SEA,5.71,,,,,,10.0,10.14,,,22.09,,23.97,70.98,48.75,79.41,64.15,94.06,,,,,42.925999999999995
R.Woods,LA,9.46,5.94,6.58,,,,,13.33,6.38,,,,,,,,,,,,,,8.338000000000001
B.Mayfield,CLE,4.58,6.41,14.42,5.98,3.48,10.96,,5.21,,,4.89,10.0,,14.0,,5.02,17.2,,,,,,8.512500000000001
D.Booker,NYG,11.67,5.52,,7.23,57.53,68.33,49.51,83.33,66.44,,22.73,14.29,39.56,41.48,59.68,32.14,28.57,14.89,,,,,37.681250000000006
A.Brown,TB,11.54,,,,,,,,,,,,,,,,,,,,,,11.54
Mi.Carter,NYJ,13.33,38.82,55.81,57.58,59.38,,59.68,79.38,55.68,55.71,61.76,,,,,,36.0,39.58,,,,,51.05916666666667
J.Smith,NE,4.8,,,,3.97,,3.38,,2.65,,,8.57,-0.45,,2.47,,2.76,3.73,,,,,3.542222222222222
D.Carr,LV,7.32,17.31,-1.43,12.5,14.08,-1.16,0.84,,4.27,36.0,,14.69,31.58,,7.14,3.12,,-0.57,19.42,,,,11.007333333333333
M.Brown,BAL,2.65,,,,,,,,,,,,,,,,,,,,,,2.65
J.Jackson,LAC,5.56,22.11,0.0,-2.38,,,,48.47,,,1.26,,18.99,23.03,44.79,71.91,39.42,23.53,,,,,24.72416666666666
B.Bolden,NE,4.0,,-2.04,0.0,19.84,-0.83,0.0,18.31,35.76,17.39,0.75,,12.61,,3.7,2.68,2.21,34.33,,,,,9.913999999999998
B.Roethlisberger,PIT,6.67,,11.11,,-0.68,-2.52,,0.0,0.0,,,,-1.18,4.72,0.0,,-0.53,-5.06,-1.79,,,,0.8950000000000001
T.Cannon,BAL,2.65,,,,,,,,,,,,,,,,,,,,,,2.65
D.Dallas,SEA,3.57,,,,7.61,11.81,,8.7,,,29.07,11.76,,8.29,51.25,8.82,0.38,0.5,,,,,12.887272727272727
F.Swain,SEA,3.57,6.49,10.38,,,,8.89,,,,,,,1.55,,,,,,,,,6.176
S.Ahmed,MIA,5.41,23.94,,2.86,12.82,28.57,19.7,32.35,12.77,10.0,,15.32,33.82,,,,,,,,,,17.96
A.Abdullah,MIN,5.97,,17.14,,1.67,,,,,,,,,,,,,,,,,,8.26
T.Hill,KC,5.48,24.19,5.91,,12.5,,23.38,,-5.19,2.13,26.19,,,,,,1.29,,,-1.1,,,9.478
M.Breida,BUF,3.42,,,,,,,,,20.14,56.04,23.01,3.03,6.94,0.84,,,,,,,,16.202857142857145
J.Brissett,MIA,5.41,11.27,27.82,22.86,,,,,14.89,6.67,,,,,1.09,,,,,,,,12.858571428571429
Da.Williams,KC,5.48,-3.23,15.05,21.0,22.5,56.88,25.97,45.79,90.91,45.74,11.9,,22.47,6.06,13.95,43.31,56.77,12.59,3.77,,,,27.606111111111108
J.Burrow,CIN,1.34,,7.29,5.13,10.68,14.08,0.0,-2.44,1.18,,6.92,4.04,6.25,3.49,22.12,14.29,16.67,,-2.41,7.69,21.55,3.8,7.456315789473685
G.Nabers,LAC,2.22,,,,,,,,,,,,,,2.08,,1.92,,,,,,2.0733333333333337
S.Michel,LA,2.7,45.54,88.16,9.09,31.36,32.06,8.51,25.45,21.28,38.46,,20.59,94.53,88.76,74.8,82.39,101.37,67.19,41.43,5.48,22.86,4.65,43.1742857142857
A.Mattison,MIN,2.99,6.21,80.0,30.77,94.17,5.05,,4.95,0.0,15.53,5.56,31.34,90.0,11.16,,62.12,,17.31,,,,,30.477333333333334
Z.Wilson,NYJ,0.0,12.5,4.65,-3.03,4.69,,,,,,,1.91,0.0,42.31,11.76,33.33,0.0,50.0,,,,,13.176666666666668
B.Bell,KC,2.74,,,,,,,,,3.19,,,,,3.49,,1.29,,,,,,2.6775
R.Fitzpatrick,WAS,1.59,,,,,,,,,,,,,,,,,,,,,,1.59
M.Burton,KC,2.74,,,2.5,1.67,,,,,,,,3.37,2.27,8.14,1.57,1.29,,2.83,,0.72,,2.71
J.Garoppolo,SF,1.53,17.09,0.0,,,,0.0,2.76,7.69,0.64,3.51,0.0,0.0,3.0,2.47,3.61,,0.74,0.59,,8.0,,3.2268750000000006
T.Lance,SF,1.53,,1.59,28.67,58.55,,,,,,2.34,,,,,,17.71,,,,,,18.398333333333337
M.Sargent,TEN,2.33,,1.11,,,,,,,,,,,,,,,,,,,,1.7200000000000002
R.Stevenson,NE,1.6,,,,18.25,19.17,,18.31,41.06,54.35,51.49,43.81,35.14,,44.44,,59.12,25.37,30.34,,,,34.034615384615385
T.Hill,NO,0.58,33.33,22.54,16.47,,,,,3.67,26.74,,,66.01,35.96,54.1,,61.64,9.23,,,,,30.024545454545454
R.Cobb,GB,2.33,,,,,,,,,,,,,,,,,,,,,,2.33
J.Gillan,CLE,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
J.Herbert,LAC,-1.11,12.63,20.78,2.38,25.89,46.15,,5.52,15.73,26.83,56.6,50.0,7.59,12.5,8.33,16.85,1.92,1.18,,,,,18.22176470588235
J.Chase,CIN,-1.34,,,,,,,21.95,0.0,,5.03,,,6.98,,,,,27.71,3.08,2.59,5.06,7.895555555555556
M.Goodwin,CHI,-1.49,,,0.53,,,,,,,,,,,,,,,,,,,-0.48
T.Lawrence,JAX,-2.63,28.0,16.98,25.9,14.14,13.1,,13.41,5.06,18.44,42.59,27.66,16.39,25.0,19.63,28.03,20.0,16.83,,,,,19.32529411764706
I.McKenzie,BUF,-2.56,,6.56,,,6.1,,,,12.23,,,,,6.72,-0.88,1.29,6.02,16.67,13.76,,,6.590999999999999
M.Stafford,LA,-6.76,0.99,-2.63,17.36,-0.85,9.16,-4.26,,13.83,1.92,,-1.47,1.56,,-2.44,5.03,-1.37,,15.71,8.22,11.43,13.95,4.41
Z.Moss,BUF,,18.18,49.18,30.65,30.58,29.27,,18.63,8.33,19.42,5.49,,21.21,,,10.53,16.74,4.82,0.0,,,,18.787857142857145
J.Smith-Schuster,PIT,,7.69,,,4.08,,,,,,,,,,,,,,,,,,5.885
J.Hekker,LA,,0.0,,,,,,,,,,,,,,,,,,,,,0.0
A.Janovich,CLE,,0.0,,,,,,,,,,,,,,,,,,,,,0.0
K.Cousins,MIN,,19.77,1.43,0.0,3.33,8.08,,17.82,0.76,-2.91,-4.44,,6.0,5.79,7.58,25.76,,-0.96,,,,,6.286428571428572
P.Barber,LV,,61.54,79.29,0.0,,,,,,,4.17,,,15.91,34.69,13.75,3.53,,,,,,26.61
D.Freeman,BAL,,11.55,6.9,3.92,1.16,28.34,12.17,,31.98,37.23,39.84,35.14,48.6,54.24,15.38,43.59,46.06,8.43,,,,,26.533125000000005
A.Collins,SEA,,32.47,7.55,41.9,51.09,70.14,38.89,63.77,,54.67,41.86,41.18,,8.29,,,,,,,,,41.07363636363636
M.Mack,IND,,14.68,,15.83,38.21,6.9,2.7,,,,,,,,,,,,,,,,15.664000000000001
K.Bourne,NE,,15.84,,,9.52,,,,,23.37,5.22,,1.35,,23.46,,9.39,5.97,15.73,,,,12.205555555555556
C.Lamb,DAL,,6.57,-0.62,,1.99,1.64,,,,10.53,,,22.6,12.3,,-1.85,,,6.49,,,,6.627777777777778
C.Hubbard,CAR,,11.24,44.44,50.44,92.66,51.69,50.0,40.39,3.85,16.27,,9.38,,36.26,26.49,13.43,62.5,43.64,,,,,36.845333333333336
J.Guyton,LAC,,9.47,3.9,11.9,,,,,,,1.26,,-1.27,,,,0.96,,,,,,4.370000000000001
T.Sermon,SF,,6.84,49.21,62.24,4.61,,,,,,18.71,,,,,,,,,,,,28.321999999999996
D.Samuel,SF,,6.84,0.0,0.7,8.55,,,,,23.08,46.2,31.73,,37.0,17.9,38.55,10.86,33.33,42.6,36.79,52.0,,25.742000000000004
Aa.Rodgers,GB,,6.25,,1.53,,12.34,29.82,1.99,,,,,,,,,,,,,,,10.386
C.Board,NYG,,3.68,,,,,,,,,,,,,,,,,,,,,3.68
T.Brady,TB,,7.32,40.0,2.5,10.74,0.98,,2.82,,3.77,10.64,1.41,-1.75,11.68,1.69,6.92,,,,0.0,,,7.051428571428571
C.Wilson,DAL,,2.53,,,2.99,,,,,,,0.0,,,,,,,,,,,1.8399999999999999
E.Penny,NYG,,3.07,6.0,,5.48,25.0,23.3,,23.49,,,,,5.93,,2.38,,,,,,,11.831249999999997
J.Taylor,NE,,2.97,4.08,0.0,,,14.19,,,5.98,,,,,,,,,,,,,5.444000000000001
P.Ricard,BAL,,0.8,,,,,,,,,1.63,,,,,,,,,,,,1.2149999999999999
D.Carter,WAS,,2.3,,,8.4,,13.85,,,4.26,-1.58,2.63,,,19.05,17.65,6.38,4.87,,,,,7.781000000000001
H.Ruggs,LV,,3.85,5.0,,,,5.88,,,,,,,,,,,,,,,,4.91
R.Gilliam,BUF,,1.4,,0.5,,,,,,,,,,,,,,,,,,,0.95
K.Juszczyk,SF,,1.71,22.22,,0.0,,,,,,,,,,3.7,,,,,13.21,0.0,,6.8066666666666675
D.Harris,NO,,2.08,,,,,,14.47,,6.98,,,1.96,,,,,4.62,,,,,6.022
B.Snell,PIT,,2.56,,0.0,13.61,,,,5.71,2.76,12.73,9.8,15.29,-1.89,,15.38,1.05,27.85,26.79,,,,10.126153846153844
D.Mills,HOU,,-1.22,0.0,4.17,2.99,4.03,,0.0,,,,,13.1,12.7,2.67,-0.53,4.65,18.75,,,,,5.109166666666666
T.Cannon,SF,,-0.85,,,,,,,,,,,,,,,,,,,,,-0.85
M.Trubisky,BUF,,-1.4,15.57,5.03,,,,,,,,,,,,,,-1.81,-1.15,,,,3.248
B.Gabbert,TB,,-3.66,,,-0.83,,,,,,-2.13,,,,,,,-1.18,,,,,-1.95
J.Love,GB,,-3.12,,,,,,,18.85,,-1.05,,,,,,5.17,-0.82,,,,,3.806
C.Kupp,LA,,-4.95,,,,,,,,,,,,,0.81,2.52,,28.12,,,-2.86,16.28,6.653333333333333
S.Shepard,NYG,,-5.52,,,,,,,,,,,,,,,,,,,,,-5.52
Jos.Allen,BUF,,,7.38,,,,,,,,,,,,,,,,,,,,7.38
T.Tremble,CAR,,,5.98,,,0.0,,,,,,,,,,,,3.64,,,,,3.206666666666667
C.Godwin,TB,,,5.71,,,,,0.0,,,7.45,2.11,15.79,,,,,,,,,,6.212
M.Jones,NE,,,57.14,100.0,2.38,-3.33,12.84,7.04,2.65,,0.75,10.48,-1.35,,14.81,22.15,6.63,2.99,20.22,,,,17.026666666666664
R.Freeman,CAR,,,14.53,10.62,1.83,2.54,32.14,12.32,,,,,,,,,,,,,,,12.329999999999998
O.Beckham,CLE,,,4.65,2.17,,,,,,,,,,,,,,,,,,,3.41
G.Kittle,SF,,,14.29,,,,,,,,,,7.04,,,,3.43,,,,,,8.253333333333332
D.Johnson,CLE,,,4.19,,,2.74,80.22,22.92,10.46,100.0,14.13,,,22.0,-2.25,26.48,13.98,60.0,,,,,29.5725
B.Aiyuk,SF,,,12.7,,,,2.7,,-5.13,,,1.92,,4.0,,,,,,,,,3.2379999999999995
D.Crockett,DEN,,,5.83,,,,,,,,,,,,,,,,,,,,5.83
C.Sims,WAS,,,8.97,,,,,,,,,,,,,,,,,,,,8.97
J.Funk,LA,,,7.89,,,,,,,,,,,,,-0.63,,,3.57,,,,3.61
A.Armah,NO,,,3.52,1.18,,,2.13,,11.01,,,,,,,,,,,,,,4.46
B.Cooks,HOU,,,11.9,,,,,,,,,,19.05,,,,,,,,,,15.475000000000001
M.Pittman,IND,,,5.75,,,1.72,,,,,,,13.87,,,2.38,,,,,,,5.93
G.Brightwell,NYG,,,4.0,,,,,,,,,,,,,,,,,,,,4.0
A.Brown,TEN,,,1.67,,,,,,,10.61,,,,,,,,,,,,,6.14
R.Moore,ARI,,,3.3,4.17,40.43,6.94,,1.35,,1.54,,,1.46,10.68,0.95,,,,,,,,7.86888888888889
C.Ham,MIN,,,1.43,1.54,0.83,15.15,,0.0,,,0.0,,,,,,,,,,,,3.158333333333333
M.Hardman,KC,,,1.08,12.5,,5.5,,,,3.19,,,,0.0,0.0,,,7.41,5.66,17.03,12.95,,6.532000000000001
A.Ingold,LV,,,0.0,,,,0.84,,,,,,,,,,,,,,,,0.42
C.Clement,DAL,,,0.0,,,,,,,17.54,,,,36.07,,16.67,,33.92,,,,,20.84
C.Keenum,CLE,,,0.0,,,,3.85,,,,,,,,,,,7.32,,,,,3.723333333333333
D.Brown,WAS,,,-5.13,,,,,,,,,,,,,,,,,,,,-5.13
A.Dulin,IND,,,-8.05,,,,,,,,,,,,17.26,,,,,,,,4.605
W.Gallman,ATL,,,,29.29,1.85,,2.78,,,53.4,-7.5,12.75,,,,,,,,,,,15.428333333333333
B.Berrios,NYJ,,,,22.73,,,,,,,,,,,9.8,1.1,8.0,,,,,,10.4075
J.Patrick,SF,,,,8.39,,,,,,,,,,,,,,,,,,,8.39
J.Reagor,PHI,,,,11.65,,,0.0,8.9,,-3.7,,,0.0,,,,-2.54,6.71,,,,,3.002857142857143
L.Bell,BAL,,,,10.78,,9.63,4.35,,19.43,1.06,,,,,,,,,,,,,9.05
J.Agnew,JAX,,,,7.91,4.04,,,,13.92,44.13,3.7,,,,,,,,,,,,14.74
K.Osborn,MIN,,,,15.38,,,,,,,,,,,,,,,,,,,15.38
D.Mooney,CHI,,,,5.32,,,,,11.03,,,2.94,,,2.61,2.27,,,,,,,4.8340000000000005
E.Sanders,BUF,,,,3.52,,,,,,17.27,,,,,,,,,,,,,10.395
T.Montgomery,NO,,,,4.12,,,4.26,,,2.33,,31.82,13.73,,,,-5.48,,,,,,8.463333333333333
K.Herbert,CHI,,,,3.72,52.45,69.29,69.93,40.91,9.56,,0.0,13.24,14.68,2.19,,23.86,10.34,12.22,,,,,24.79923076923077
T.Homer,SEA,,,,4.76,5.43,18.75,15.56,13.04,,2.67,4.65,,54.79,,,,10.19,1.98,,,,,13.181999999999999
