PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,AVG
F.Franks,ATL,,,,3.57,,,,,8.0,,,,,,,,,,,,,,5.785
J.Akins,HOU,,,,5.56,,,,,,,,,,,,,,,,,,,5.56
R.Anderson,CAR,,,,4.17,,,,,,,,,,,6.67,,,,,,,,5.42
D.Ogunbowale,JAX,,,,6.67,,,,10.53,3.7,,,,,,4.0,56.25,52.94,35.48,,,,,24.224285714285713
K.Toney,NYG,,,,4.76,4.0,,,,3.23,,,,,,,,,,,,,,3.9966666666666666
R.Burkhead,HOU,,,,5.56,,,,26.67,11.11,,47.37,50.0,42.11,44.0,61.54,61.11,59.26,57.14,,,,,42.35181818181818
C.McCoy,ARI,,,,5.0,,8.11,5.41,,17.95,5.0,18.18,,,,4.76,,,,,,,,9.20142857142857
E.Engram,NYG,,,,4.76,,,,,,,,,,,,,,,,,,,4.76
G.Smith,SEA,,,,,12.0,3.7,10.71,8.0,,,,,,,,,,,,,,,8.6025
G.Bernard,TB,,,,,16.0,,,13.33,,7.69,,,5.88,,,,,,41.94,,,,16.968
J.Kelley,LAC,,,,,8.33,33.33,,,11.11,5.26,,5.88,,27.03,17.95,22.73,,,,,,,16.4525
C.Batson,TEN,,,,,5.56,,,,,,,,,,,,,,,,,,5.56
C.Kirk,ARI,,,,,3.7,,,,,,,,,,,,,,,,,,3.7
C.Rogers,TEN,,,,,2.78,,,,,,,,,,,,,,,,,,2.78
C.Samuel,WAS,,,,,3.03,,,,,,,2.27,6.67,,,,,,,,,,3.9899999999999998
P.Williams,MIA,,,,,11.11,,,,,,,,,,,,,,,,,,11.11
J.Waddle,MIA,,,,,11.11,,,,,,3.03,,,,,,,,,,,,7.069999999999999
N.Peterman,LV,,,,,9.09,,,,,,,,,,,,,,,,,,9.09
M.Glennon,NYG,,,,,8.0,,,,,,,,,3.7,4.17,7.41,2.5,,,,,,5.156000000000001
J.McKinnon,KC,,,,,4.35,10.71,,,,12.0,,,,,,,,16.67,54.55,37.04,50.0,,26.474285714285713
K.Stills,NO,,,,,4.35,,,,,,,,,,,,,,,,,,4.35
K.Ballage,PIT,,,,,11.43,6.67,,3.12,,,5.56,20.0,,,,,,3.33,20.0,,,,10.015714285714285
E.Ebron,PIT,,,,,,3.33,,,,,,,,,,,,,,,,,3.33
D.Johnson,PIT,,,,,,3.33,,,6.25,,,,,4.17,5.88,,,,,,,,4.9075
C.Evans,CIN,,,,,,11.11,,,,,,13.16,,,,4.76,,38.89,4.0,5.56,,,12.913333333333334
J.Ward,ARI,,,,,,10.81,2.7,,,,,,,,4.76,4.76,6.25,,,,,,5.856
T.Williams,CIN,,,,,,16.67,,,,,,,,,,,,50.0,,,,,33.335
D.Duvernay,BAL,,,,,,2.63,4.17,,,4.35,,2.33,,4.35,,,3.12,2.78,,,,,3.39
T.Huntley,BAL,,,,,,7.89,,,,,20.59,,,26.09,50.0,,18.75,33.33,,,,,26.10833333333333
A.Thielen,MIN,,,,,,2.7,,,,,,,,,,,,,,,,,2.7
C.Kmet,CHI,,,,,,3.85,,,,,,,,,,,,,,,,,3.85
J.Richard,LV,,,,,,4.35,13.79,,,,,,,,,2.5,3.7,5.88,,,,,6.044
J.Wolford,LA,,,,,,5.88,,,,,,,,,,,,,,,,,5.88
B.Allen,CIN,,,,,,8.33,,,4.17,,,2.63,,,,,5.26,5.56,,,,,5.1899999999999995
B.Scott,PHI,,,,,,,21.88,26.09,25.64,28.21,12.0,45.45,,,,40.0,41.18,,5.88,,,,27.369999999999997
E.Moore,NYJ,,,,,,,5.56,3.7,,,5.56,2.86,5.88,,,,,,,,,,4.712
C.Moore,DET,,,,,,,3.57,,,,,,,,,,,,,,,,3.57
K.Vaughn,TB,,,,,,,16.13,,,,11.11,,,,14.29,22.58,36.36,50.0,54.84,,,,29.330000000000002
J.Kelly,CLE,,,,,,,6.06,,,,,,,,,,,,,,,,6.06
D.Felton,CLE,,,,,,,6.06,4.35,,,8.33,,,,,,,2.44,,,,,5.295000000000001
P.Walker,CAR,,,,,,,5.88,2.13,,8.11,,,,7.69,,,,,,,,,5.9525
E.St. Brown,GB,,,,,,,6.67,,,,5.26,,,,,4.17,,,,5.0,,,5.275
G.Everett,SEA,,,,,,,3.57,4.0,,,,,,3.45,,,,,,,,,3.6733333333333333
J.Darden,TB,,,,,,,3.23,,,,,,,,,,,,,,,,3.23
D.Evans,TEN,,,,,,,5.71,,,,,,,,,,,,,,,,5.71
E.Benjamin,ARI,,,,,,,5.41,,23.08,30.0,18.18,,5.71,,,,6.25,25.0,22.22,,,,16.981249999999996
J.Stanton,CLE,,,,,,,6.06,,,5.0,,,,,,,,,,,,,5.529999999999999
M.Johnson,TEN,,,,,,,2.86,,3.85,,,,,,,,,,,,,,3.355
Z.Ertz,ARI,,,,,,,2.7,,,,,,,,,,,,,,,,2.7
C.Henne,KC,,,,,,,7.69,,,8.0,,,,10.0,,5.71,,,,,,,7.8500000000000005
L.Woodside,TEN,,,,,,,2.86,3.23,3.85,,,,,8.82,,,,,,,,,4.6899999999999995
S.Smith,CAR,,,,,,,5.88,,,,,,,,,,,,,,,,5.88
D.Ozigbo,NO,,,,,,,3.23,,,,,,,,,,,,,,,,3.23
B.Hoyer,NE,,,,,,,9.38,,7.69,5.88,,4.17,,,,,5.41,,,,,,6.506
J.Howard,PHI,,,,,,,,26.09,43.59,30.77,20.0,,,,36.59,30.0,32.35,,,,,,31.341428571428573
D.Gore,KC,,,,,,,,40.74,12.0,24.0,,,,30.0,,34.29,13.04,23.33,13.64,,,,23.879999999999995
J.Jefferson,DET,,,,,,,,11.11,,7.69,,,18.52,,14.71,,,,,,,,13.0075
A.Abdullah,CAR,,,,,,,,17.02,4.35,24.32,4.76,11.11,,15.38,13.33,13.33,23.08,26.92,,,,,15.36
M.Ingram,NO,,,,,,,,18.75,34.62,66.67,72.73,,38.46,,29.03,17.39,,,,,,,39.66428571428571
G.Igwebuike,DET,,,,,,,,16.67,,5.13,,5.26,7.41,38.1,5.88,,,,,,,,13.074999999999998
T.McLaurin,WAS,,,,,,,,4.17,,,,,,,,,,,,,,,4.17
S.Phillips,HOU,,,,,,,,33.33,5.56,,,,,,,,,,,,,,19.445
Am.Rodgers,GB,,,,,,,,2.94,,,,,,,,,,,,,,,2.94
B.Howell,LA,,,,,,,,16.13,,,,,,,,,,,,,,,16.13
R.McCloud,PIT,,,,,,,,3.12,,,5.56,,,,,,,,,,,,4.34
D.Blough,DET,,,,,,,,5.56,,,,,,,,,,,,,,,5.56
R.Nall,CHI,,,,,,,,2.78,,,,,,,,,,,,,,,2.78
L.Perine,NYJ,,,,,,,,3.7,,,,,,41.18,,,,,,,,,22.44
T.Siemian,NO,,,,,,,,6.25,,,9.09,12.0,,,,,,4.35,,,,,7.922499999999999
C.Rush,DAL,,,,,,,,4.17,,7.89,,,,,,7.14,,9.38,,,,,7.145
A.McFarland,PIT,,,,,,,,3.12,,,,13.33,,,,,,,,,,,8.225
J.Jeudy,DEN,,,,,,,,4.76,,5.56,,,,,,,,,,,,,5.16
M.White,NYJ,,,,,,,,18.52,,,,,,,,,,,,,,,18.52
J.Smith,NYJ,,,,,,,,3.7,,,,,,,,,,,,,,,3.7
A.Peterson,TEN,,,,,,,,,38.46,27.59,36.0,,,,,,,,,,,,34.016666666666666
D.Foreman,TEN,,,,,,,,,19.23,37.93,28.0,48.72,,38.24,52.38,37.5,65.0,65.62,,14.29,,,40.691
T.Taylor,HOU,,,,,,,,,16.67,,15.79,8.33,15.79,,,,,,,,,,14.145
J.Johnson,NYJ,,,,,,,,,22.73,,,2.86,,,,,,,,,,,12.795
J.Washington,PIT,,,,,,,,,6.25,,,,,,,,,,,,,,6.25
J.Jefferson,MIN,,,,,,,,,4.17,3.03,3.33,,3.45,2.78,,,,4.55,,,,,3.551666666666667
K.Nwangwu,MIN,,,,,,,,,4.17,,,5.56,10.34,,9.09,22.73,,4.55,,,,,9.406666666666666
A.Roberts,LAC,,,,,,,,,3.7,,3.85,,,,2.56,,,,,,,,3.3700000000000006
C.Streveler,ARI,,,,,,,,,2.56,10.0,,,,,,,,,,,,,6.28
S.Ehlinger,IND,,,,,,,,,3.33,,2.17,,2.08,,,,,,,,,,2.526666666666667
C.Newton,CAR,,,,,,,,,,8.11,47.62,16.67,,38.46,53.33,33.33,3.85,,,,,,28.767142857142854
M.Rudolph,PIT,,,,,,,,,,12.9,,,,,,4.0,,,,,,,8.45
J.Wilson,SF,,,,,,,,,,22.73,45.24,5.13,,56.52,65.62,66.67,,,,,,,43.65166666666667
A.Wilson,MIA,,,,,,,,,,9.09,3.03,,,,2.38,,,,,,,,4.833333333333333
A.Rodgers,GB,,,,,,,,,,6.25,10.53,6.25,,4.17,16.0,4.17,6.25,3.57,,,,,7.148750000000001
P.Taylor,GB,,,,,,,,,,6.25,21.05,,,,,,18.75,39.29,,,,,21.335
J.Cabinda,DET,,,,,,,,,,2.56,8.7,,,,,,,,,,,,5.63
D.Webb,BUF,,,,,,,,,,8.33,,,,,,,,,,,,,8.33
T.Kelce,KC,,,,,,,,,,,3.85,,,,,,4.35,,,,,,4.1
D.Hilliard,TEN,,,,,,,,,,,28.0,30.77,,17.65,21.43,20.83,20.0,28.12,,,,,23.82857142857143
Q.Ollison,ATL,,,,,,,,,,,56.25,,8.7,13.89,4.35,,13.64,8.33,,,,,17.526666666666667
D.Johnson,MIA,,,,,,,,,,,12.12,,,,52.38,43.33,43.75,58.14,,,,,41.943999999999996
J.Ross,NYG,,,,,,,,,,,7.69,,,,,,,,,,,,7.69
T.Boyd,CIN,,,,,,,,,,,2.63,,,3.85,,,,,4.0,,,,3.4933333333333336
De.Jackson,IND,,,,,,,,,,,13.04,,12.5,,,,3.85,,,,,,9.796666666666667
J.Grant,CHI,,,,,,,,,,,5.0,3.45,,4.35,7.14,,,,,,,,4.984999999999999
M.Evans,TB,,,,,,,,,,,3.7,,,,,,,,,,,,3.7
Z.Pascal,IND,,,,,,,,,,,2.17,,2.08,,,,,,,,,,2.125
J.Palmer,LAC,,,,,,,,,,,3.85,,,,,,,,,,,,3.85
H.Renfrow,LV,,,,,,,,,,,5.56,2.86,,,,,,2.94,,,,,3.7866666666666666
P.Laird,MIA,,,,,,,,,,,3.03,,,,,,,,,,,,3.03
D.Jackson,LV,,,,,,,,,,,5.56,,,,,,,,,,,,5.56
J.Flacco,NYJ,,,,,,,,,,,11.11,,,,,,,,,,,,11.11
D.Njoku,CLE,,,,,,,,,,,2.78,,,,,,,,,,,,2.78
B.Edwards,LV,,,,,,,,,,,5.56,,,,,,,,,,,,5.56
B.Perriman,TB,,,,,,,,,,,3.7,,,,,,,,,,,,3.7
A.Walter,NYJ,,,,,,,,,,,,25.71,5.88,,8.33,,53.85,,,,,,23.442500000000003
P.Lindsay,MIA,,,,,,,,,,,,30.77,,,,43.33,12.5,25.58,,,,,28.044999999999998
S.Chandler,CAR,,,,,,,,,,,,5.56,,,,,,,,,,,5.56
K.Blasingame,TEN,,,,,,,,,,,,7.69,,,,,,,,,,,7.69
Z.Jones,LV,,,,,,,,,,,,2.86,,,,,3.7,,,,,,3.2800000000000002
D.Smythe,MIA,,,,,,,,,,,,5.13,,,,,,,,,,,5.13
Q.Watkins,PHI,,,,,,,,,,,,3.03,,,,,,,,,,,3.03
P.Cooper,NYG,,,,,,,,,,,,3.7,,,,,,,,,,,3.7
D.Slayton,NYG,,,,,,,,,,,,3.7,,,,,,,,,,,3.7
A.Peterson,SEA,,,,,,,,,,,,,40.74,,,,,,,,,,40.74
M.Boone,DEN,,,,,,,,,,,,,12.9,,,,,,,,,,12.9
W.Smallwood,WAS,,,,,,,,,,,,,3.33,,,,18.18,,,,,,10.754999999999999
G.Minshew,PHI,,,,,,,,,,,,,9.76,,,,,15.15,,,,,12.455
R.Freeman,HOU,,,,,,,,,,,,,15.79,44.0,11.54,33.33,22.22,,,,,,25.375999999999998
M.Sargent,LA,,,,,,,,,,,,,7.41,,,,,,,,,,7.41
C.Beathard,JAX,,,,,,,,,,,,,4.0,,,,,,,,,,4.0
J.Samuels,HOU,,,,,,,,,,,,,10.53,,,,11.11,,,,,,10.82
O.Zaccheaus,ATL,,,,,,,,,,,,,4.35,,,,,,,,,,4.35
A.St. Brown,DET,,,,,,,,,,,,,3.7,,2.94,6.06,9.09,3.85,,,,,5.128
N.McCrary,BAL,,,,,,,,,,,,,4.0,,,,,,,,,,4.0
C.Reynolds,DET,,,,,,,,,,,,,,52.38,76.47,33.33,18.18,11.54,,,,,38.38
J.Williams,WAS,,,,,,,,,,,,,,16.67,4.76,15.0,9.09,18.92,,,,,12.888
A.Lazard,GB,,,,,,,,,,,,,,4.17,4.0,4.17,,,,,,,4.113333333333333
K.Allen,WAS,,,,,,,,,,,,,,8.33,,,,,,,,,8.33
V.Jefferson,LA,,,,,,,,,,,,,,4.76,3.45,,,,,3.33,,,3.846666666666667
T.Ragas,LV,,,,,,,,,,,,,,8.33,,,,,,,,,8.33
D.Leavitt,LV,,,,,,,,,,,,,,8.33,4.0,,,,,,,,6.165
J.Hardy,DAL,,,,,,,,,,,,,,2.78,,,,9.38,,,,,6.08
P.Dorsett,HOU,,,,,,,,,,,,,,4.0,,,,,,,,,4.0
K.Benkert,GB,,,,,,,,,,,,,,8.33,,,,,,,,,8.33
C.Daniel,LAC,,,,,,,,,,,,,,5.41,,,,,,,,,5.41
M.Carter,NYJ,,,,,,,,,,,,,,,33.33,44.44,,,,,,,38.885
J.Meyers,NE,,,,,,,,,,,,,,,5.26,,,,,,,,5.26
C.Fejedelem,MIA,,,,,,,,,,,,,,,2.38,,,,,,,,2.38
D.Lock,DEN,,,,,,,,,,,,,,,2.94,12.5,11.11,14.29,,,,,10.209999999999999
T.Austin,JAX,,,,,,,,,,,,,,,,9.38,,,,,,,9.38
C.Grayson,TB,,,,,,,,,,,,,,,,3.23,,,,,,,3.23
J.Fromm,NYG,,,,,,,,,,,,,,,,11.11,,20.0,,,,,15.555
J.Johnson,BAL,,,,,,,,,,,,,,,,31.25,,,,,,,31.25
G.Olszewski,NE,,,,,,,,,,,,,,,,3.7,,,,,,,3.7
N.Foles,CHI,,,,,,,,,,,,,,,,13.33,,,,,,,13.33
T.Smith,HOU,,,,,,,,,,,,,,,,2.78,,,,,,,2.78
I.Book,NO,,,,,,,,,,,,,,,,13.04,,,,,,,13.04
R.Bonnafon,CAR,,,,,,,,,,,,,,,,6.67,,,,,,,6.67
A.Wingard,JAX,,,,,,,,,,,,,,,,3.12,,,,,,,3.12
B.Mann,NYJ,,,,,,,,,,,,,,,,2.78,,,,,,,2.78
M.Ffrench,LAC,,,,,,,,,,,,,,,,4.55,,,,,,,4.55
N.Cottrell,JAX,,,,,,,,,,,,,,,,3.12,,,,,,,3.12
A.Prentice,NO,,,,,,,,,,,,,,,,4.35,3.57,2.17,,,,,3.3633333333333333
L.Bell,TB,,,,,,,,,,,,,,,,6.45,18.18,15.0,,,,,13.209999999999999
R.Armstead,JAX,,,,,,,,,,,,,,,,,35.29,29.03,,,,,32.16
G.Dortch,ARI,,,,,,,,,,,,,,,,,3.12,,,,,,3.12
T.Boyle,DET,,,,,,,,,,,,,,,,,4.55,3.85,,,,,4.2
S.Mannion,MIN,,,,,,,,,,,,,,,,,18.18,,,,,,18.18
T.Lockett,SEA,,,,,,,,,,,,,,,,,2.44,3.33,,,,,2.885
D.Metcalf,SEA,,,,,,,,,,,,,,,,,2.44,,,,,,2.44
C.Conley,HOU,,,,,,,,,,,,,,,,,3.7,,,,,,3.7
D.Milne,WAS,,,,,,,,,,,,,,,,,4.55,,,,,,4.55
D.Watt,PIT,,,,,,,,,,,,,,,,,3.23,,,,,,3.23
J.Bailey,NE,,,,,,,,,,,,,,,,,2.7,,,,,,2.7
S.Miller,TB,,,,,,,,,,,,,,,,,,10.0,3.23,,,,6.615
I.Smith,DAL,,,,,,,,,,,,,,,,,,3.12,,,,,3.12
J.Huntley,PHI,,,,,,,,,,,,,,,,,,39.39,,,,,39.39
C.Akers,LA,,,,,,,,,,,,,,,,,,18.52,44.74,80.0,44.83,56.52,48.922
S.Morgan,CIN,,,,,,,,,,,,,,,,,,5.56,,,,,5.56
M.Sargent,JAX,,,,,,,,,,,,,,,,,,3.23,,,,,3.23
M.Palardy,MIA,,,,,,,,,,,,,,,,,,2.33,,,,,2.33
M.Andrews,BAL,,,,,,,,,,,,,,,,,,2.78,,,,,2.78
A.Lee,ARI,,,,,,,,,,,,,,,,,,3.57,,,,,3.57
K.Barner,TB,,,,,,,,,,,,,,,,,,20.0,,,,,20.0
Ty.Johnson,NYJ,,,,,,,,,,,,,,,,,,5.88,,,,,5.88
A.Bachman,NYG,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
